,Modifier,Consonant,ListMod,Head,Match,MisMatchType,ListMatch
0,Brown,zbxlv,House,Bag,match,0,1
1,Green,wvcnz,Cross,Bell,match,0,1
2,Red,xkq,Cup,Boat,match,0,1
3,Pink,mtpv,Lamp,Bone,match,0,1
4,Green,wvcnz,Cross,Bow,match,0,1
5,Black,rjdnv,Plane,Cane,match,0,1
6,Blue,qxsw,Boat,Car,match,0,1
7,Red,xkq,Cup,Cross,match,0,1
8,Brown,zbxlv,House,Cup,match,0,1
9,Blue,qxsw,Boat,Disc,match,0,1
10,Green,wvcnz,Cross,Flag,match,0,1
11,Black,rjdnv,Plane,Fork,match,0,1
12,Blue,qxsw,Boat,Hand,match,0,1
13,Black,rjdnv,Plane,Heart,match,0,1
14,Red,xkq,Cup,House,match,0,1
15,Black,rjdnv,Plane,Key,match,0,1
16,Brown,zbxlv,House,Lamp,match,0,1
17,Pink,mtpv,Lamp,Leaf,match,0,1
18,Blue,qxsw,Boat,Lock,match,0,1
19,Pink,mtpv,Lamp,Note,match,0,1
20,Blue,qxsw,Boat,Plane,match,0,1
21,Green,wvcnz,Cross,Shoe,match,0,1
22,Pink,mtpv,Lamp,Square,match,0,1
23,Brown,zbxlv,House,Star,match,0,1
24,Red,xkq,Cup,Tree,match,0,1
25,Green,wvcnz,Cross,Bag,match,0,2
26,Pink,mtpv,Lamp,Bell,match,0,2
27,Red,xkq,Cup,Boat,match,0,2
28,Blue,qxsw,Boat,Bone,match,0,2
29,Red,xkq,Cup,Bow,match,0,2
30,Brown,zbxlv,House,Cane,match,0,2
31,Pink,mtpv,Lamp,Car,match,0,2
32,Red,xkq,Cup,Cross,match,0,2
33,Pink,mtpv,Lamp,Cup,match,0,2
34,Red,xkq,Cup,Disc,match,0,2
35,Black,rjdnv,Plane,Flag,match,0,2
36,Blue,qxsw,Boat,Fork,match,0,2
37,Green,wvcnz,Cross,Hand,match,0,2
38,Black,rjdnv,Plane,Heart,match,0,2
39,Black,rjdnv,Plane,House,match,0,2
40,Green,wvcnz,Cross,Key,match,0,2
41,Blue,qxsw,Boat,Lamp,match,0,2
42,Brown,zbxlv,House,Leaf,match,0,2
43,Green,wvcnz,Cross,Lock,match,0,2
44,Blue,qxsw,Boat,Note,match,0,2
45,Brown,zbxlv,House,Plane,match,0,2
46,Brown,zbxlv,House,Shoe,match,0,2
47,Pink,mtpv,Lamp,Square,match,0,2
48,Blue,qxsw,Boat,Star,match,0,2
49,Black,rjdnv,Plane,Tree,match,0,2
50,Black,rjdnv,Plane,Bag,mismatch,1,0
51,Brown,zbxlv,House,Bell,mismatch,1,0
52,Green,wvcnz,Cross,Boat,mismatch,1,0
53,Blue,qxsw,Boat,Bone,mismatch,1,0
54,Pink,mtpv,Lamp,Bow,mismatch,1,0
55,Brown,zbxlv,House,Cane,mismatch,1,0
56,Red,xkq,Cup,Car,mismatch,1,0
57,Pink,mtpv,Lamp,Cross,mismatch,1,0
58,Blue,qxsw,Boat,Cup,mismatch,1,0
59,Brown,zbxlv,House,Disc,mismatch,1,0
60,Brown,zbxlv,House,Flag,mismatch,1,0
61,Red,xkq,Cup,Fork,mismatch,1,0
62,Red,xkq,Cup,Hand,mismatch,1,0
63,Pink,mtpv,Lamp,Heart,mismatch,1,0
64,Red,xkq,Cup,House,mismatch,1,0
65,Blue,qxsw,Boat,Key,mismatch,1,0
66,Black,rjdnv,Plane,Lamp,mismatch,1,0
67,Black,rjdnv,Plane,Leaf,mismatch,1,0
68,Green,wvcnz,Cross,Lock,mismatch,1,0
69,Green,wvcnz,Cross,Note,mismatch,1,0
70,Blue,qxsw,Boat,Plane,mismatch,1,0
71,Pink,mtpv,Lamp,Shoe,mismatch,1,0
72,Green,wvcnz,Cross,Square,mismatch,1,0
73,Black,rjdnv,Plane,Star,mismatch,1,0
74,Blue,qxsw,Boat,Tree,mismatch,1,0
75,Brown,zbxlv,House,Bag,mismatch,2,0
76,Blue,qxsw,Boat,Bell,mismatch,2,0
77,Pink,mtpv,Lamp,Boat,mismatch,2,0
78,Black,rjdnv,Plane,Bone,mismatch,2,0
79,Black,rjdnv,Plane,Bow,mismatch,2,0
80,Green,wvcnz,Cross,Cane,mismatch,2,0
81,Pink,mtpv,Lamp,Car,mismatch,2,0
82,Brown,zbxlv,House,Cross,mismatch,2,0
83,Green,wvcnz,Cross,Cup,mismatch,2,0
84,Black,rjdnv,Plane,Disc,mismatch,2,0
85,Red,xkq,Cup,Flag,mismatch,2,0
86,Blue,qxsw,Boat,Fork,mismatch,2,0
87,Blue,qxsw,Boat,Hand,mismatch,2,0
88,Green,wvcnz,Cross,Heart,mismatch,2,0
89,Pink,mtpv,Lamp,House,mismatch,2,0
90,Blue,qxsw,Boat,Key,mismatch,2,0
91,Green,wvcnz,Cross,Lamp,mismatch,2,0
92,Pink,mtpv,Lamp,Leaf,mismatch,2,0
93,Brown,zbxlv,House,Lock,mismatch,2,0
94,Red,xkq,Cup,Note,mismatch,2,0
95,Red,xkq,Cup,Plane,mismatch,2,0
96,Brown,zbxlv,House,Shoe,mismatch,2,0
97,Red,xkq,Cup,Square,mismatch,2,0
98,Blue,qxsw,Boat,Star,mismatch,2,0
99,Black,rjdnv,Plane,Tree,mismatch,2,0
