,Unnamed: 0,Modifier,Consonant,ListMod,Head,Match,MisMatchType,ListMatch,Image_Comp2,Image_Comp1,Image_List1,Image_List2
0,0,Pink,mtpv,Lamp,Bag,match,0,1,PinkBag_1,PinkBag_2,PinkBag_1,BlueLamp_3
1,1,Blue,qxsw,Boat,Bell,match,0,1,BlueBell_2,BlueBell_2,BlueBell_3,GreenBoat_3
2,2,Black,rjdnv,Plane,Boat,match,0,1,BlackBoat_2,BlackBoat_1,BlackBoat_2,GreenPlane_3
3,3,Brown,zbxlv,House,Bone,match,0,1,BrownBone_3,BrownBone_2,BrownBone_3,GreenHouse_2
4,4,Green,wvcnz,Cross,Bow,match,0,1,GreenBow_3,GreenBow_1,GreenBow_1,BlackCross_1
5,5,Pink,mtpv,Lamp,Cane,match,0,1,PinkCane_1,PinkCane_2,PinkCane_2,BlueLamp_3
6,6,Brown,zbxlv,House,Car,match,0,1,BrownCar_3,BrownCar_2,BrownCar_1,BlueHouse_2
7,7,Blue,qxsw,Boat,Cross,match,0,1,BlueCross_2,BlueCross_1,BlueCross_2,GreenBoat_2
8,8,Black,rjdnv,Plane,Cup,match,0,1,BlackCup_1,BlackCup_1,BlackCup_1,BrownPlane_1
9,9,Green,wvcnz,Cross,Disc,match,0,1,GreenDisc_1,GreenDisc_2,GreenDisc_1,BlackCross_2
10,10,Pink,mtpv,Lamp,Flag,match,0,1,PinkFlag_2,PinkFlag_3,PinkFlag_2,RedLamp_1
11,11,Green,wvcnz,Cross,Fork,match,0,1,GreenFork_2,GreenFork_2,GreenFork_1,BlueCross_1
12,12,Brown,zbxlv,House,Hand,match,0,1,BrownHand_2,BrownHand_2,BrownHand_1,BlueHouse_3
13,13,Blue,qxsw,Boat,Heart,match,0,1,BlueHeart_3,BlueHeart_2,BlueHeart_2,BlackBoat_1
14,14,Red,xkq,Cup,House,match,0,1,RedHouse_3,RedHouse_1,RedHouse_1,GreenCup_3
15,15,Red,xkq,Cup,Key,match,0,1,RedKey_1,RedKey_3,RedKey_2,PinkCup_2
16,16,Red,xkq,Cup,Lamp,match,0,1,RedLamp_1,RedLamp_2,RedLamp_2,GreenCup_1
17,17,Green,wvcnz,Cross,Leaf,match,0,1,GreenLeaf_2,GreenLeaf_1,GreenLeaf_3,BrownCross_3
18,18,Blue,qxsw,Boat,Lock,match,0,1,BlueLock_3,BlueLock_2,BlueLock_1,GreenBoat_2
19,19,Green,wvcnz,Cross,Note,match,0,1,GreenNote_3,GreenNote_2,GreenNote_3,BlueCross_1
20,20,Brown,zbxlv,House,Plane,match,0,1,BrownPlane_2,BrownPlane_1,BrownPlane_2,GreenHouse_3
21,21,Black,rjdnv,Plane,Shoe,match,0,1,BlackShoe_3,BlackShoe_2,BlackShoe_3,GreenPlane_1
22,22,Pink,mtpv,Lamp,Square,match,0,1,PinkSquare_3,PinkSquare_2,PinkSquare_1,BrownLamp_2
23,23,Red,xkq,Cup,Star,match,0,1,RedStar_1,RedStar_2,RedStar_3,GreenCup_2
24,24,Black,rjdnv,Plane,Tree,match,0,1,BlackTree_3,BlackTree_3,BlackTree_1,BluePlane_1
