,Modifier,Consonant,ListMod,Head,Match,MisMatchType,ListMatch
0,Blue,qxsw,Boat,Bag,match,0,1
1,Black,rjdnv,Plane,Bell,match,0,1
2,Green,wvcnz,Cross,Boat,match,0,1
3,Green,wvcnz,Cross,Bone,match,0,1
4,Green,wvcnz,Cross,Bow,match,0,1
5,Red,xkq,Cup,Cane,match,0,1
6,Brown,zbxlv,House,Car,match,0,1
7,Red,xkq,Cup,Cross,match,0,1
8,Black,rjdnv,Plane,Cup,match,0,1
9,Red,xkq,Cup,Disc,match,0,1
10,Pink,mtpv,Lamp,Flag,match,0,1
11,Pink,mtpv,Lamp,Fork,match,0,1
12,Blue,qxsw,Boat,Hand,match,0,1
13,Green,wvcnz,Cross,Heart,match,0,1
14,Pink,mtpv,Lamp,House,match,0,1
15,Brown,zbxlv,House,Key,match,0,1
16,Red,xkq,Cup,Lamp,match,0,1
17,Blue,qxsw,Boat,Leaf,match,0,1
18,Blue,qxsw,Boat,Lock,match,0,1
19,Black,rjdnv,Plane,Note,match,0,1
20,Brown,zbxlv,House,Plane,match,0,1
21,Black,rjdnv,Plane,Shoe,match,0,1
22,Red,xkq,Cup,Square,match,0,1
23,Pink,mtpv,Lamp,Star,match,0,1
24,Brown,zbxlv,House,Tree,match,0,1
25,Pink,mtpv,Lamp,Bag,match,0,2
26,Red,xkq,Cup,Bell,match,0,2
27,Red,xkq,Cup,Boat,match,0,2
28,Blue,qxsw,Boat,Bone,match,0,2
29,Pink,mtpv,Lamp,Bow,match,0,2
30,Brown,zbxlv,House,Cane,match,0,2
31,Green,wvcnz,Cross,Car,match,0,2
32,Red,xkq,Cup,Cross,match,0,2
33,Brown,zbxlv,House,Cup,match,0,2
34,Brown,zbxlv,House,Disc,match,0,2
35,Black,rjdnv,Plane,Flag,match,0,2
36,Brown,zbxlv,House,Fork,match,0,2
37,Pink,mtpv,Lamp,Hand,match,0,2
38,Red,xkq,Cup,Heart,match,0,2
39,Green,wvcnz,Cross,House,match,0,2
40,Blue,qxsw,Boat,Key,match,0,2
41,Black,rjdnv,Plane,Lamp,match,0,2
42,Green,wvcnz,Cross,Leaf,match,0,2
43,Black,rjdnv,Plane,Lock,match,0,2
44,Green,wvcnz,Cross,Note,match,0,2
45,Pink,mtpv,Lamp,Plane,match,0,2
46,Blue,qxsw,Boat,Shoe,match,0,2
47,Black,rjdnv,Plane,Square,match,0,2
48,Red,xkq,Cup,Star,match,0,2
49,Blue,qxsw,Boat,Tree,match,0,2
50,Green,wvcnz,Cross,Bag,mismatch,1,0
51,Blue,qxsw,Boat,Bell,mismatch,1,0
52,Brown,zbxlv,House,Boat,mismatch,1,0
53,Pink,mtpv,Lamp,Bone,mismatch,1,0
54,Red,xkq,Cup,Bow,mismatch,1,0
55,Black,rjdnv,Plane,Cane,mismatch,1,0
56,Red,xkq,Cup,Car,mismatch,1,0
57,Blue,qxsw,Boat,Cross,mismatch,1,0
58,Brown,zbxlv,House,Cup,mismatch,1,0
59,Blue,qxsw,Boat,Disc,mismatch,1,0
60,Pink,mtpv,Lamp,Flag,mismatch,1,0
61,Blue,qxsw,Boat,Fork,mismatch,1,0
62,Green,wvcnz,Cross,Hand,mismatch,1,0
63,Pink,mtpv,Lamp,Heart,mismatch,1,0
64,Black,rjdnv,Plane,House,mismatch,1,0
65,Brown,zbxlv,House,Key,mismatch,1,0
66,Red,xkq,Cup,Lamp,mismatch,1,0
67,Black,rjdnv,Plane,Leaf,mismatch,1,0
68,Green,wvcnz,Cross,Lock,mismatch,1,0
69,Red,xkq,Cup,Note,mismatch,1,0
70,Pink,mtpv,Lamp,Plane,mismatch,1,0
71,Black,rjdnv,Plane,Shoe,mismatch,1,0
72,Brown,zbxlv,House,Square,mismatch,1,0
73,Green,wvcnz,Cross,Star,mismatch,1,0
74,Red,xkq,Cup,Tree,mismatch,1,0
75,Red,xkq,Cup,Bag,mismatch,2,0
76,Blue,qxsw,Boat,Bell,mismatch,2,0
77,Pink,mtpv,Lamp,Boat,mismatch,2,0
78,Pink,mtpv,Lamp,Bone,mismatch,2,0
79,Black,rjdnv,Plane,Bow,mismatch,2,0
80,Red,xkq,Cup,Cane,mismatch,2,0
81,Black,rjdnv,Plane,Car,mismatch,2,0
82,Brown,zbxlv,House,Cross,mismatch,2,0
83,Pink,mtpv,Lamp,Cup,mismatch,2,0
84,Red,xkq,Cup,Disc,mismatch,2,0
85,Green,wvcnz,Cross,Flag,mismatch,2,0
86,Pink,mtpv,Lamp,Fork,mismatch,2,0
87,Green,wvcnz,Cross,Hand,mismatch,2,0
88,Green,wvcnz,Cross,Heart,mismatch,2,0
89,Blue,qxsw,Boat,House,mismatch,2,0
90,Red,xkq,Cup,Key,mismatch,2,0
91,Blue,qxsw,Boat,Lamp,mismatch,2,0
92,Brown,zbxlv,House,Leaf,mismatch,2,0
93,Black,rjdnv,Plane,Lock,mismatch,2,0
94,Black,rjdnv,Plane,Note,mismatch,2,0
95,Blue,qxsw,Boat,Plane,mismatch,2,0
96,Green,wvcnz,Cross,Shoe,mismatch,2,0
97,Brown,zbxlv,House,Square,mismatch,2,0
98,Brown,zbxlv,House,Star,mismatch,2,0
99,Red,xkq,Cup,Tree,mismatch,2,0
