,Unnamed: 0,Modifier,Consonant,ListMod,Head,Match,MisMatchType,ListMatch,Image_Comp2,Image_Comp1,Image_List1,Image_List2
0,0,Green,wvcnz,Cross,Bag,match,0,1,GreenBag_3,GreenBag_1,GreenBag_2,PinkCross_2
1,1,Pink,mtpv,Lamp,Bell,match,0,1,PinkBell_1,PinkBell_2,PinkBell_3,GreenLamp_2
2,2,Black,rjdnv,Plane,Boat,match,0,1,BlackBoat_1,BlackBoat_1,BlackBoat_1,PinkPlane_3
3,3,Brown,zbxlv,House,Bone,match,0,1,BrownBone_2,BrownBone_3,BrownBone_3,RedHouse_2
4,4,Black,rjdnv,Plane,Bow,match,0,1,BlackBow_1,BlackBow_3,BlackBow_1,PinkPlane_2
5,5,Green,wvcnz,Cross,Cane,match,0,1,GreenCane_1,GreenCane_1,GreenCane_3,PinkCross_1
6,6,Blue,qxsw,Boat,Car,match,0,1,BlueCar_1,BlueCar_2,BlueCar_1,RedBoat_3
7,7,Black,rjdnv,Plane,Cross,match,0,1,BlackCross_1,BlackCross_1,BlackCross_2,GreenPlane_3
8,8,Brown,zbxlv,House,Cup,match,0,1,BrownCup_2,BrownCup_2,BrownCup_3,BlackHouse_1
9,9,Pink,mtpv,Lamp,Disc,match,0,1,PinkDisc_3,PinkDisc_2,PinkDisc_1,GreenLamp_3
10,10,Pink,mtpv,Lamp,Flag,match,0,1,PinkFlag_3,PinkFlag_1,PinkFlag_1,RedLamp_3
11,11,Brown,zbxlv,House,Fork,match,0,1,BrownFork_1,BrownFork_2,BrownFork_2,PinkHouse_3
12,12,Green,wvcnz,Cross,Hand,match,0,1,GreenHand_3,GreenHand_1,GreenHand_3,BlueCross_2
13,13,Blue,qxsw,Boat,Heart,match,0,1,BlueHeart_1,BlueHeart_3,BlueHeart_1,BrownBoat_2
14,14,Red,xkq,Cup,House,match,0,1,RedHouse_3,RedHouse_1,RedHouse_3,GreenCup_2
15,15,Pink,mtpv,Lamp,Key,match,0,1,PinkKey_1,PinkKey_2,PinkKey_2,BrownLamp_2
16,16,Green,wvcnz,Cross,Lamp,match,0,1,GreenLamp_1,GreenLamp_1,GreenLamp_1,BlackCross_2
17,17,Red,xkq,Cup,Leaf,match,0,1,RedLeaf_3,RedLeaf_3,RedLeaf_3,BrownCup_3
18,18,Red,xkq,Cup,Lock,match,0,1,RedLock_2,RedLock_3,RedLock_2,GreenCup_1
19,19,Green,wvcnz,Cross,Note,match,0,1,GreenNote_1,GreenNote_2,GreenNote_1,BlackCross_3
20,20,Red,xkq,Cup,Plane,match,0,1,RedPlane_2,RedPlane_3,RedPlane_3,BlueCup_2
21,21,Black,rjdnv,Plane,Shoe,match,0,1,BlackShoe_3,BlackShoe_1,BlackShoe_2,PinkPlane_3
22,22,Blue,qxsw,Boat,Square,match,0,1,BlueSquare_3,BlueSquare_1,BlueSquare_1,BlackBoat_3
23,23,Blue,qxsw,Boat,Star,match,0,1,BlueStar_2,BlueStar_3,BlueStar_1,BlackBoat_3
24,24,Brown,zbxlv,House,Tree,match,0,1,BrownTree_1,BrownTree_2,BrownTree_1,PinkHouse_3
25,25,Red,xkq,Cup,Bag,match,0,2,RedBag_1,RedBag_3,RedBag_1,BrownBag_3
26,26,Red,xkq,Cup,Bell,match,0,2,RedBell_1,RedBell_2,RedBell_1,RedBell_3
27,27,Green,wvcnz,Cross,Boat,match,0,2,GreenBoat_1,GreenBoat_1,GreenBoat_3,RedBoat_3
28,28,Red,xkq,Cup,Bone,match,0,2,RedBone_2,RedBone_2,RedBone_3,RedBone_1
29,29,Red,xkq,Cup,Bow,match,0,2,RedBow_1,RedBow_2,RedBow_2,GreenBow_1
30,30,Brown,zbxlv,House,Cane,match,0,2,BrownCane_1,BrownCane_1,BrownCane_3,BlueCane_1
31,31,Brown,zbxlv,House,Car,match,0,2,BrownCar_1,BrownCar_3,BrownCar_1,BlueCar_3
32,32,Pink,mtpv,Lamp,Cross,match,0,2,PinkCross_3,PinkCross_1,PinkCross_1,BlackCross_1
33,33,Blue,qxsw,Boat,Cup,match,0,2,BlueCup_3,BlueCup_2,BlueCup_1,BrownCup_1
34,34,Blue,qxsw,Boat,Disc,match,0,2,BlueDisc_3,BlueDisc_3,BlueDisc_3,BlueDisc_1
35,35,Blue,qxsw,Boat,Flag,match,0,2,BlueFlag_3,BlueFlag_2,BlueFlag_1,PinkFlag_2
36,36,Green,wvcnz,Cross,Fork,match,0,2,GreenFork_3,GreenFork_2,GreenFork_2,BlackFork_2
37,37,Black,rjdnv,Plane,Hand,match,0,2,BlackHand_3,BlackHand_1,BlackHand_3,GreenHand_3
38,38,Pink,mtpv,Lamp,Heart,match,0,2,PinkHeart_1,PinkHeart_3,PinkHeart_3,GreenHeart_1
39,39,Black,rjdnv,Plane,House,match,0,2,BlackHouse_3,BlackHouse_3,BlackHouse_2,PinkHouse_1
40,40,Pink,mtpv,Lamp,Key,match,0,2,PinkKey_1,PinkKey_2,PinkKey_3,BlueKey_2
41,41,Brown,zbxlv,House,Lamp,match,0,2,BrownLamp_3,BrownLamp_2,BrownLamp_2,BrownLamp_3
42,42,Blue,qxsw,Boat,Leaf,match,0,2,BlueLeaf_2,BlueLeaf_2,BlueLeaf_1,GreenLeaf_3
43,43,Black,rjdnv,Plane,Lock,match,0,2,BlackLock_3,BlackLock_2,BlackLock_2,BlackLock_3
44,44,Pink,mtpv,Lamp,Note,match,0,2,PinkNote_3,PinkNote_1,PinkNote_2,GreenNote_3
45,45,Green,wvcnz,Cross,Plane,match,0,2,GreenPlane_3,GreenPlane_2,GreenPlane_3,GreenPlane_1
46,46,Black,rjdnv,Plane,Shoe,match,0,2,BlackShoe_1,BlackShoe_2,BlackShoe_1,RedShoe_1
47,47,Green,wvcnz,Cross,Square,match,0,2,GreenSquare_3,GreenSquare_3,GreenSquare_2,BlueSquare_2
48,48,Brown,zbxlv,House,Star,match,0,2,BrownStar_3,BrownStar_2,BrownStar_3,PinkStar_3
49,49,Green,wvcnz,Cross,Tree,match,0,2,GreenTree_2,GreenTree_3,GreenTree_1,BlackTree_2
50,50,Pink,mtpv,Lamp,Bag,mismatch,1,0,PinkStar_1,PinkDisc_2,PinkBell_2,BlueHand_1
51,51,Black,rjdnv,Plane,Bell,mismatch,1,0,BlackHouse_3,BlackHand_1,BlackBoat_3,PinkHeart_3
52,52,Brown,zbxlv,House,Boat,mismatch,1,0,BrownBone_2,BrownBag_1,BrownTree_3,RedLeaf_1
53,53,Blue,qxsw,Boat,Bone,mismatch,1,0,BlueKey_3,BlueLeaf_3,BlueStar_3,BrownCup_1
54,54,Green,wvcnz,Cross,Bow,mismatch,1,0,GreenTree_2,GreenSquare_2,GreenLeaf_2,PinkStar_3
55,55,Blue,qxsw,Boat,Cane,mismatch,1,0,BlueSquare_3,BlueSquare_2,BlueLeaf_3,PinkHeart_1
56,56,Red,xkq,Cup,Car,mismatch,1,0,RedHand_2,RedHand_3,RedShoe_1,RedPlane_2
57,57,Pink,mtpv,Lamp,Cross,mismatch,1,0,PinkNote_1,PinkNote_2,PinkBell_1,BrownLamp_2
58,58,Green,wvcnz,Cross,Cup,mismatch,1,0,GreenKey_2,GreenBag_2,GreenNote_3,BlueStar_2
59,59,Black,rjdnv,Plane,Disc,mismatch,1,0,BlackLeaf_1,BlackLeaf_2,BlackCross_2,BlackBow_1
60,60,Brown,zbxlv,House,Flag,mismatch,1,0,BrownLamp_2,BrownFork_1,BrownTree_1,GreenLeaf_2
61,61,Brown,zbxlv,House,Fork,mismatch,1,0,BrownLock_1,BrownLamp_3,BrownCar_1,BrownBag_3
62,62,Red,xkq,Cup,Hand,mismatch,1,0,RedLock_2,RedBell_1,RedLamp_2,BrownStar_1
63,63,Green,wvcnz,Cross,Heart,mismatch,1,0,GreenTree_1,GreenLamp_2,GreenPlane_1,BlackDisc_2
64,64,Pink,mtpv,Lamp,House,mismatch,1,0,PinkPlane_3,PinkBell_3,PinkPlane_1,BrownCar_1
65,65,Blue,qxsw,Boat,Key,mismatch,1,0,BlueBone_2,BlueBone_3,BlueLeaf_1,BlackBoat_1
66,66,Red,xkq,Cup,Lamp,mismatch,1,0,RedSquare_3,RedShoe_2,RedShoe_2,PinkFlag_1
67,67,Black,rjdnv,Plane,Leaf,mismatch,1,0,BlackCar_1,BlackShoe_1,BlackHand_3,PinkHouse_2
68,68,Blue,qxsw,Boat,Lock,mismatch,1,0,BlueCup_2,BlueDisc_3,BlueCup_3,BlueHand_2
69,69,Black,rjdnv,Plane,Note,mismatch,1,0,BlackCross_2,BlackLock_1,BlackShoe_3,GreenShoe_3
70,70,Green,wvcnz,Cross,Plane,mismatch,1,0,GreenHand_3,GreenShoe_2,GreenHand_1,BrownFork_2
71,71,Green,wvcnz,Cross,Shoe,mismatch,1,0,GreenBoat_3,GreenNote_1,GreenNote_2,BlueHand_1
72,72,Brown,zbxlv,House,Square,mismatch,1,0,BrownBone_2,BrownCup_3,BrownCar_2,BlackHand_3
73,73,Red,xkq,Cup,Star,mismatch,1,0,RedLamp_2,RedPlane_1,RedShoe_1,BlackShoe_3
74,74,Pink,mtpv,Lamp,Tree,mismatch,1,0,PinkFlag_2,PinkHeart_2,PinkHouse_2,GreenBoat_2
75,75,Brown,zbxlv,House,Bag,mismatch,2,0,GreenBag_1,BrownBone_1,BrownSquare_2,PinkBell_1
76,76,Pink,mtpv,Lamp,Bell,mismatch,2,0,RedBell_3,PinkFlag_3,PinkPlane_1,GreenBow_3
77,77,Red,xkq,Cup,Boat,mismatch,2,0,BrownBoat_3,RedHouse_1,RedPlane_2,RedHand_1
78,78,Red,xkq,Cup,Bone,mismatch,2,0,BrownBone_2,RedHouse_1,RedBag_1,PinkDisc_3
79,79,Green,wvcnz,Cross,Bow,mismatch,2,0,RedBow_2,GreenHand_2,GreenNote_2,BrownCar_3
80,80,Green,wvcnz,Cross,Cane,mismatch,2,0,BlueCane_3,GreenHand_3,GreenFork_1,PinkFlag_2
81,81,Black,rjdnv,Plane,Car,mismatch,2,0,RedCar_3,BlackHouse_3,BlackBell_1,BlackBell_1
82,82,Blue,qxsw,Boat,Cross,mismatch,2,0,BlackCross_3,BlueHand_3,BlueSquare_1,BlackBell_3
83,83,Brown,zbxlv,House,Cup,mismatch,2,0,GreenCup_3,BrownBone_2,BrownDisc_2,BrownLamp_2
84,84,Brown,zbxlv,House,Disc,mismatch,2,0,PinkDisc_3,BrownFlag_1,BrownLock_3,BlackBell_3
85,85,Blue,qxsw,Boat,Flag,mismatch,2,0,BrownFlag_1,BlueCross_3,BlueStar_1,GreenTree_2
86,86,Black,rjdnv,Plane,Fork,mismatch,2,0,GreenFork_1,BlackCross_1,BlackNote_1,BrownTree_1
87,87,Blue,qxsw,Boat,Hand,mismatch,2,0,GreenHand_1,BlueFlag_2,BlueSquare_3,PinkHeart_1
88,88,Blue,qxsw,Boat,Heart,mismatch,2,0,PinkHeart_1,BlueCross_3,BlueSquare_3,GreenBoat_3
89,89,Black,rjdnv,Plane,House,mismatch,2,0,PinkHouse_1,BlackFork_3,BlackNote_1,RedShoe_1
90,90,Green,wvcnz,Cross,Key,mismatch,2,0,BlueKey_3,GreenBoat_2,GreenBag_3,BlackBow_2
91,91,Green,wvcnz,Cross,Lamp,mismatch,2,0,RedLamp_2,GreenShoe_3,GreenShoe_2,GreenNote_3
92,92,Green,wvcnz,Cross,Leaf,mismatch,2,0,BlackLeaf_1,GreenPlane_1,GreenKey_3,BlueFlag_1
93,93,Brown,zbxlv,House,Lock,mismatch,2,0,BlackLock_1,BrownFlag_2,BrownCup_2,PinkBell_3
94,94,Pink,mtpv,Lamp,Note,mismatch,2,0,BlackNote_1,PinkCross_1,PinkBell_3,PinkKey_2
95,95,Pink,mtpv,Lamp,Plane,mismatch,2,0,GreenPlane_1,PinkDisc_2,PinkKey_3,RedLeaf_2
96,96,Red,xkq,Cup,Shoe,mismatch,2,0,BlackShoe_2,RedBag_1,RedStar_3,GreenLamp_1
97,97,Red,xkq,Cup,Square,mismatch,2,0,GreenSquare_2,RedBag_2,RedLeaf_2,BrownBag_1
98,98,Pink,mtpv,Lamp,Star,mismatch,2,0,RedStar_3,PinkPlane_1,PinkBell_2,BlackLeaf_2
99,99,Black,rjdnv,Plane,Tree,mismatch,2,0,GreenTree_1,BlackNote_1,BlackCar_1,PinkCross_1
