,Unnamed: 0,Modifier,Consonant,ListMod,Head,Match,MisMatchType,ListMatch,Image_Comp2,Image_Comp1,Image_List1,Image_List2
0,0,Green,wvcnz,Cross,Bag,match,0,1,GreenBag_2,GreenBag_1,GreenBag_3,BrownCross_3
1,1,Black,rjdnv,Plane,Bell,match,0,1,BlackBell_1,BlackBell_2,BlackBell_1,RedPlane_3
2,2,Green,wvcnz,Cross,Boat,match,0,1,GreenBoat_1,GreenBoat_2,GreenBoat_2,BrownCross_2
3,3,Red,xkq,Cup,Bone,match,0,1,RedBone_3,RedBone_2,RedBone_2,BlueCup_3
4,4,Black,rjdnv,Plane,Bow,match,0,1,BlackBow_2,BlackBow_1,BlackBow_3,GreenPlane_3
5,5,Pink,mtpv,Lamp,Cane,match,0,1,PinkCane_2,PinkCane_2,PinkCane_2,BrownLamp_3
6,6,Black,rjdnv,Plane,Car,match,0,1,BlackCar_3,BlackCar_3,BlackCar_1,GreenPlane_2
7,7,Blue,qxsw,Boat,Cross,match,0,1,BlueCross_3,BlueCross_3,BlueCross_3,GreenBoat_1
8,8,Blue,qxsw,Boat,Cup,match,0,1,BlueCup_1,BlueCup_3,BlueCup_1,PinkBoat_2
9,9,Green,wvcnz,Cross,Disc,match,0,1,GreenDisc_1,GreenDisc_1,GreenDisc_3,BlueCross_3
10,10,Red,xkq,Cup,Flag,match,0,1,RedFlag_2,RedFlag_3,RedFlag_1,PinkCup_3
11,11,Black,rjdnv,Plane,Fork,match,0,1,BlackFork_1,BlackFork_3,BlackFork_2,GreenPlane_3
12,12,Green,wvcnz,Cross,Hand,match,0,1,GreenHand_1,GreenHand_2,GreenHand_3,BlueCross_2
13,13,Blue,qxsw,Boat,Heart,match,0,1,BlueHeart_2,BlueHeart_2,BlueHeart_3,PinkBoat_2
14,14,Blue,qxsw,Boat,House,match,0,1,BlueHouse_3,BlueHouse_2,BlueHouse_1,GreenBoat_3
15,15,Pink,mtpv,Lamp,Key,match,0,1,PinkKey_2,PinkKey_2,PinkKey_1,BrownLamp_2
16,16,Brown,zbxlv,House,Lamp,match,0,1,BrownLamp_1,BrownLamp_1,BrownLamp_3,RedHouse_2
