,Unnamed: 0,Modifier,Consonant,ListMod,Head,Match,MisMatchType,ListMatch,Image_Comp2,Image_Comp1,Image_List1,Image_List2
0,0,Brown,zbxlv,House,Bag,match,0,1,BrownBag_3,BrownBag_1,BrownBag_2,RedHouse_3
1,1,Green,wvcnz,Cross,Bell,match,0,1,GreenBell_3,GreenBell_1,GreenBell_1,BlueCross_1
2,2,Black,rjdnv,Plane,Boat,match,0,1,BlackBoat_1,BlackBoat_2,BlackBoat_1,BrownPlane_2
3,3,Blue,qxsw,Boat,Bone,match,0,1,BlueBone_3,BlueBone_2,BlueBone_2,PinkBoat_3
4,4,Pink,mtpv,Lamp,Bow,match,0,1,PinkBow_3,PinkBow_3,PinkBow_2,GreenLamp_3
5,5,Black,rjdnv,Plane,Cane,match,0,1,BlackCane_2,BlackCane_2,BlackCane_2,BrownPlane_2
6,6,Blue,qxsw,Boat,Car,match,0,1,BlueCar_1,BlueCar_3,BlueCar_1,BlackBoat_2
7,7,Pink,mtpv,Lamp,Cross,match,0,1,PinkCross_3,PinkCross_3,PinkCross_3,BlueLamp_1
8,8,Blue,qxsw,Boat,Cup,match,0,1,BlueCup_1,BlueCup_2,BlueCup_1,RedBoat_3
9,9,Red,xkq,Cup,Disc,match,0,1,RedDisc_3,RedDisc_1,RedDisc_2,BrownCup_3
10,10,Brown,zbxlv,House,Flag,match,0,1,BrownFlag_3,BrownFlag_3,BrownFlag_1,RedHouse_3
11,11,Red,xkq,Cup,Fork,match,0,1,RedFork_3,RedFork_1,RedFork_3,BrownCup_1
12,12,Blue,qxsw,Boat,Hand,match,0,1,BlueHand_1,BlueHand_3,BlueHand_3,BlackBoat_2
13,13,Red,xkq,Cup,Heart,match,0,1,RedHeart_1,RedHeart_1,RedHeart_2,BrownCup_2
14,14,Red,xkq,Cup,House,match,0,1,RedHouse_1,RedHouse_2,RedHouse_2,BlueCup_1
15,15,Red,xkq,Cup,Key,match,0,1,RedKey_1,RedKey_2,RedKey_1,BrownCup_3
16,16,Black,rjdnv,Plane,Lamp,match,0,1,BlackLamp_2,BlackLamp_3,BlackLamp_1,RedPlane_1
17,17,Pink,mtpv,Lamp,Leaf,match,0,1,PinkLeaf_2,PinkLeaf_3,PinkLeaf_3,GreenLamp_1
18,18,Pink,mtpv,Lamp,Lock,match,0,1,PinkLock_3,PinkLock_3,PinkLock_2,BlueLamp_3
19,19,Green,wvcnz,Cross,Note,match,0,1,GreenNote_1,GreenNote_2,GreenNote_2,PinkCross_1
20,20,Green,wvcnz,Cross,Plane,match,0,1,GreenPlane_1,GreenPlane_3,GreenPlane_2,BlueCross_3
21,21,Green,wvcnz,Cross,Shoe,match,0,1,GreenShoe_2,GreenShoe_2,GreenShoe_3,RedCross_1
22,22,Brown,zbxlv,House,Square,match,0,1,BrownSquare_3,BrownSquare_2,BrownSquare_1,PinkHouse_2
23,23,Brown,zbxlv,House,Star,match,0,1,BrownStar_3,BrownStar_3,BrownStar_2,PinkHouse_1
24,24,Black,rjdnv,Plane,Tree,match,0,1,BlackTree_2,BlackTree_1,BlackTree_1,GreenPlane_2
25,25,Red,xkq,Cup,Bag,match,0,2,RedBag_1,RedBag_2,RedBag_1,BlueBag_2
26,26,Pink,mtpv,Lamp,Bell,match,0,2,PinkBell_2,PinkBell_1,PinkBell_1,BrownBell_3
27,27,Red,xkq,Cup,Boat,match,0,2,RedBoat_3,RedBoat_2,RedBoat_3,PinkBoat_2
28,28,Brown,zbxlv,House,Bone,match,0,2,BrownBone_2,BrownBone_1,BrownBone_1,RedBone_3
29,29,Blue,qxsw,Boat,Bow,match,0,2,BlueBow_2,BlueBow_2,BlueBow_3,PinkBow_1
30,30,Pink,mtpv,Lamp,Cane,match,0,2,PinkCane_3,PinkCane_1,PinkCane_3,BrownCane_3
31,31,Brown,zbxlv,House,Car,match,0,2,BrownCar_1,BrownCar_1,BrownCar_3,BlackCar_2
32,32,Blue,qxsw,Boat,Cross,match,0,2,BlueCross_2,BlueCross_2,BlueCross_1,BlueCross_2
33,33,Brown,zbxlv,House,Cup,match,0,2,BrownCup_1,BrownCup_2,BrownCup_3,BlueCup_2
34,34,Green,wvcnz,Cross,Disc,match,0,2,GreenDisc_1,GreenDisc_2,GreenDisc_1,BlackDisc_3
35,35,Green,wvcnz,Cross,Flag,match,0,2,GreenFlag_1,GreenFlag_2,GreenFlag_2,BrownFlag_2
36,36,Black,rjdnv,Plane,Fork,match,0,2,BlackFork_2,BlackFork_2,BlackFork_2,BlackFork_2
37,37,Pink,mtpv,Lamp,Hand,match,0,2,PinkHand_2,PinkHand_3,PinkHand_2,RedHand_1
38,38,Blue,qxsw,Boat,Heart,match,0,2,BlueHeart_1,BlueHeart_3,BlueHeart_2,RedHeart_3
39,39,Red,xkq,Cup,House,match,0,2,RedHouse_3,RedHouse_2,RedHouse_1,RedHouse_1
40,40,Blue,qxsw,Boat,Key,match,0,2,BlueKey_3,BlueKey_1,BlueKey_3,RedKey_1
41,41,Black,rjdnv,Plane,Lamp,match,0,2,BlackLamp_2,BlackLamp_1,BlackLamp_1,GreenLamp_3
42,42,Pink,mtpv,Lamp,Leaf,match,0,2,PinkLeaf_1,PinkLeaf_3,PinkLeaf_2,GreenLeaf_1
43,43,Green,wvcnz,Cross,Lock,match,0,2,GreenLock_2,GreenLock_1,GreenLock_2,BlueLock_3
44,44,Red,xkq,Cup,Note,match,0,2,RedNote_3,RedNote_2,RedNote_3,BlueNote_3
45,45,Green,wvcnz,Cross,Plane,match,0,2,GreenPlane_2,GreenPlane_3,GreenPlane_2,RedPlane_1
46,46,Brown,zbxlv,House,Shoe,match,0,2,BrownShoe_3,BrownShoe_2,BrownShoe_1,GreenShoe_2
47,47,Black,rjdnv,Plane,Square,match,0,2,BlackSquare_1,BlackSquare_3,BlackSquare_3,GreenSquare_3
48,48,Black,rjdnv,Plane,Star,match,0,2,BlackStar_3,BlackStar_1,BlackStar_2,RedStar_2
49,49,Red,xkq,Cup,Tree,match,0,2,RedTree_2,RedTree_2,RedTree_3,BlueTree_3
50,50,Blue,qxsw,Boat,Bag,mismatch,1,0,BlueKey_3,BlueNote_2,BlueCup_1,BrownFork_3
51,51,Pink,mtpv,Lamp,Bell,mismatch,1,0,PinkLock_3,PinkHand_2,PinkBoat_1,PinkLeaf_2
52,52,Pink,mtpv,Lamp,Boat,mismatch,1,0,PinkHeart_3,PinkDisc_1,PinkShoe_3,RedLock_2
53,53,Red,xkq,Cup,Bone,mismatch,1,0,RedKey_1,RedFork_3,RedPlane_3,BlackStar_2
54,54,Brown,zbxlv,House,Bow,mismatch,1,0,BrownShoe_3,BrownStar_1,BrownBell_3,PinkHeart_1
55,55,Black,rjdnv,Plane,Cane,mismatch,1,0,BlackFork_2,BlackFlag_3,BlackBoat_3,GreenShoe_2
56,56,Red,xkq,Cup,Car,mismatch,1,0,RedShoe_2,RedHand_2,RedBone_3,BrownCup_3
57,57,Brown,zbxlv,House,Cross,mismatch,1,0,BrownCup_3,BrownKey_1,BrownShoe_3,BrownBow_2
58,58,Brown,zbxlv,House,Cup,mismatch,1,0,BrownCross_2,BrownCross_1,BrownPlane_3,BrownCross_3
59,59,Pink,mtpv,Lamp,Disc,mismatch,1,0,PinkBoat_2,PinkCane_1,PinkBoat_2,RedTree_3
60,60,Green,wvcnz,Cross,Flag,mismatch,1,0,GreenLamp_2,GreenLamp_3,GreenNote_3,PinkShoe_2
61,61,Green,wvcnz,Cross,Fork,mismatch,1,0,GreenSquare_2,GreenCup_2,GreenTree_3,RedBoat_1
62,62,Black,rjdnv,Plane,Hand,mismatch,1,0,BlackDisc_3,BlackLeaf_1,BlackNote_2,PinkLock_3
63,63,Pink,mtpv,Lamp,Heart,mismatch,1,0,PinkBow_2,PinkHand_2,PinkBell_3,BlueBone_2
64,64,Blue,qxsw,Boat,House,mismatch,1,0,BlueCross_3,BlueLamp_3,BlueLock_3,BlueBone_3
65,65,Brown,zbxlv,House,Key,mismatch,1,0,BrownCane_1,BrownCane_2,BrownSquare_3,PinkBow_3
66,66,Green,wvcnz,Cross,Lamp,mismatch,1,0,GreenDisc_1,GreenPlane_1,GreenStar_2,BrownCross_1
67,67,Black,rjdnv,Plane,Leaf,mismatch,1,0,BlackSquare_1,BlackDisc_2,BlackCane_1,RedKey_3
68,68,Blue,qxsw,Boat,Lock,mismatch,1,0,BlueLamp_3,BlueHouse_3,BlueNote_3,RedFork_2
69,69,Black,rjdnv,Plane,Note,mismatch,1,0,BlackLamp_3,BlackStar_3,BlackHand_1,RedFork_1
70,70,Red,xkq,Cup,Plane,mismatch,1,0,RedTree_2,RedDisc_3,RedStar_3,GreenFork_1
71,71,Red,xkq,Cup,Shoe,mismatch,1,0,RedTree_2,RedHouse_3,RedStar_2,PinkCross_3
72,72,Green,wvcnz,Cross,Square,mismatch,1,0,GreenLamp_2,GreenNote_1,GreenPlane_2,RedHand_2
73,73,Red,xkq,Cup,Star,mismatch,1,0,RedBag_2,RedFork_1,RedBag_1,PinkCane_3
74,74,Blue,qxsw,Boat,Tree,mismatch,1,0,BlueNote_1,BlueHeart_3,BlueBag_3,RedHand_3
75,75,Blue,qxsw,Boat,Bag,mismatch,2,0,RedBag_3,BlueNote_1,BlueCar_3,PinkHouse_1
76,76,Brown,zbxlv,House,Bell,mismatch,2,0,GreenBell_1,BrownFork_3,BrownShoe_1,BlueBow_1
77,77,Pink,mtpv,Lamp,Boat,mismatch,2,0,RedBoat_1,PinkLock_3,PinkDisc_3,BrownPlane_1
78,78,Blue,qxsw,Boat,Bone,mismatch,2,0,RedBone_2,BlueLock_1,BlueHouse_3,GreenBell_3
79,79,Red,xkq,Cup,Bow,mismatch,2,0,BrownBow_3,RedBoat_1,RedStar_3,BlueHeart_1
80,80,Brown,zbxlv,House,Cane,mismatch,2,0,PinkCane_2,BrownCup_1,BrownStar_1,BrownBone_1
81,81,Black,rjdnv,Plane,Car,mismatch,2,0,BlueCar_2,BlackFlag_2,BlackCane_3,BrownShoe_2
82,82,Red,xkq,Cup,Cross,mismatch,2,0,BrownCross_3,RedCar_2,RedLock_2,BlueHouse_1
83,83,Green,wvcnz,Cross,Cup,mismatch,2,0,BrownCup_2,GreenFlag_1,GreenStar_3,PinkHand_2
84,84,Black,rjdnv,Plane,Disc,mismatch,2,0,GreenDisc_3,BlackFork_1,BlackBoat_3,GreenLamp_3
85,85,Black,rjdnv,Plane,Flag,mismatch,2,0,GreenFlag_2,BlackNote_1,BlackLeaf_1,BlackDisc_1
86,86,Brown,zbxlv,House,Fork,mismatch,2,0,GreenFork_1,BrownBow_2,BrownKey_2,GreenDisc_3
87,87,Red,xkq,Cup,Hand,mismatch,2,0,PinkHand_1,RedStar_1,RedBoat_3,GreenCup_2
88,88,Pink,mtpv,Lamp,Heart,mismatch,2,0,RedHeart_2,PinkLock_2,PinkHouse_3,PinkLock_2
