,Unnamed: 0,Modifier,Consonant,ListMod,Head,Match,MisMatchType,ListMatch,Image_Comp2,Image_Comp1,Image_List1,Image_List2
0,0,Blue,qxsw,Boat,Bag,match,0,1,BlueBag_2,BlueBag_3,BlueBag_3,BlackBoat_3
1,1,Brown,zbxlv,House,Bell,match,0,1,BrownBell_2,BrownBell_2,BrownBell_3,BlueHouse_1
2,2,Brown,zbxlv,House,Boat,match,0,1,BrownBoat_2,BrownBoat_1,BrownBoat_3,PinkHouse_2
3,3,Green,wvcnz,Cross,Bone,match,0,1,GreenBone_3,GreenBone_1,GreenBone_1,PinkCross_1
4,4,Blue,qxsw,Boat,Bow,match,0,1,BlueBow_2,BlueBow_1,BlueBow_1,GreenBoat_2
5,5,Red,xkq,Cup,Cane,match,0,1,RedCane_3,RedCane_2,RedCane_3,BlackCup_1
6,6,Black,rjdnv,Plane,Car,match,0,1,BlackCar_2,BlackCar_3,BlackCar_3,PinkPlane_1
7,7,Brown,zbxlv,House,Cross,match,0,1,BrownCross_3,BrownCross_3,BrownCross_1,GreenHouse_2
8,8,Brown,zbxlv,House,Cup,match,0,1,BrownCup_2,BrownCup_3,BrownCup_1,PinkHouse_1
9,9,Pink,mtpv,Lamp,Disc,match,0,1,PinkDisc_2,PinkDisc_2,PinkDisc_2,RedLamp_2
10,10,Black,rjdnv,Plane,Flag,match,0,1,BlackFlag_3,BlackFlag_2,BlackFlag_2,RedPlane_1
11,11,Blue,qxsw,Boat,Fork,match,0,1,BlueFork_2,BlueFork_2,BlueFork_3,BrownBoat_3
12,12,Green,wvcnz,Cross,Hand,match,0,1,GreenHand_1,GreenHand_2,GreenHand_1,BrownCross_2
13,13,Green,wvcnz,Cross,Heart,match,0,1,GreenHeart_1,GreenHeart_2,GreenHeart_3,BlackCross_2
14,14,Green,wvcnz,Cross,House,match,0,1,GreenHouse_2,GreenHouse_1,GreenHouse_1,PinkCross_1
15,15,Blue,qxsw,Boat,Key,match,0,1,BlueKey_3,BlueKey_3,BlueKey_1,GreenBoat_3
16,16,Red,xkq,Cup,Lamp,match,0,1,RedLamp_1,RedLamp_2,RedLamp_1,BrownCup_2
17,17,Red,xkq,Cup,Leaf,match,0,1,RedLeaf_3,RedLeaf_2,RedLeaf_2,BlackCup_2
18,18,Pink,mtpv,Lamp,Lock,match,0,1,PinkLock_3,PinkLock_2,PinkLock_2,RedLamp_2
19,19,Pink,mtpv,Lamp,Note,match,0,1,PinkNote_3,PinkNote_1,PinkNote_1,BlueLamp_2
20,20,Red,xkq,Cup,Plane,match,0,1,RedPlane_3,RedPlane_1,RedPlane_3,BrownCup_3
21,21,Black,rjdnv,Plane,Shoe,match,0,1,BlackShoe_1,BlackShoe_3,BlackShoe_2,RedPlane_2
22,22,Black,rjdnv,Plane,Square,match,0,1,BlackSquare_3,BlackSquare_1,BlackSquare_2,PinkPlane_3
23,23,Green,wvcnz,Cross,Star,match,0,1,GreenStar_1,GreenStar_2,GreenStar_1,PinkCross_3
24,24,Pink,mtpv,Lamp,Tree,match,0,1,PinkTree_2,PinkTree_3,PinkTree_3,BlueLamp_1
25,25,Brown,zbxlv,House,Bag,match,0,2,BrownBag_2,BrownBag_3,BrownBag_3,BrownBag_1
26,26,Brown,zbxlv,House,Bell,match,0,2,BrownBell_2,BrownBell_3,BrownBell_3,RedBell_1
27,27,Green,wvcnz,Cross,Boat,match,0,2,GreenBoat_1,GreenBoat_3,GreenBoat_1,GreenBoat_3
28,28,Black,rjdnv,Plane,Bone,match,0,2,BlackBone_3,BlackBone_2,BlackBone_1,BrownBone_3
29,29,Blue,qxsw,Boat,Bow,match,0,2,BlueBow_1,BlueBow_3,BlueBow_2,GreenBow_3
30,30,Black,rjdnv,Plane,Cane,match,0,2,BlackCane_2,BlackCane_1,BlackCane_3,RedCane_3
31,31,Green,wvcnz,Cross,Car,match,0,2,GreenCar_2,GreenCar_1,GreenCar_2,BlackCar_3
32,32,Black,rjdnv,Plane,Cross,match,0,2,BlackCross_3,BlackCross_2,BlackCross_2,PinkCross_3
33,33,Pink,mtpv,Lamp,Cup,match,0,2,PinkCup_3,PinkCup_2,PinkCup_3,PinkCup_2
