,Modifier,Consonant,ListMod,Head,Match,MisMatchType,ListMatch
0,Green,wvcnz,Cross,Bag,match,0,1
1,Brown,zbxlv,House,Bell,match,0,1
2,Black,rjdnv,Plane,Boat,match,0,1
3,Blue,qxsw,Boat,Bone,match,0,1
4,Pink,mtpv,Lamp,Bow,match,0,1
5,Blue,qxsw,Boat,Cane,match,0,1
6,Red,xkq,Cup,Car,match,0,1
7,Black,rjdnv,Plane,Cross,match,0,1
8,Pink,mtpv,Lamp,Cup,match,0,1
9,Pink,mtpv,Lamp,Disc,match,0,1
10,Pink,mtpv,Lamp,Flag,match,0,1
11,Red,xkq,Cup,Fork,match,0,1
12,Black,rjdnv,Plane,Hand,match,0,1
13,Green,wvcnz,Cross,Heart,match,0,1
14,Blue,qxsw,Boat,House,match,0,1
15,Black,rjdnv,Plane,Key,match,0,1
16,Red,xkq,Cup,Lamp,match,0,1
17,Green,wvcnz,Cross,Leaf,match,0,1
18,Brown,zbxlv,House,Lock,match,0,1
19,Brown,zbxlv,House,Note,match,0,1
20,Blue,qxsw,Boat,Plane,match,0,1
21,Red,xkq,Cup,Shoe,match,0,1
22,Brown,zbxlv,House,Square,match,0,1
23,Red,xkq,Cup,Star,match,0,1
24,Green,wvcnz,Cross,Tree,match,0,1
25,Pink,mtpv,Lamp,Bag,match,0,2
26,Pink,mtpv,Lamp,Bell,match,0,2
27,Brown,zbxlv,House,Boat,match,0,2
28,Red,xkq,Cup,Bone,match,0,2
29,Red,xkq,Cup,Bow,match,0,2
30,Red,xkq,Cup,Cane,match,0,2
31,Blue,qxsw,Boat,Car,match,0,2
32,Black,rjdnv,Plane,Cross,match,0,2
33,Brown,zbxlv,House,Cup,match,0,2
34,Pink,mtpv,Lamp,Disc,match,0,2
35,Blue,qxsw,Boat,Flag,match,0,2
36,Brown,zbxlv,House,Fork,match,0,2
37,Red,xkq,Cup,Hand,match,0,2
38,Brown,zbxlv,House,Heart,match,0,2
39,Red,xkq,Cup,House,match,0,2
40,Blue,qxsw,Boat,Key,match,0,2
41,Black,rjdnv,Plane,Lamp,match,0,2
42,Blue,qxsw,Boat,Leaf,match,0,2
43,Green,wvcnz,Cross,Lock,match,0,2
44,Green,wvcnz,Cross,Note,match,0,2
45,Green,wvcnz,Cross,Plane,match,0,2
46,Green,wvcnz,Cross,Shoe,match,0,2
47,Pink,mtpv,Lamp,Square,match,0,2
48,Black,rjdnv,Plane,Star,match,0,2
49,Black,rjdnv,Plane,Tree,match,0,2
50,Pink,mtpv,Lamp,Bag,mismatch,1,0
51,Green,wvcnz,Cross,Bell,mismatch,1,0
52,Black,rjdnv,Plane,Boat,mismatch,1,0
53,Pink,mtpv,Lamp,Bone,mismatch,1,0
54,Brown,zbxlv,House,Bow,mismatch,1,0
55,Brown,zbxlv,House,Cane,mismatch,1,0
56,Black,rjdnv,Plane,Car,mismatch,1,0
57,Brown,zbxlv,House,Cross,mismatch,1,0
58,Black,rjdnv,Plane,Cup,mismatch,1,0
59,Blue,qxsw,Boat,Disc,mismatch,1,0
60,Green,wvcnz,Cross,Flag,mismatch,1,0
61,Blue,qxsw,Boat,Fork,mismatch,1,0
62,Brown,zbxlv,House,Hand,mismatch,1,0
63,Red,xkq,Cup,Heart,mismatch,1,0
64,Red,xkq,Cup,House,mismatch,1,0
65,Green,wvcnz,Cross,Key,mismatch,1,0
66,Blue,qxsw,Boat,Lamp,mismatch,1,0
67,Black,rjdnv,Plane,Leaf,mismatch,1,0
68,Red,xkq,Cup,Lock,mismatch,1,0
69,Red,xkq,Cup,Note,mismatch,1,0
70,Green,wvcnz,Cross,Plane,mismatch,1,0
71,Blue,qxsw,Boat,Shoe,mismatch,1,0
72,Pink,mtpv,Lamp,Square,mismatch,1,0
73,Pink,mtpv,Lamp,Star,mismatch,1,0
74,Red,xkq,Cup,Tree,mismatch,1,0
75,Red,xkq,Cup,Bag,mismatch,2,0
76,Pink,mtpv,Lamp,Bell,mismatch,2,0
77,Red,xkq,Cup,Boat,mismatch,2,0
78,Red,xkq,Cup,Bone,mismatch,2,0
79,Blue,qxsw,Boat,Bow,mismatch,2,0
80,Blue,qxsw,Boat,Cane,mismatch,2,0
81,Green,wvcnz,Cross,Car,mismatch,2,0
82,Red,xkq,Cup,Cross,mismatch,2,0
83,Pink,mtpv,Lamp,Cup,mismatch,2,0
84,Green,wvcnz,Cross,Disc,mismatch,2,0
85,Pink,mtpv,Lamp,Flag,mismatch,2,0
86,Black,rjdnv,Plane,Fork,mismatch,2,0
87,Green,wvcnz,Cross,Hand,mismatch,2,0
88,Black,rjdnv,Plane,Heart,mismatch,2,0
89,Pink,mtpv,Lamp,House,mismatch,2,0
90,Blue,qxsw,Boat,Key,mismatch,2,0
91,Black,rjdnv,Plane,Lamp,mismatch,2,0
92,Brown,zbxlv,House,Leaf,mismatch,2,0
93,Green,wvcnz,Cross,Lock,mismatch,2,0
94,Red,xkq,Cup,Note,mismatch,2,0
95,Brown,zbxlv,House,Plane,mismatch,2,0
96,Black,rjdnv,Plane,Shoe,mismatch,2,0
97,Blue,qxsw,Boat,Square,mismatch,2,0
98,Brown,zbxlv,House,Star,mismatch,2,0
99,Brown,zbxlv,House,Tree,mismatch,2,0
