,Modifier,Consonant,ListMod,Head,Match,MisMatchType,ListMatch
0,Red,xkq,Cup,Bag,match,0,1
1,Pink,mtpv,Lamp,Bell,match,0,1
2,Green,wvcnz,Cross,Boat,match,0,1
3,Brown,zbxlv,House,Bone,match,0,1
4,Blue,qxsw,Boat,Bow,match,0,1
5,Brown,zbxlv,House,Cane,match,0,1
6,Pink,mtpv,Lamp,Car,match,0,1
7,Black,rjdnv,Plane,Cross,match,0,1
8,Green,wvcnz,Cross,Cup,match,0,1
9,Black,rjdnv,Plane,Disc,match,0,1
10,Red,xkq,Cup,Flag,match,0,1
11,Brown,zbxlv,House,Fork,match,0,1
12,Green,wvcnz,Cross,Hand,match,0,1
13,Black,rjdnv,Plane,Heart,match,0,1
14,Blue,qxsw,Boat,House,match,0,1
15,Black,rjdnv,Plane,Key,match,0,1
16,Blue,qxsw,Boat,Lamp,match,0,1
17,Brown,zbxlv,House,Leaf,match,0,1
18,Red,xkq,Cup,Lock,match,0,1
19,Blue,qxsw,Boat,Note,match,0,1
20,Red,xkq,Cup,Plane,match,0,1
21,Green,wvcnz,Cross,Shoe,match,0,1
22,Pink,mtpv,Lamp,Square,match,0,1
23,Pink,mtpv,Lamp,Star,match,0,1
24,Brown,zbxlv,House,Tree,match,0,1
25,Green,wvcnz,Cross,Bag,match,0,2
26,Red,xkq,Cup,Bell,match,0,2
27,Black,rjdnv,Plane,Boat,match,0,2
28,Blue,qxsw,Boat,Bone,match,0,2
29,Pink,mtpv,Lamp,Bow,match,0,2
30,Blue,qxsw,Boat,Cane,match,0,2
31,Brown,zbxlv,House,Car,match,0,2
32,Pink,mtpv,Lamp,Cross,match,0,2
33,Blue,qxsw,Boat,Cup,match,0,2
34,Brown,zbxlv,House,Disc,match,0,2
35,Brown,zbxlv,House,Flag,match,0,2
36,Brown,zbxlv,House,Fork,match,0,2
37,Pink,mtpv,Lamp,Hand,match,0,2
38,Blue,qxsw,Boat,Heart,match,0,2
39,Green,wvcnz,Cross,House,match,0,2
40,Green,wvcnz,Cross,Key,match,0,2
41,Black,rjdnv,Plane,Lamp,match,0,2
42,Black,rjdnv,Plane,Leaf,match,0,2
43,Black,rjdnv,Plane,Lock,match,0,2
44,Red,xkq,Cup,Note,match,0,2
45,Red,xkq,Cup,Plane,match,0,2
46,Red,xkq,Cup,Shoe,match,0,2
47,Pink,mtpv,Lamp,Square,match,0,2
48,Brown,zbxlv,House,Star,match,0,2
49,Green,wvcnz,Cross,Tree,match,0,2
50,Brown,zbxlv,House,Bag,mismatch,1,0
51,Black,rjdnv,Plane,Bell,mismatch,1,0
52,Black,rjdnv,Plane,Boat,mismatch,1,0
53,Brown,zbxlv,House,Bone,mismatch,1,0
54,Blue,qxsw,Boat,Bow,mismatch,1,0
55,Pink,mtpv,Lamp,Cane,mismatch,1,0
56,Blue,qxsw,Boat,Car,mismatch,1,0
57,Brown,zbxlv,House,Cross,mismatch,1,0
58,Black,rjdnv,Plane,Cup,mismatch,1,0
59,Red,xkq,Cup,Disc,mismatch,1,0
60,Green,wvcnz,Cross,Flag,mismatch,1,0
61,Green,wvcnz,Cross,Fork,mismatch,1,0
62,Pink,mtpv,Lamp,Hand,mismatch,1,0
63,Green,wvcnz,Cross,Heart,mismatch,1,0
64,Red,xkq,Cup,House,mismatch,1,0
65,Blue,qxsw,Boat,Key,mismatch,1,0
66,Green,wvcnz,Cross,Lamp,mismatch,1,0
67,Red,xkq,Cup,Leaf,mismatch,1,0
68,Pink,mtpv,Lamp,Lock,mismatch,1,0
69,Blue,qxsw,Boat,Note,mismatch,1,0
70,Pink,mtpv,Lamp,Plane,mismatch,1,0
71,Red,xkq,Cup,Shoe,mismatch,1,0
72,Brown,zbxlv,House,Square,mismatch,1,0
73,Black,rjdnv,Plane,Star,mismatch,1,0
74,Brown,zbxlv,House,Tree,mismatch,1,0
75,Pink,mtpv,Lamp,Bag,mismatch,2,0
76,Brown,zbxlv,House,Bell,mismatch,2,0
77,Red,xkq,Cup,Boat,mismatch,2,0
78,Green,wvcnz,Cross,Bone,mismatch,2,0
79,Green,wvcnz,Cross,Bow,mismatch,2,0
80,Pink,mtpv,Lamp,Cane,mismatch,2,0
81,Brown,zbxlv,House,Car,mismatch,2,0
82,Red,xkq,Cup,Cross,mismatch,2,0
83,Pink,mtpv,Lamp,Cup,mismatch,2,0
84,Red,xkq,Cup,Disc,mismatch,2,0
85,Blue,qxsw,Boat,Flag,mismatch,2,0
86,Blue,qxsw,Boat,Fork,mismatch,2,0
87,Red,xkq,Cup,Hand,mismatch,2,0
88,Black,rjdnv,Plane,Heart,mismatch,2,0
89,Green,wvcnz,Cross,House,mismatch,2,0
90,Pink,mtpv,Lamp,Key,mismatch,2,0
91,Black,rjdnv,Plane,Lamp,mismatch,2,0
92,Blue,qxsw,Boat,Leaf,mismatch,2,0
93,Black,rjdnv,Plane,Lock,mismatch,2,0
94,Brown,zbxlv,House,Note,mismatch,2,0
95,Green,wvcnz,Cross,Plane,mismatch,2,0
96,Brown,zbxlv,House,Shoe,mismatch,2,0
97,Blue,qxsw,Boat,Square,mismatch,2,0
98,Brown,zbxlv,House,Star,mismatch,2,0
99,Black,rjdnv,Plane,Tree,mismatch,2,0
