,Modifier,Consonant,ListMod,Head,Match,MisMatchType,ListMatch
0,Black,rjdnv,Plane,Bag,match,0,1
1,Pink,mtpv,Lamp,Bell,match,0,1
2,Brown,zbxlv,House,Boat,match,0,1
3,Blue,qxsw,Boat,Bone,match,0,1
4,Green,wvcnz,Cross,Bow,match,0,1
5,Red,xkq,Cup,Cane,match,0,1
6,Pink,mtpv,Lamp,Car,match,0,1
7,Brown,zbxlv,House,Cross,match,0,1
8,Pink,mtpv,Lamp,Cup,match,0,1
9,Green,wvcnz,Cross,Disc,match,0,1
10,Green,wvcnz,Cross,Flag,match,0,1
11,Blue,qxsw,Boat,Fork,match,0,1
12,Black,rjdnv,Plane,Hand,match,0,1
13,Pink,mtpv,Lamp,Heart,match,0,1
14,Black,rjdnv,Plane,House,match,0,1
15,Brown,zbxlv,House,Key,match,0,1
16,Green,wvcnz,Cross,Lamp,match,0,1
17,Blue,qxsw,Boat,Leaf,match,0,1
18,Pink,mtpv,Lamp,Lock,match,0,1
19,Red,xkq,Cup,Note,match,0,1
20,Brown,zbxlv,House,Plane,match,0,1
21,Red,xkq,Cup,Shoe,match,0,1
22,Blue,qxsw,Boat,Square,match,0,1
23,Red,xkq,Cup,Star,match,0,1
24,Black,rjdnv,Plane,Tree,match,0,1
25,Red,xkq,Cup,Bag,match,0,2
26,Brown,zbxlv,House,Bell,match,0,2
27,Red,xkq,Cup,Boat,match,0,2
28,Green,wvcnz,Cross,Bone,match,0,2
29,Brown,zbxlv,House,Bow,match,0,2
30,Pink,mtpv,Lamp,Cane,match,0,2
31,Green,wvcnz,Cross,Car,match,0,2
32,Black,rjdnv,Plane,Cross,match,0,2
33,Blue,qxsw,Boat,Cup,match,0,2
34,Green,wvcnz,Cross,Disc,match,0,2
35,Pink,mtpv,Lamp,Flag,match,0,2
36,Black,rjdnv,Plane,Fork,match,0,2
37,Blue,qxsw,Boat,Hand,match,0,2
38,Red,xkq,Cup,Heart,match,0,2
39,Black,rjdnv,Plane,House,match,0,2
40,Pink,mtpv,Lamp,Key,match,0,2
41,Black,rjdnv,Plane,Lamp,match,0,2
42,Brown,zbxlv,House,Leaf,match,0,2
43,Blue,qxsw,Boat,Lock,match,0,2
44,Pink,mtpv,Lamp,Note,match,0,2
45,Red,xkq,Cup,Plane,match,0,2
46,Brown,zbxlv,House,Shoe,match,0,2
47,Pink,mtpv,Lamp,Square,match,0,2
48,Green,wvcnz,Cross,Star,match,0,2
49,Blue,qxsw,Boat,Tree,match,0,2
50,Black,rjdnv,Plane,Bag,mismatch,1,0
51,Red,xkq,Cup,Bell,mismatch,1,0
52,Black,rjdnv,Plane,Boat,mismatch,1,0
53,Green,wvcnz,Cross,Bone,mismatch,1,0
54,Red,xkq,Cup,Bow,mismatch,1,0
55,Blue,qxsw,Boat,Cane,mismatch,1,0
56,Red,xkq,Cup,Car,mismatch,1,0
57,Red,xkq,Cup,Cross,mismatch,1,0
58,Black,rjdnv,Plane,Cup,mismatch,1,0
59,Pink,mtpv,Lamp,Disc,mismatch,1,0
60,Blue,qxsw,Boat,Flag,mismatch,1,0
61,Brown,zbxlv,House,Fork,mismatch,1,0
62,Green,wvcnz,Cross,Hand,mismatch,1,0
63,Blue,qxsw,Boat,Heart,mismatch,1,0
64,Blue,qxsw,Boat,House,mismatch,1,0
65,Pink,mtpv,Lamp,Key,mismatch,1,0
66,Black,rjdnv,Plane,Lamp,mismatch,1,0
67,Green,wvcnz,Cross,Leaf,mismatch,1,0
68,Brown,zbxlv,House,Lock,mismatch,1,0
69,Brown,zbxlv,House,Note,mismatch,1,0
70,Brown,zbxlv,House,Plane,mismatch,1,0
71,Green,wvcnz,Cross,Shoe,mismatch,1,0
72,Pink,mtpv,Lamp,Square,mismatch,1,0
73,Pink,mtpv,Lamp,Star,mismatch,1,0
74,Pink,mtpv,Lamp,Tree,mismatch,1,0
75,Green,wvcnz,Cross,Bag,mismatch,2,0
76,Green,wvcnz,Cross,Bell,mismatch,2,0
77,Pink,mtpv,Lamp,Boat,mismatch,2,0
78,Brown,zbxlv,House,Bone,mismatch,2,0
79,Brown,zbxlv,House,Bow,mismatch,2,0
80,Blue,qxsw,Boat,Cane,mismatch,2,0
81,Blue,qxsw,Boat,Car,mismatch,2,0
82,Pink,mtpv,Lamp,Cross,mismatch,2,0
83,Brown,zbxlv,House,Cup,mismatch,2,0
84,Red,xkq,Cup,Disc,mismatch,2,0
85,Green,wvcnz,Cross,Flag,mismatch,2,0
86,Green,wvcnz,Cross,Fork,mismatch,2,0
87,Black,rjdnv,Plane,Hand,mismatch,2,0
88,Pink,mtpv,Lamp,Heart,mismatch,2,0
89,Red,xkq,Cup,House,mismatch,2,0
90,Black,rjdnv,Plane,Key,mismatch,2,0
91,Red,xkq,Cup,Lamp,mismatch,2,0
92,Pink,mtpv,Lamp,Leaf,mismatch,2,0
93,Pink,mtpv,Lamp,Lock,mismatch,2,0
94,Red,xkq,Cup,Note,mismatch,2,0
95,Blue,qxsw,Boat,Plane,mismatch,2,0
96,Black,rjdnv,Plane,Shoe,mismatch,2,0
97,Brown,zbxlv,House,Square,mismatch,2,0
98,Black,rjdnv,Plane,Star,mismatch,2,0
99,Blue,qxsw,Boat,Tree,mismatch,2,0
