,Modifier,Consonant,ListMod,Head,Match,MisMatchType,ListMatch
0,Brown,zbxlv,House,Bag,match,0,1
1,Black,rjdnv,Plane,Bell,match,0,1
2,Brown,zbxlv,House,Boat,match,0,1
3,Black,rjdnv,Plane,Bone,match,0,1
4,Green,wvcnz,Cross,Bow,match,0,1
5,Blue,qxsw,Boat,Cane,match,0,1
6,Pink,mtpv,Lamp,Car,match,0,1
7,Black,rjdnv,Plane,Cross,match,0,1
8,Black,rjdnv,Plane,Cup,match,0,1
9,Green,wvcnz,Cross,Disc,match,0,1
10,Blue,qxsw,Boat,Flag,match,0,1
11,Brown,zbxlv,House,Fork,match,0,1
12,Green,wvcnz,Cross,Hand,match,0,1
13,Pink,mtpv,Lamp,Heart,match,0,1
14,Red,xkq,Cup,House,match,0,1
15,Red,xkq,Cup,Key,match,0,1
16,Blue,qxsw,Boat,Lamp,match,0,1
17,Green,wvcnz,Cross,Leaf,match,0,1
18,Red,xkq,Cup,Lock,match,0,1
19,Pink,mtpv,Lamp,Note,match,0,1
20,Brown,zbxlv,House,Plane,match,0,1
21,Blue,qxsw,Boat,Shoe,match,0,1
22,Pink,mtpv,Lamp,Square,match,0,1
23,Red,xkq,Cup,Star,match,0,1
24,Green,wvcnz,Cross,Tree,match,0,1
25,Pink,mtpv,Lamp,Bag,match,0,2
26,Blue,qxsw,Boat,Bell,match,0,2
27,Green,wvcnz,Cross,Boat,match,0,2
28,Red,xkq,Cup,Bone,match,0,2
29,Green,wvcnz,Cross,Bow,match,0,2
30,Black,rjdnv,Plane,Cane,match,0,2
31,Blue,qxsw,Boat,Car,match,0,2
32,Red,xkq,Cup,Cross,match,0,2
33,Black,rjdnv,Plane,Cup,match,0,2
34,Pink,mtpv,Lamp,Disc,match,0,2
35,Red,xkq,Cup,Flag,match,0,2
36,Green,wvcnz,Cross,Fork,match,0,2
37,Red,xkq,Cup,Hand,match,0,2
38,Pink,mtpv,Lamp,Heart,match,0,2
39,Pink,mtpv,Lamp,House,match,0,2
40,Brown,zbxlv,House,Key,match,0,2
41,Brown,zbxlv,House,Lamp,match,0,2
42,Brown,zbxlv,House,Leaf,match,0,2
43,Black,rjdnv,Plane,Lock,match,0,2
44,Brown,zbxlv,House,Note,match,0,2
45,Green,wvcnz,Cross,Plane,match,0,2
46,Green,wvcnz,Cross,Shoe,match,0,2
47,Blue,qxsw,Boat,Square,match,0,2
48,Blue,qxsw,Boat,Star,match,0,2
49,Black,rjdnv,Plane,Tree,match,0,2
50,Blue,qxsw,Boat,Bag,mismatch,1,0
51,Pink,mtpv,Lamp,Bell,mismatch,1,0
52,Red,xkq,Cup,Boat,mismatch,1,0
53,Brown,zbxlv,House,Bone,mismatch,1,0
54,Blue,qxsw,Boat,Bow,mismatch,1,0
55,Red,xkq,Cup,Cane,mismatch,1,0
56,Red,xkq,Cup,Car,mismatch,1,0
57,Red,xkq,Cup,Cross,mismatch,1,0
58,Green,wvcnz,Cross,Cup,mismatch,1,0
59,Black,rjdnv,Plane,Disc,mismatch,1,0
60,Green,wvcnz,Cross,Flag,mismatch,1,0
61,Blue,qxsw,Boat,Fork,mismatch,1,0
62,Brown,zbxlv,House,Hand,mismatch,1,0
63,Black,rjdnv,Plane,Heart,mismatch,1,0
64,Green,wvcnz,Cross,House,mismatch,1,0
65,Black,rjdnv,Plane,Key,mismatch,1,0
66,Green,wvcnz,Cross,Lamp,mismatch,1,0
67,Brown,zbxlv,House,Leaf,mismatch,1,0
68,Pink,mtpv,Lamp,Lock,mismatch,1,0
69,Blue,qxsw,Boat,Note,mismatch,1,0
70,Pink,mtpv,Lamp,Plane,mismatch,1,0
71,Pink,mtpv,Lamp,Shoe,mismatch,1,0
72,Brown,zbxlv,House,Square,mismatch,1,0
73,Green,wvcnz,Cross,Star,mismatch,1,0
74,Black,rjdnv,Plane,Tree,mismatch,1,0
75,Black,rjdnv,Plane,Bag,mismatch,2,0
76,Green,wvcnz,Cross,Bell,mismatch,2,0
77,Red,xkq,Cup,Boat,mismatch,2,0
78,Brown,zbxlv,House,Bone,mismatch,2,0
79,Pink,mtpv,Lamp,Bow,mismatch,2,0
80,Blue,qxsw,Boat,Cane,mismatch,2,0
81,Red,xkq,Cup,Car,mismatch,2,0
82,Pink,mtpv,Lamp,Cross,mismatch,2,0
83,Brown,zbxlv,House,Cup,mismatch,2,0
84,Green,wvcnz,Cross,Disc,mismatch,2,0
85,Black,rjdnv,Plane,Flag,mismatch,2,0
86,Green,wvcnz,Cross,Fork,mismatch,2,0
87,Brown,zbxlv,House,Hand,mismatch,2,0
88,Red,xkq,Cup,Heart,mismatch,2,0
89,Blue,qxsw,Boat,House,mismatch,2,0
90,Pink,mtpv,Lamp,Key,mismatch,2,0
91,Black,rjdnv,Plane,Lamp,mismatch,2,0
92,Blue,qxsw,Boat,Leaf,mismatch,2,0
93,Green,wvcnz,Cross,Lock,mismatch,2,0
94,Black,rjdnv,Plane,Note,mismatch,2,0
95,Red,xkq,Cup,Plane,mismatch,2,0
96,Brown,zbxlv,House,Shoe,mismatch,2,0
97,Blue,qxsw,Boat,Square,mismatch,2,0
98,Green,wvcnz,Cross,Star,mismatch,2,0
99,Pink,mtpv,Lamp,Tree,mismatch,2,0
