,Unnamed: 0,Modifier,Consonant,ListMod,Head,Match,MisMatchType,ListMatch,Image_Comp2,Image_Comp1,Image_List1,Image_List2
0,0,Green,wvcnz,Cross,Bag,match,0,1,GreenBag_1,GreenBag_2,GreenBag_2,BlueCross_2
1,1,Blue,qxsw,Boat,Bell,match,0,1,BlueBell_2,BlueBell_1,BlueBell_3,GreenBoat_1
2,2,Brown,zbxlv,House,Boat,match,0,1,BrownBoat_2,BrownBoat_1,BrownBoat_3,GreenHouse_2
3,3,Blue,qxsw,Boat,Bone,match,0,1,BlueBone_1,BlueBone_3,BlueBone_1,GreenBoat_2
4,4,Red,xkq,Cup,Bow,match,0,1,RedBow_2,RedBow_2,RedBow_3,BrownCup_2
5,5,Black,rjdnv,Plane,Cane,match,0,1,BlackCane_1,BlackCane_3,BlackCane_3,BrownPlane_1
6,6,Green,wvcnz,Cross,Car,match,0,1,GreenCar_3,GreenCar_2,GreenCar_2,BlueCross_2
7,7,Blue,qxsw,Boat,Cross,match,0,1,BlueCross_3,BlueCross_2,BlueCross_1,BlackBoat_2
8,8,Black,rjdnv,Plane,Cup,match,0,1,BlackCup_1,BlackCup_1,BlackCup_2,BrownPlane_1
9,9,Brown,zbxlv,House,Disc,match,0,1,BrownDisc_3,BrownDisc_2,BrownDisc_1,GreenHouse_3
10,10,Pink,mtpv,Lamp,Flag,match,0,1,PinkFlag_3,PinkFlag_1,PinkFlag_1,BrownLamp_3
11,11,Brown,zbxlv,House,Fork,match,0,1,BrownFork_2,BrownFork_3,BrownFork_3,GreenHouse_2
12,12,Green,wvcnz,Cross,Hand,match,0,1,GreenHand_2,GreenHand_1,GreenHand_3,BrownCross_3
13,13,Black,rjdnv,Plane,Heart,match,0,1,BlackHeart_2,BlackHeart_2,BlackHeart_1,BrownPlane_1
14,14,Pink,mtpv,Lamp,House,match,0,1,PinkHouse_3,PinkHouse_3,PinkHouse_3,BlackLamp_2
15,15,Red,xkq,Cup,Key,match,0,1,RedKey_3,RedKey_2,RedKey_1,BrownCup_3
16,16,Red,xkq,Cup,Lamp,match,0,1,RedLamp_1,RedLamp_1,RedLamp_2,PinkCup_2
17,17,Blue,qxsw,Boat,Leaf,match,0,1,BlueLeaf_1,BlueLeaf_2,BlueLeaf_2,BrownBoat_3
18,18,Red,xkq,Cup,Lock,match,0,1,RedLock_3,RedLock_2,RedLock_2,BlackCup_3
19,19,Red,xkq,Cup,Note,match,0,1,RedNote_3,RedNote_1,RedNote_1,BrownCup_3
20,20,Pink,mtpv,Lamp,Plane,match,0,1,PinkPlane_3,PinkPlane_3,PinkPlane_2,BrownLamp_2
21,21,Black,rjdnv,Plane,Shoe,match,0,1,BlackShoe_2,BlackShoe_2,BlackShoe_2,BrownPlane_3
22,22,Pink,mtpv,Lamp,Square,match,0,1,PinkSquare_3,PinkSquare_2,PinkSquare_2,BlueLamp_2
23,23,Brown,zbxlv,House,Star,match,0,1,BrownStar_1,BrownStar_3,BrownStar_3,PinkHouse_1
24,24,Green,wvcnz,Cross,Tree,match,0,1,GreenTree_3,GreenTree_1,GreenTree_3,BlueCross_1
25,25,Black,rjdnv,Plane,Bag,match,0,2,BlackBag_2,BlackBag_1,BlackBag_3,PinkBag_1
