,Modifier,Consonant,ListMod,Head,Match,MisMatchType,ListMatch
0,Green,wvcnz,Cross,Bag,match,0,1
1,Black,rjdnv,Plane,Bell,match,0,1
2,Green,wvcnz,Cross,Boat,match,0,1
3,Black,rjdnv,Plane,Bone,match,0,1
4,Blue,qxsw,Boat,Bow,match,0,1
5,Red,xkq,Cup,Cane,match,0,1
6,Pink,mtpv,Lamp,Car,match,0,1
7,Pink,mtpv,Lamp,Cross,match,0,1
8,Brown,zbxlv,House,Cup,match,0,1
9,Black,rjdnv,Plane,Disc,match,0,1
10,Red,xkq,Cup,Flag,match,0,1
11,Pink,mtpv,Lamp,Fork,match,0,1
12,Red,xkq,Cup,Hand,match,0,1
13,Blue,qxsw,Boat,Heart,match,0,1
14,Blue,qxsw,Boat,House,match,0,1
15,Pink,mtpv,Lamp,Key,match,0,1
16,Blue,qxsw,Boat,Lamp,match,0,1
17,Green,wvcnz,Cross,Leaf,match,0,1
18,Brown,zbxlv,House,Lock,match,0,1
19,Black,rjdnv,Plane,Note,match,0,1
20,Blue,qxsw,Boat,Plane,match,0,1
21,Brown,zbxlv,House,Shoe,match,0,1
22,Red,xkq,Cup,Square,match,0,1
23,Green,wvcnz,Cross,Star,match,0,1
24,Brown,zbxlv,House,Tree,match,0,1
25,Pink,mtpv,Lamp,Bag,match,0,2
26,Green,wvcnz,Cross,Bell,match,0,2
27,Green,wvcnz,Cross,Boat,match,0,2
28,Green,wvcnz,Cross,Bone,match,0,2
29,Brown,zbxlv,House,Bow,match,0,2
30,Red,xkq,Cup,Cane,match,0,2
31,Brown,zbxlv,House,Car,match,0,2
32,Black,rjdnv,Plane,Cross,match,0,2
33,Blue,qxsw,Boat,Cup,match,0,2
34,Red,xkq,Cup,Disc,match,0,2
35,Pink,mtpv,Lamp,Flag,match,0,2
36,Blue,qxsw,Boat,Fork,match,0,2
37,Red,xkq,Cup,Hand,match,0,2
38,Black,rjdnv,Plane,Heart,match,0,2
39,Blue,qxsw,Boat,House,match,0,2
40,Black,rjdnv,Plane,Key,match,0,2
41,Green,wvcnz,Cross,Lamp,match,0,2
42,Pink,mtpv,Lamp,Leaf,match,0,2
43,Pink,mtpv,Lamp,Lock,match,0,2
44,Blue,qxsw,Boat,Note,match,0,2
45,Red,xkq,Cup,Plane,match,0,2
46,Black,rjdnv,Plane,Shoe,match,0,2
47,Brown,zbxlv,House,Square,match,0,2
48,Brown,zbxlv,House,Star,match,0,2
49,Blue,qxsw,Boat,Tree,match,0,2
50,Red,xkq,Cup,Bag,mismatch,1,0
51,Black,rjdnv,Plane,Bell,mismatch,1,0
52,Black,rjdnv,Plane,Boat,mismatch,1,0
53,Red,xkq,Cup,Bone,mismatch,1,0
54,Red,xkq,Cup,Bow,mismatch,1,0
55,Pink,mtpv,Lamp,Cane,mismatch,1,0
56,Brown,zbxlv,House,Car,mismatch,1,0
57,Brown,zbxlv,House,Cross,mismatch,1,0
58,Pink,mtpv,Lamp,Cup,mismatch,1,0
59,Blue,qxsw,Boat,Disc,mismatch,1,0
60,Brown,zbxlv,House,Flag,mismatch,1,0
61,Pink,mtpv,Lamp,Fork,mismatch,1,0
62,Blue,qxsw,Boat,Hand,mismatch,1,0
63,Green,wvcnz,Cross,Heart,mismatch,1,0
64,Green,wvcnz,Cross,House,mismatch,1,0
65,Pink,mtpv,Lamp,Key,mismatch,1,0
66,Black,rjdnv,Plane,Lamp,mismatch,1,0
67,Green,wvcnz,Cross,Leaf,mismatch,1,0
68,Blue,qxsw,Boat,Lock,mismatch,1,0
69,Brown,zbxlv,House,Note,mismatch,1,0
70,Green,wvcnz,Cross,Plane,mismatch,1,0
71,Blue,qxsw,Boat,Shoe,mismatch,1,0
72,Black,rjdnv,Plane,Square,mismatch,1,0
73,Blue,qxsw,Boat,Star,mismatch,1,0
74,Red,xkq,Cup,Tree,mismatch,1,0
75,Black,rjdnv,Plane,Bag,mismatch,2,0
76,Red,xkq,Cup,Bell,mismatch,2,0
77,Red,xkq,Cup,Boat,mismatch,2,0
78,Brown,zbxlv,House,Bone,mismatch,2,0
79,Green,wvcnz,Cross,Bow,mismatch,2,0
80,Blue,qxsw,Boat,Cane,mismatch,2,0
81,Blue,qxsw,Boat,Car,mismatch,2,0
82,Black,rjdnv,Plane,Cross,mismatch,2,0
83,Green,wvcnz,Cross,Cup,mismatch,2,0
84,Black,rjdnv,Plane,Disc,mismatch,2,0
85,Pink,mtpv,Lamp,Flag,mismatch,2,0
86,Green,wvcnz,Cross,Fork,mismatch,2,0
87,Black,rjdnv,Plane,Hand,mismatch,2,0
88,Red,xkq,Cup,Heart,mismatch,2,0
89,Pink,mtpv,Lamp,House,mismatch,2,0
90,Blue,qxsw,Boat,Key,mismatch,2,0
91,Brown,zbxlv,House,Lamp,mismatch,2,0
92,Brown,zbxlv,House,Leaf,mismatch,2,0
93,Green,wvcnz,Cross,Lock,mismatch,2,0
94,Red,xkq,Cup,Note,mismatch,2,0
95,Brown,zbxlv,House,Plane,mismatch,2,0
96,Blue,qxsw,Boat,Shoe,mismatch,2,0
97,Pink,mtpv,Lamp,Square,mismatch,2,0
98,Blue,qxsw,Boat,Star,mismatch,2,0
99,Pink,mtpv,Lamp,Tree,mismatch,2,0
