,Unnamed: 0,Modifier,Consonant,ListMod,Head,Match,MisMatchType,ListMatch,Image_Comp2,Image_Comp1,Image_List1,Image_List2
0,0,Blue,qxsw,Boat,Bag,match,0,1,BlueBag_3,BlueBag_3,BlueBag_1,GreenBoat_3
1,1,Black,rjdnv,Plane,Bell,match,0,1,BlackBell_1,BlackBell_3,BlackBell_2,GreenPlane_1
2,2,Green,wvcnz,Cross,Boat,match,0,1,GreenBoat_2,GreenBoat_1,GreenBoat_1,RedCross_1
3,3,Pink,mtpv,Lamp,Bone,match,0,1,PinkBone_1,PinkBone_1,PinkBone_2,BlueLamp_2
4,4,Red,xkq,Cup,Bow,match,0,1,RedBow_3,RedBow_3,RedBow_1,BrownCup_2
5,5,Blue,qxsw,Boat,Cane,match,0,1,BlueCane_3,BlueCane_2,BlueCane_1,BlackBoat_3
6,6,Red,xkq,Cup,Car,match,0,1,RedCar_3,RedCar_2,RedCar_2,BlueCup_2
7,7,Red,xkq,Cup,Cross,match,0,1,RedCross_1,RedCross_2,RedCross_2,BlueCup_1
8,8,Brown,zbxlv,House,Cup,match,0,1,BrownCup_2,BrownCup_1,BrownCup_2,PinkHouse_3
9,9,Blue,qxsw,Boat,Disc,match,0,1,BlueDisc_3,BlueDisc_2,BlueDisc_2,BlackBoat_2
10,10,Brown,zbxlv,House,Flag,match,0,1,BrownFlag_2,BrownFlag_2,BrownFlag_2,BlueHouse_3
11,11,Green,wvcnz,Cross,Fork,match,0,1,GreenFork_3,GreenFork_2,GreenFork_1,RedCross_1
12,12,Black,rjdnv,Plane,Hand,match,0,1,BlackHand_2,BlackHand_2,BlackHand_3,GreenPlane_3
13,13,Black,rjdnv,Plane,Heart,match,0,1,BlackHeart_3,BlackHeart_1,BlackHeart_1,PinkPlane_2
14,14,Red,xkq,Cup,House,match,0,1,RedHouse_1,RedHouse_2,RedHouse_3,PinkCup_2
15,15,Brown,zbxlv,House,Key,match,0,1,BrownKey_1,BrownKey_3,BrownKey_2,BlueHouse_1
16,16,Brown,zbxlv,House,Lamp,match,0,1,BrownLamp_3,BrownLamp_1,BrownLamp_3,RedHouse_1
17,17,Pink,mtpv,Lamp,Leaf,match,0,1,PinkLeaf_3,PinkLeaf_2,PinkLeaf_2,BlueLamp_2
18,18,Black,rjdnv,Plane,Lock,match,0,1,BlackLock_3,BlackLock_1,BlackLock_2,PinkPlane_1
19,19,Blue,qxsw,Boat,Note,match,0,1,BlueNote_1,BlueNote_3,BlueNote_3,GreenBoat_3
20,20,Green,wvcnz,Cross,Plane,match,0,1,GreenPlane_2,GreenPlane_2,GreenPlane_3,BlackCross_1
21,21,Brown,zbxlv,House,Shoe,match,0,1,BrownShoe_1,BrownShoe_1,BrownShoe_3,PinkHouse_3
22,22,Pink,mtpv,Lamp,Square,match,0,1,PinkSquare_1,PinkSquare_1,PinkSquare_3,GreenLamp_1
23,23,Pink,mtpv,Lamp,Star,match,0,1,PinkStar_2,PinkStar_1,PinkStar_1,BlueLamp_2
24,24,Green,wvcnz,Cross,Tree,match,0,1,GreenTree_2,GreenTree_1,GreenTree_1,RedCross_3
25,25,Green,wvcnz,Cross,Bag,match,0,2,GreenBag_1,GreenBag_2,GreenBag_3,BlueBag_1
26,26,Red,xkq,Cup,Bell,match,0,2,RedBell_3,RedBell_3,RedBell_1,BlueBell_3
27,27,Pink,mtpv,Lamp,Boat,match,0,2,PinkBoat_2,PinkBoat_3,PinkBoat_2,GreenBoat_2
28,28,Green,wvcnz,Cross,Bone,match,0,2,GreenBone_1,GreenBone_3,GreenBone_2,BlackBone_2
29,29,Black,rjdnv,Plane,Bow,match,0,2,BlackBow_2,BlackBow_1,BlackBow_1,GreenBow_2
30,30,Brown,zbxlv,House,Cane,match,0,2,BrownCane_1,BrownCane_1,BrownCane_1,BlueCane_3
31,31,Red,xkq,Cup,Car,match,0,2,RedCar_1,RedCar_2,RedCar_1,BlackCar_3
32,32,Pink,mtpv,Lamp,Cross,match,0,2,PinkCross_2,PinkCross_2,PinkCross_1,PinkCross_3
33,33,Brown,zbxlv,House,Cup,match,0,2,BrownCup_1,BrownCup_2,BrownCup_3,PinkCup_3
34,34,Red,xkq,Cup,Disc,match,0,2,RedDisc_1,RedDisc_3,RedDisc_2,BrownDisc_2
35,35,Blue,qxsw,Boat,Flag,match,0,2,BlueFlag_3,BlueFlag_2,BlueFlag_3,BrownFlag_3
36,36,Brown,zbxlv,House,Fork,match,0,2,BrownFork_3,BrownFork_1,BrownFork_1,GreenFork_2
37,37,Black,rjdnv,Plane,Hand,match,0,2,BlackHand_1,BlackHand_1,BlackHand_1,BlackHand_1
38,38,Green,wvcnz,Cross,Heart,match,0,2,GreenHeart_1,GreenHeart_3,GreenHeart_2,RedHeart_1
39,39,Blue,qxsw,Boat,House,match,0,2,BlueHouse_1,BlueHouse_1,BlueHouse_3,PinkHouse_3
40,40,Red,xkq,Cup,Key,match,0,2,RedKey_2,RedKey_1,RedKey_1,RedKey_3
41,41,Brown,zbxlv,House,Lamp,match,0,2,BrownLamp_1,BrownLamp_2,BrownLamp_3,BlueLamp_1
42,42,Brown,zbxlv,House,Leaf,match,0,2,BrownLeaf_3,BrownLeaf_2,BrownLeaf_3,BrownLeaf_1
43,43,Pink,mtpv,Lamp,Lock,match,0,2,PinkLock_3,PinkLock_2,PinkLock_1,PinkLock_1
44,44,Pink,mtpv,Lamp,Note,match,0,2,PinkNote_1,PinkNote_2,PinkNote_2,PinkNote_1
45,45,Blue,qxsw,Boat,Plane,match,0,2,BluePlane_2,BluePlane_1,BluePlane_1,RedPlane_1
46,46,Blue,qxsw,Boat,Shoe,match,0,2,BlueShoe_1,BlueShoe_1,BlueShoe_2,BrownShoe_3
47,47,Black,rjdnv,Plane,Square,match,0,2,BlackSquare_3,BlackSquare_3,BlackSquare_1,PinkSquare_2
48,48,Black,rjdnv,Plane,Star,match,0,2,BlackStar_3,BlackStar_1,BlackStar_1,BlackStar_1
49,49,Green,wvcnz,Cross,Tree,match,0,2,GreenTree_3,GreenTree_3,GreenTree_1,GreenTree_2
