,Unnamed: 0,Modifier,Consonant,ListMod,Head,Match,MisMatchType,ListMatch,Image_Comp2,Image_Comp1,Image_List1,Image_List2
0,0,Brown,zbxlv,House,Bag,match,0,1,BrownBag_3,BrownBag_3,BrownBag_3,BlackHouse_2
1,1,Blue,qxsw,Boat,Bell,match,0,1,BlueBell_1,BlueBell_3,BlueBell_1,GreenBoat_3
2,2,Green,wvcnz,Cross,Boat,match,0,1,GreenBoat_1,GreenBoat_3,GreenBoat_1,BlueCross_2
3,3,Black,rjdnv,Plane,Bone,match,0,1,BlackBone_2,BlackBone_2,BlackBone_3,RedPlane_3
4,4,Green,wvcnz,Cross,Bow,match,0,1,GreenBow_2,GreenBow_2,GreenBow_1,BlueCross_3
5,5,Brown,zbxlv,House,Cane,match,0,1,BrownCane_2,BrownCane_2,BrownCane_3,BlackHouse_2
6,6,Brown,zbxlv,House,Car,match,0,1,BrownCar_3,BrownCar_1,BrownCar_3,GreenHouse_2
7,7,Blue,qxsw,Boat,Cross,match,0,1,BlueCross_1,BlueCross_2,BlueCross_3,RedBoat_2
8,8,Blue,qxsw,Boat,Cup,match,0,1,BlueCup_2,BlueCup_2,BlueCup_1,GreenBoat_1
9,9,Green,wvcnz,Cross,Disc,match,0,1,GreenDisc_1,GreenDisc_3,GreenDisc_3,RedCross_1
10,10,Blue,qxsw,Boat,Flag,match,0,1,BlueFlag_1,BlueFlag_3,BlueFlag_2,BrownBoat_3
11,11,Brown,zbxlv,House,Fork,match,0,1,BrownFork_2,BrownFork_3,BrownFork_3,RedHouse_1
12,12,Blue,qxsw,Boat,Hand,match,0,1,BlueHand_1,BlueHand_1,BlueHand_3,BrownBoat_3
13,13,Pink,mtpv,Lamp,Heart,match,0,1,PinkHeart_3,PinkHeart_1,PinkHeart_3,GreenLamp_2
14,14,Red,xkq,Cup,House,match,0,1,RedHouse_3,RedHouse_1,RedHouse_2,BlueCup_3
15,15,Black,rjdnv,Plane,Key,match,0,1,BlackKey_2,BlackKey_3,BlackKey_3,GreenPlane_2
16,16,Red,xkq,Cup,Lamp,match,0,1,RedLamp_3,RedLamp_1,RedLamp_2,BrownCup_1
17,17,Green,wvcnz,Cross,Leaf,match,0,1,GreenLeaf_2,GreenLeaf_1,GreenLeaf_2,BlueCross_2
