,Modifier,Consonant,ListMod,Head,Match,MisMatchType,ListMatch
0,Pink,mtpv,Lamp,Bag,match,0,1
1,Brown,zbxlv,House,Bell,match,0,1
2,Green,wvcnz,Cross,Boat,match,0,1
3,Red,xkq,Cup,Bone,match,0,1
4,Pink,mtpv,Lamp,Bow,match,0,1
5,Brown,zbxlv,House,Cane,match,0,1
6,Black,rjdnv,Plane,Car,match,0,1
7,Black,rjdnv,Plane,Cross,match,0,1
8,Blue,qxsw,Boat,Cup,match,0,1
9,Red,xkq,Cup,Disc,match,0,1
10,Pink,mtpv,Lamp,Flag,match,0,1
11,Blue,qxsw,Boat,Fork,match,0,1
12,Black,rjdnv,Plane,Hand,match,0,1
13,Red,xkq,Cup,Heart,match,0,1
14,Pink,mtpv,Lamp,House,match,0,1
15,Green,wvcnz,Cross,Key,match,0,1
16,Black,rjdnv,Plane,Lamp,match,0,1
17,Red,xkq,Cup,Leaf,match,0,1
18,Blue,qxsw,Boat,Lock,match,0,1
19,Green,wvcnz,Cross,Note,match,0,1
20,Brown,zbxlv,House,Plane,match,0,1
21,Brown,zbxlv,House,Shoe,match,0,1
22,Blue,qxsw,Boat,Square,match,0,1
23,Pink,mtpv,Lamp,Star,match,0,1
24,Green,wvcnz,Cross,Tree,match,0,1
25,Pink,mtpv,Lamp,Bag,match,0,2
26,Brown,zbxlv,House,Bell,match,0,2
27,Red,xkq,Cup,Boat,match,0,2
28,Brown,zbxlv,House,Bone,match,0,2
29,Black,rjdnv,Plane,Bow,match,0,2
30,Green,wvcnz,Cross,Cane,match,0,2
31,Black,rjdnv,Plane,Car,match,0,2
32,Pink,mtpv,Lamp,Cross,match,0,2
33,Pink,mtpv,Lamp,Cup,match,0,2
34,Blue,qxsw,Boat,Disc,match,0,2
35,Green,wvcnz,Cross,Flag,match,0,2
36,Red,xkq,Cup,Fork,match,0,2
37,Blue,qxsw,Boat,Hand,match,0,2
38,Brown,zbxlv,House,Heart,match,0,2
39,Green,wvcnz,Cross,House,match,0,2
40,Blue,qxsw,Boat,Key,match,0,2
41,Red,xkq,Cup,Lamp,match,0,2
42,Black,rjdnv,Plane,Leaf,match,0,2
43,Blue,qxsw,Boat,Lock,match,0,2
44,Brown,zbxlv,House,Note,match,0,2
45,Red,xkq,Cup,Plane,match,0,2
46,Pink,mtpv,Lamp,Shoe,match,0,2
47,Green,wvcnz,Cross,Square,match,0,2
48,Pink,mtpv,Lamp,Star,match,0,2
49,Black,rjdnv,Plane,Tree,match,0,2
50,Brown,zbxlv,House,Bag,mismatch,1,0
51,Pink,mtpv,Lamp,Bell,mismatch,1,0
52,Green,wvcnz,Cross,Boat,mismatch,1,0
53,Red,xkq,Cup,Bone,mismatch,1,0
54,Blue,qxsw,Boat,Bow,mismatch,1,0
55,Pink,mtpv,Lamp,Cane,mismatch,1,0
56,Blue,qxsw,Boat,Car,mismatch,1,0
57,Red,xkq,Cup,Cross,mismatch,1,0
58,Brown,zbxlv,House,Cup,mismatch,1,0
59,Green,wvcnz,Cross,Disc,mismatch,1,0
60,Black,rjdnv,Plane,Flag,mismatch,1,0
61,Pink,mtpv,Lamp,Fork,mismatch,1,0
62,Pink,mtpv,Lamp,Hand,mismatch,1,0
63,Blue,qxsw,Boat,Heart,mismatch,1,0
64,Green,wvcnz,Cross,House,mismatch,1,0
65,Black,rjdnv,Plane,Key,mismatch,1,0
66,Blue,qxsw,Boat,Lamp,mismatch,1,0
67,Black,rjdnv,Plane,Leaf,mismatch,1,0
68,Pink,mtpv,Lamp,Lock,mismatch,1,0
69,Brown,zbxlv,House,Note,mismatch,1,0
70,Red,xkq,Cup,Plane,mismatch,1,0
71,Red,xkq,Cup,Shoe,mismatch,1,0
72,Brown,zbxlv,House,Square,mismatch,1,0
73,Green,wvcnz,Cross,Star,mismatch,1,0
74,Black,rjdnv,Plane,Tree,mismatch,1,0
75,Red,xkq,Cup,Bag,mismatch,2,0
76,Green,wvcnz,Cross,Bell,mismatch,2,0
77,Black,rjdnv,Plane,Boat,mismatch,2,0
78,Pink,mtpv,Lamp,Bone,mismatch,2,0
79,Pink,mtpv,Lamp,Bow,mismatch,2,0
80,Blue,qxsw,Boat,Cane,mismatch,2,0
81,Red,xkq,Cup,Car,mismatch,2,0
82,Brown,zbxlv,House,Cross,mismatch,2,0
83,Black,rjdnv,Plane,Cup,mismatch,2,0
84,Brown,zbxlv,House,Disc,mismatch,2,0
85,Brown,zbxlv,House,Flag,mismatch,2,0
86,Red,xkq,Cup,Fork,mismatch,2,0
87,Blue,qxsw,Boat,Hand,mismatch,2,0
88,Pink,mtpv,Lamp,Heart,mismatch,2,0
89,Blue,qxsw,Boat,House,mismatch,2,0
90,Green,wvcnz,Cross,Key,mismatch,2,0
91,Brown,zbxlv,House,Lamp,mismatch,2,0
92,Green,wvcnz,Cross,Leaf,mismatch,2,0
93,Green,wvcnz,Cross,Lock,mismatch,2,0
94,Pink,mtpv,Lamp,Note,mismatch,2,0
95,Pink,mtpv,Lamp,Plane,mismatch,2,0
96,Black,rjdnv,Plane,Shoe,mismatch,2,0
97,Black,rjdnv,Plane,Square,mismatch,2,0
98,Blue,qxsw,Boat,Star,mismatch,2,0
99,Red,xkq,Cup,Tree,mismatch,2,0
