,Unnamed: 0,Modifier,Consonant,ListMod,Head,Match,MisMatchType,ListMatch,Image_Comp2,Image_Comp1,Image_List1,Image_List2
0,0,Red,xkq,Cup,Bag,match,0,1,RedBag_3,RedBag_3,RedBag_1,GreenCup_1
1,1,Pink,mtpv,Lamp,Bell,match,0,1,PinkBell_1,PinkBell_3,PinkBell_3,BlackLamp_3
2,2,Brown,zbxlv,House,Boat,match,0,1,BrownBoat_1,BrownBoat_2,BrownBoat_3,GreenHouse_1
3,3,Green,wvcnz,Cross,Bone,match,0,1,GreenBone_1,GreenBone_3,GreenBone_2,BlueCross_2
4,4,Red,xkq,Cup,Bow,match,0,1,RedBow_1,RedBow_2,RedBow_3,BlackCup_2
5,5,Black,rjdnv,Plane,Cane,match,0,1,BlackCane_1,BlackCane_1,BlackCane_2,BluePlane_3
6,6,Red,xkq,Cup,Car,match,0,1,RedCar_3,RedCar_1,RedCar_1,GreenCup_3
7,7,Brown,zbxlv,House,Cross,match,0,1,BrownCross_2,BrownCross_3,BrownCross_2,BlueHouse_1
8,8,Blue,qxsw,Boat,Cup,match,0,1,BlueCup_1,BlueCup_3,BlueCup_2,BrownBoat_3
9,9,Pink,mtpv,Lamp,Disc,match,0,1,PinkDisc_1,PinkDisc_2,PinkDisc_2,RedLamp_1
10,10,Green,wvcnz,Cross,Flag,match,0,1,GreenFlag_3,GreenFlag_3,GreenFlag_3,BlueCross_1
11,11,Black,rjdnv,Plane,Fork,match,0,1,BlackFork_3,BlackFork_3,BlackFork_3,RedPlane_3
12,12,Red,xkq,Cup,Hand,match,0,1,RedHand_1,RedHand_2,RedHand_2,BlueCup_3
13,13,Black,rjdnv,Plane,Heart,match,0,1,BlackHeart_1,BlackHeart_1,BlackHeart_3,BrownPlane_2
14,14,Black,rjdnv,Plane,House,match,0,1,BlackHouse_2,BlackHouse_3,BlackHouse_3,BluePlane_1
15,15,Brown,zbxlv,House,Key,match,0,1,BrownKey_2,BrownKey_2,BrownKey_1,GreenHouse_1
16,16,Green,wvcnz,Cross,Lamp,match,0,1,GreenLamp_3,GreenLamp_3,GreenLamp_3,PinkCross_1
17,17,Pink,mtpv,Lamp,Leaf,match,0,1,PinkLeaf_2,PinkLeaf_2,PinkLeaf_1,RedLamp_2
18,18,Green,wvcnz,Cross,Lock,match,0,1,GreenLock_3,GreenLock_1,GreenLock_3,BlueCross_1
19,19,Blue,qxsw,Boat,Note,match,0,1,BlueNote_3,BlueNote_2,BlueNote_3,BlackBoat_3
20,20,Brown,zbxlv,House,Plane,match,0,1,BrownPlane_3,BrownPlane_2,BrownPlane_2,GreenHouse_3
21,21,Green,wvcnz,Cross,Shoe,match,0,1,GreenShoe_2,GreenShoe_2,GreenShoe_1,PinkCross_2
22,22,Blue,qxsw,Boat,Square,match,0,1,BlueSquare_2,BlueSquare_1,BlueSquare_3,BrownBoat_2
23,23,Pink,mtpv,Lamp,Star,match,0,1,PinkStar_1,PinkStar_1,PinkStar_1,GreenLamp_2
24,24,Blue,qxsw,Boat,Tree,match,0,1,BlueTree_3,BlueTree_3,BlueTree_2,BrownBoat_3
25,25,Brown,zbxlv,House,Bag,match,0,2,BrownBag_3,BrownBag_2,BrownBag_1,BlackBag_1
26,26,Pink,mtpv,Lamp,Bell,match,0,2,PinkBell_3,PinkBell_1,PinkBell_2,BlueBell_3
27,27,Brown,zbxlv,House,Boat,match,0,2,BrownBoat_2,BrownBoat_2,BrownBoat_2,BrownBoat_1
28,28,Pink,mtpv,Lamp,Bone,match,0,2,PinkBone_3,PinkBone_1,PinkBone_2,RedBone_1
29,29,Green,wvcnz,Cross,Bow,match,0,2,GreenBow_3,GreenBow_2,GreenBow_1,GreenBow_1
30,30,Red,xkq,Cup,Cane,match,0,2,RedCane_2,RedCane_3,RedCane_2,RedCane_1
31,31,Black,rjdnv,Plane,Car,match,0,2,BlackCar_2,BlackCar_3,BlackCar_1,BlackCar_2
32,32,Pink,mtpv,Lamp,Cross,match,0,2,PinkCross_3,PinkCross_3,PinkCross_3,BlueCross_2
33,33,Green,wvcnz,Cross,Cup,match,0,2,GreenCup_3,GreenCup_1,GreenCup_3,BlueCup_1
34,34,Black,rjdnv,Plane,Disc,match,0,2,BlackDisc_2,BlackDisc_2,BlackDisc_2,BlackDisc_3
35,35,Red,xkq,Cup,Flag,match,0,2,RedFlag_3,RedFlag_1,RedFlag_2,BlueFlag_2
36,36,Brown,zbxlv,House,Fork,match,0,2,BrownFork_2,BrownFork_1,BrownFork_2,BlackFork_1
37,37,Green,wvcnz,Cross,Hand,match,0,2,GreenHand_2,GreenHand_1,GreenHand_3,GreenHand_3
38,38,Black,rjdnv,Plane,Heart,match,0,2,BlackHeart_3,BlackHeart_2,BlackHeart_1,RedHeart_3
39,39,Blue,qxsw,Boat,House,match,0,2,BlueHouse_3,BlueHouse_1,BlueHouse_3,BlueHouse_3
40,40,Red,xkq,Cup,Key,match,0,2,RedKey_1,RedKey_2,RedKey_3,RedKey_2
41,41,Brown,zbxlv,House,Lamp,match,0,2,BrownLamp_1,BrownLamp_2,BrownLamp_3,RedLamp_3
42,42,Pink,mtpv,Lamp,Leaf,match,0,2,PinkLeaf_2,PinkLeaf_3,PinkLeaf_1,BrownLeaf_1
43,43,Blue,qxsw,Boat,Lock,match,0,2,BlueLock_3,BlueLock_3,BlueLock_2,RedLock_1
44,44,Red,xkq,Cup,Note,match,0,2,RedNote_1,RedNote_2,RedNote_3,RedNote_1
45,45,Blue,qxsw,Boat,Plane,match,0,2,BluePlane_2,BluePlane_3,BluePlane_1,RedPlane_2
46,46,Blue,qxsw,Boat,Shoe,match,0,2,BlueShoe_2,BlueShoe_1,BlueShoe_1,GreenShoe_2
47,47,Green,wvcnz,Cross,Square,match,0,2,GreenSquare_1,GreenSquare_2,GreenSquare_1,PinkSquare_2
48,48,Green,wvcnz,Cross,Star,match,0,2,GreenStar_2,GreenStar_1,GreenStar_2,BlackStar_2
49,49,Black,rjdnv,Plane,Tree,match,0,2,BlackTree_1,BlackTree_1,BlackTree_3,GreenTree_3
50,50,Black,rjdnv,Plane,Bag,mismatch,1,0,BlackNote_2,BlackHeart_1,BlackStar_2,PinkDisc_1
51,51,Blue,qxsw,Boat,Bell,mismatch,1,0,BluePlane_3,BluePlane_2,BlueBag_1,PinkShoe_3
52,52,Green,wvcnz,Cross,Boat,mismatch,1,0,GreenKey_3,GreenShoe_1,GreenHouse_2,GreenTree_3
53,53,Red,xkq,Cup,Bone,mismatch,1,0,RedCar_3,RedBow_1,RedKey_3,BlackBoat_2
54,54,Pink,mtpv,Lamp,Bow,mismatch,1,0,PinkSquare_1,PinkLeaf_2,PinkStar_3,RedLamp_3
55,55,Brown,zbxlv,House,Cane,mismatch,1,0,BrownLeaf_2,BrownPlane_2,BrownKey_2,RedHand_3
56,56,Black,rjdnv,Plane,Car,mismatch,1,0,BlackCane_3,BlackBag_3,BlackDisc_1,RedNote_3
57,57,Blue,qxsw,Boat,Cross,mismatch,1,0,BlueBag_3,BlueCup_3,BlueLock_1,BrownTree_3
58,58,Black,rjdnv,Plane,Cup,mismatch,1,0,BlackHeart_1,BlackCane_3,BlackFork_1,PinkSquare_1
59,59,Green,wvcnz,Cross,Disc,mismatch,1,0,GreenBow_3,GreenSquare_2,GreenLamp_1,RedLock_1
60,60,Blue,qxsw,Boat,Flag,mismatch,1,0,BlueCross_1,BlueBag_2,BlueNote_2,BlueHand_1
61,61,Green,wvcnz,Cross,Fork,mismatch,1,0,GreenLock_2,GreenBoat_1,GreenBow_2,BrownLamp_3
62,62,Blue,qxsw,Boat,Hand,mismatch,1,0,BlueBag_2,BluePlane_3,BlueLeaf_3,BlueBell_2
63,63,Red,xkq,Cup,Heart,mismatch,1,0,RedKey_2,RedPlane_3,RedPlane_1,BlueNote_3
64,64,Green,wvcnz,Cross,House,mismatch,1,0,GreenShoe_2,GreenBone_2,GreenBow_1,BrownLeaf_1
65,65,Green,wvcnz,Cross,Key,mismatch,1,0,GreenStar_2,GreenBone_2,GreenFlag_1,GreenBow_3
66,66,Red,xkq,Cup,Lamp,mismatch,1,0,RedLock_2,RedCane_1,RedBow_3,BlackHeart_3
67,67,Brown,zbxlv,House,Leaf,mismatch,1,0,BrownFlag_3,BrownLamp_2,BrownSquare_1,BlueFlag_3
68,68,Pink,mtpv,Lamp,Lock,mismatch,1,0,PinkLeaf_1,PinkBell_3,PinkStar_2,BlueSquare_2
69,69,Black,rjdnv,Plane,Note,mismatch,1,0,BlackStar_1,BlackCup_2,BlackBag_2,BlueBell_3
70,70,Red,xkq,Cup,Plane,mismatch,1,0,RedBow_1,RedLock_1,RedLamp_3,BlackBag_3
71,71,Pink,mtpv,Lamp,Shoe,mismatch,1,0,PinkSquare_1,PinkHeart_2,PinkLeaf_2,BrownKey_3
72,72,Brown,zbxlv,House,Square,mismatch,1,0,BrownFlag_3,BrownCross_3,BrownKey_1,PinkBell_3
73,73,Pink,mtpv,Lamp,Star,mismatch,1,0,PinkBow_1,PinkBell_2,PinkBone_1,BlueHand_3
74,74,Brown,zbxlv,House,Tree,mismatch,1,0,BrownCross_3,BrownFork_2,BrownCross_1,BrownKey_2
75,75,Blue,qxsw,Boat,Bag,mismatch,2,0,RedBag_3,BlueBell_3,BluePlane_2,GreenFork_3
76,76,Black,rjdnv,Plane,Bell,mismatch,2,0,BlueBell_1,BlackTree_1,BlackCar_2,PinkLock_2
