,Unnamed: 0,Modifier,Consonant,ListMod,Head,Match,MisMatchType,ListMatch,Image_Comp2,Image_Comp1,Image_List1,Image_List2
0,0,Blue,qxsw,Boat,Bag,match,0,1,BlueBag_2,BlueBag_2,BlueBag_1,GreenBoat_3
1,1,Red,xkq,Cup,Bell,match,0,1,RedBell_3,RedBell_2,RedBell_2,PinkCup_3
2,2,Green,wvcnz,Cross,Boat,match,0,1,GreenBoat_1,GreenBoat_3,GreenBoat_2,RedCross_2
3,3,Brown,zbxlv,House,Bone,match,0,1,BrownBone_1,BrownBone_2,BrownBone_3,PinkHouse_1
4,4,Red,xkq,Cup,Bow,match,0,1,RedBow_2,RedBow_3,RedBow_1,BlackCup_3
5,5,Pink,mtpv,Lamp,Cane,match,0,1,PinkCane_2,PinkCane_2,PinkCane_1,RedLamp_2
6,6,Brown,zbxlv,House,Car,match,0,1,BrownCar_1,BrownCar_1,BrownCar_3,GreenHouse_3
7,7,Red,xkq,Cup,Cross,match,0,1,RedCross_3,RedCross_3,RedCross_1,GreenCup_2
8,8,Black,rjdnv,Plane,Cup,match,0,1,BlackCup_3,BlackCup_2,BlackCup_3,BrownPlane_1
9,9,Black,rjdnv,Plane,Disc,match,0,1,BlackDisc_1,BlackDisc_1,BlackDisc_2,GreenPlane_3
10,10,Red,xkq,Cup,Flag,match,0,1,RedFlag_2,RedFlag_3,RedFlag_3,GreenCup_1
11,11,Black,rjdnv,Plane,Fork,match,0,1,BlackFork_2,BlackFork_3,BlackFork_2,BluePlane_2
12,12,Green,wvcnz,Cross,Hand,match,0,1,GreenHand_1,GreenHand_1,GreenHand_2,PinkCross_1
13,13,Blue,qxsw,Boat,Heart,match,0,1,BlueHeart_1,BlueHeart_1,BlueHeart_1,RedBoat_1
14,14,Black,rjdnv,Plane,House,match,0,1,BlackHouse_1,BlackHouse_2,BlackHouse_2,BluePlane_1
15,15,Pink,mtpv,Lamp,Key,match,0,1,PinkKey_1,PinkKey_2,PinkKey_1,BlackLamp_2
16,16,Blue,qxsw,Boat,Lamp,match,0,1,BlueLamp_2,BlueLamp_2,BlueLamp_1,GreenBoat_2
17,17,Blue,qxsw,Boat,Leaf,match,0,1,BlueLeaf_1,BlueLeaf_3,BlueLeaf_1,PinkBoat_3
18,18,Green,wvcnz,Cross,Lock,match,0,1,GreenLock_2,GreenLock_3,GreenLock_2,RedCross_2
19,19,Brown,zbxlv,House,Note,match,0,1,BrownNote_2,BrownNote_3,BrownNote_2,BlackHouse_3
20,20,Pink,mtpv,Lamp,Plane,match,0,1,PinkPlane_3,PinkPlane_2,PinkPlane_2,BlueLamp_1
21,21,Black,rjdnv,Plane,Shoe,match,0,1,BlackShoe_3,BlackShoe_1,BlackShoe_1,BluePlane_1
22,22,Brown,zbxlv,House,Square,match,0,1,BrownSquare_2,BrownSquare_1,BrownSquare_3,PinkHouse_1
23,23,Pink,mtpv,Lamp,Star,match,0,1,PinkStar_2,PinkStar_2,PinkStar_3,BlueLamp_1
24,24,Green,wvcnz,Cross,Tree,match,0,1,GreenTree_1,GreenTree_3,GreenTree_3,BlueCross_3
25,25,Red,xkq,Cup,Bag,match,0,2,RedBag_3,RedBag_3,RedBag_1,RedBag_3
26,26,Green,wvcnz,Cross,Bell,match,0,2,GreenBell_3,GreenBell_3,GreenBell_1,BlackBell_3
27,27,Pink,mtpv,Lamp,Boat,match,0,2,PinkBoat_1,PinkBoat_2,PinkBoat_3,RedBoat_2
28,28,Red,xkq,Cup,Bone,match,0,2,RedBone_2,RedBone_1,RedBone_2,GreenBone_3
29,29,Brown,zbxlv,House,Bow,match,0,2,BrownBow_2,BrownBow_3,BrownBow_3,BrownBow_3
30,30,Red,xkq,Cup,Cane,match,0,2,RedCane_3,RedCane_2,RedCane_2,BlackCane_2
31,31,Black,rjdnv,Plane,Car,match,0,2,BlackCar_3,BlackCar_1,BlackCar_1,PinkCar_1
32,32,Blue,qxsw,Boat,Cross,match,0,2,BlueCross_2,BlueCross_1,BlueCross_3,RedCross_3
33,33,Green,wvcnz,Cross,Cup,match,0,2,GreenCup_3,GreenCup_2,GreenCup_1,PinkCup_2
34,34,Pink,mtpv,Lamp,Disc,match,0,2,PinkDisc_3,PinkDisc_2,PinkDisc_2,BlackDisc_2
35,35,Pink,mtpv,Lamp,Flag,match,0,2,PinkFlag_3,PinkFlag_1,PinkFlag_2,PinkFlag_1
36,36,Black,rjdnv,Plane,Fork,match,0,2,BlackFork_2,BlackFork_1,BlackFork_3,GreenFork_3
37,37,Blue,qxsw,Boat,Hand,match,0,2,BlueHand_1,BlueHand_3,BlueHand_2,GreenHand_3
38,38,Brown,zbxlv,House,Heart,match,0,2,BrownHeart_1,BrownHeart_1,BrownHeart_3,GreenHeart_2
39,39,Black,rjdnv,Plane,House,match,0,2,BlackHouse_1,BlackHouse_2,BlackHouse_3,GreenHouse_3
40,40,Green,wvcnz,Cross,Key,match,0,2,GreenKey_2,GreenKey_2,GreenKey_2,BlackKey_2
41,41,Red,xkq,Cup,Lamp,match,0,2,RedLamp_3,RedLamp_3,RedLamp_1,BlackLamp_3
42,42,Brown,zbxlv,House,Leaf,match,0,2,BrownLeaf_3,BrownLeaf_3,BrownLeaf_1,PinkLeaf_1
43,43,Blue,qxsw,Boat,Lock,match,0,2,BlueLock_1,BlueLock_1,BlueLock_3,GreenLock_2
44,44,Brown,zbxlv,House,Note,match,0,2,BrownNote_1,BrownNote_3,BrownNote_1,BlueNote_2
45,45,Green,wvcnz,Cross,Plane,match,0,2,GreenPlane_3,GreenPlane_2,GreenPlane_1,GreenPlane_1
46,46,Blue,qxsw,Boat,Shoe,match,0,2,BlueShoe_2,BlueShoe_3,BlueShoe_2,PinkShoe_1
47,47,Black,rjdnv,Plane,Square,match,0,2,BlackSquare_1,BlackSquare_1,BlackSquare_3,BlackSquare_1
48,48,Pink,mtpv,Lamp,Star,match,0,2,PinkStar_1,PinkStar_3,PinkStar_3,BlueStar_3
49,49,Black,rjdnv,Plane,Tree,match,0,2,BlackTree_3,BlackTree_2,BlackTree_2,BlueTree_3
50,50,Brown,zbxlv,House,Bag,mismatch,1,0,BrownFork_3,BrownNote_3,BrownLeaf_2,BrownFlag_2
51,51,Blue,qxsw,Boat,Bell,mismatch,1,0,BlueCane_2,BlueCross_1,BlueCane_3,BrownHeart_3
52,52,Red,xkq,Cup,Boat,mismatch,1,0,RedBell_3,RedSquare_1,RedBow_3,BrownPlane_3
53,53,Green,wvcnz,Cross,Bone,mismatch,1,0,GreenHouse_2,GreenTree_3,GreenCup_2,RedBoat_2
54,54,Red,xkq,Cup,Bow,mismatch,1,0,RedLamp_2,RedFlag_1,RedSquare_1,BlackHeart_3
55,55,Blue,qxsw,Boat,Cane,mismatch,1,0,BlueBag_1,BlueLock_2,BlueFlag_1,PinkBow_1
56,56,Pink,mtpv,Lamp,Car,mismatch,1,0,PinkLock_2,PinkFlag_1,PinkDisc_1,BlueShoe_3
57,57,Pink,mtpv,Lamp,Cross,mismatch,1,0,PinkCar_3,PinkCup_2,PinkKey_3,GreenHand_1
58,58,Black,rjdnv,Plane,Cup,mismatch,1,0,BlackHouse_2,BlackCar_2,BlackKey_2,BrownSquare_3
59,59,Red,xkq,Cup,Disc,mismatch,1,0,RedBoat_1,RedBone_2,RedKey_2,BlackCup_2
60,60,Brown,zbxlv,House,Flag,mismatch,1,0,BrownPlane_3,BrownPlane_2,BrownTree_3,BlueHand_1
61,61,Brown,zbxlv,House,Fork,mismatch,1,0,BrownBag_2,BrownBow_3,BrownDisc_2,BrownDisc_1
62,62,Black,rjdnv,Plane,Hand,mismatch,1,0,BlackLamp_2,BlackShoe_3,BlackBone_1,GreenFork_2
63,63,Black,rjdnv,Plane,Heart,mismatch,1,0,BlackLeaf_3,BlackHand_2,BlackSquare_2,BlueShoe_2
64,64,Green,wvcnz,Cross,House,mismatch,1,0,GreenShoe_1,GreenHand_1,GreenNote_3,BluePlane_2
65,65,Black,rjdnv,Plane,Key,mismatch,1,0,BlackHouse_1,BlackHeart_2,BlackHand_1,PinkLeaf_2
66,66,Black,rjdnv,Plane,Lamp,mismatch,1,0,BlackShoe_2,BlackShoe_3,BlackShoe_1,GreenFork_2
67,67,Pink,mtpv,Lamp,Leaf,mismatch,1,0,PinkPlane_3,PinkCane_2,PinkDisc_2,RedCross_1
68,68,Blue,qxsw,Boat,Lock,mismatch,1,0,BlueLamp_3,BlueShoe_3,BluePlane_2,BlackCar_1
69,69,Green,wvcnz,Cross,Note,mismatch,1,0,GreenStar_2,GreenFork_1,GreenHeart_3,BlueLamp_3
70,70,Blue,qxsw,Boat,Plane,mismatch,1,0,BlueLamp_1,BlueLamp_2,BlueFlag_3,BlackDisc_3
71,71,Pink,mtpv,Lamp,Shoe,mismatch,1,0,PinkBoat_1,PinkLeaf_3,PinkKey_2,BlackLeaf_2
72,72,Red,xkq,Cup,Square,mismatch,1,0,RedBoat_2,RedKey_3,RedLamp_1,PinkLock_1
73,73,Green,wvcnz,Cross,Star,mismatch,1,0,GreenLock_3,GreenHouse_3,GreenShoe_2,PinkCross_2
74,74,Brown,zbxlv,House,Tree,mismatch,1,0,BrownBone_1,BrownFlag_2,BrownLeaf_3,BlackLamp_1
75,75,Brown,zbxlv,House,Bag,mismatch,2,0,BlueBag_1,BrownCar_1,BrownLeaf_2,PinkStar_3
76,76,Black,rjdnv,Plane,Bell,mismatch,2,0,GreenBell_2,BlackHand_3,BlackShoe_2,BlackShoe_1
77,77,Green,wvcnz,Cross,Boat,mismatch,2,0,RedBoat_1,GreenHand_2,GreenFork_3,GreenLock_3
78,78,Black,rjdnv,Plane,Bone,mismatch,2,0,GreenBone_3,BlackHouse_2,BlackLamp_2,PinkHouse_3
79,79,Pink,mtpv,Lamp,Bow,mismatch,2,0,BrownBow_1,PinkKey_3,PinkCane_3,BlackLeaf_3
80,80,Black,rjdnv,Plane,Cane,mismatch,2,0,BlueCane_2,BlackHand_3,BlackLeaf_1,GreenTree_3
81,81,Black,rjdnv,Plane,Car,mismatch,2,0,PinkCar_2,BlackKey_2,BlackSquare_2,GreenStar_3
82,82,Red,xkq,Cup,Cross,mismatch,2,0,BlueCross_2,RedLamp_2,RedSquare_3,GreenCup_3
83,83,Pink,mtpv,Lamp,Cup,mismatch,2,0,GreenCup_2,PinkHouse_1,PinkPlane_3,PinkBoat_3
84,84,Brown,zbxlv,House,Disc,mismatch,2,0,RedDisc_1,BrownFork_2,BrownCar_3,PinkCup_1
85,85,Blue,qxsw,Boat,Flag,mismatch,2,0,PinkFlag_3,BlueBell_1,BlueHand_1,BlackTree_3
86,86,Green,wvcnz,Cross,Fork,mismatch,2,0,BlackFork_3,GreenHand_1,GreenBoat_1,BlackCane_2
87,87,Red,xkq,Cup,Hand,mismatch,2,0,GreenHand_3,RedCane_1,RedCane_2,BlackHouse_2
88,88,Green,wvcnz,Cross,Heart,mismatch,2,0,BlueHeart_1,GreenNote_1,GreenPlane_1,BlackCar_3
89,89,Pink,mtpv,Lamp,House,mismatch,2,0,GreenHouse_1,PinkFlag_1,PinkBow_2,BlackCane_2
90,90,Red,xkq,Cup,Key,mismatch,2,0,PinkKey_1,RedCane_2,RedLamp_2,BrownCar_1
91,91,Red,xkq,Cup,Lamp,mismatch,2,0,BlueLamp_2,RedBone_1,RedKey_2,BlueLock_2
92,92,Black,rjdnv,Plane,Leaf,mismatch,2,0,PinkLeaf_3,BlackShoe_2,BlackHand_3,BlackFork_3
93,93,Pink,mtpv,Lamp,Lock,mismatch,2,0,BlueLock_1,PinkLeaf_1,PinkLeaf_3,GreenBoat_1
94,94,Blue,qxsw,Boat,Note,mismatch,2,0,BrownNote_3,BlueFlag_3,BlueBag_3,PinkBoat_1
95,95,Brown,zbxlv,House,Plane,mismatch,2,0,GreenPlane_3,BrownDisc_3,BrownSquare_3,BrownHeart_2
96,96,Green,wvcnz,Cross,Shoe,mismatch,2,0,BlackShoe_3,GreenBell_3,GreenBell_1,BrownCar_1
97,97,Brown,zbxlv,House,Square,mismatch,2,0,BlackSquare_2,BrownBone_1,BrownHeart_1,BlueLeaf_1
98,98,Blue,qxsw,Boat,Star,mismatch,2,0,PinkStar_3,BlueCane_3,BlueFlag_3,BlackHeart_2
99,99,Blue,qxsw,Boat,Tree,mismatch,2,0,BrownTree_1,BlueCross_1,BlueLock_2,BlueStar_2
