,Modifier,Consonant,ListMod,Head,Match,MisMatchType,ListMatch
0,Red,xkq,Cup,Bag,match,0,1
1,Pink,mtpv,Lamp,Bell,match,0,1
2,Pink,mtpv,Lamp,Boat,match,0,1
3,Red,xkq,Cup,Bone,match,0,1
4,Blue,qxsw,Boat,Bow,match,0,1
5,Green,wvcnz,Cross,Cane,match,0,1
6,Blue,qxsw,Boat,Car,match,0,1
7,Blue,qxsw,Boat,Cross,match,0,1
8,Black,rjdnv,Plane,Cup,match,0,1
9,Pink,mtpv,Lamp,Disc,match,0,1
10,Green,wvcnz,Cross,Flag,match,0,1
11,Brown,zbxlv,House,Fork,match,0,1
12,Brown,zbxlv,House,Hand,match,0,1
13,Brown,zbxlv,House,Heart,match,0,1
14,Green,wvcnz,Cross,House,match,0,1
15,Black,rjdnv,Plane,Key,match,0,1
16,Black,rjdnv,Plane,Lamp,match,0,1
17,Blue,qxsw,Boat,Leaf,match,0,1
18,Green,wvcnz,Cross,Lock,match,0,1
19,Black,rjdnv,Plane,Note,match,0,1
20,Red,xkq,Cup,Plane,match,0,1
21,Black,rjdnv,Plane,Shoe,match,0,1
22,Brown,zbxlv,House,Square,match,0,1
23,Pink,mtpv,Lamp,Star,match,0,1
24,Red,xkq,Cup,Tree,match,0,1
25,Black,rjdnv,Plane,Bag,match,0,2
26,Blue,qxsw,Boat,Bell,match,0,2
27,Brown,zbxlv,House,Boat,match,0,2
28,Brown,zbxlv,House,Bone,match,0,2
29,Pink,mtpv,Lamp,Bow,match,0,2
30,Brown,zbxlv,House,Cane,match,0,2
31,Pink,mtpv,Lamp,Car,match,0,2
32,Black,rjdnv,Plane,Cross,match,0,2
33,Black,rjdnv,Plane,Cup,match,0,2
34,Blue,qxsw,Boat,Disc,match,0,2
35,Black,rjdnv,Plane,Flag,match,0,2
36,Red,xkq,Cup,Fork,match,0,2
37,Green,wvcnz,Cross,Hand,match,0,2
38,Red,xkq,Cup,Heart,match,0,2
39,Pink,mtpv,Lamp,House,match,0,2
40,Blue,qxsw,Boat,Key,match,0,2
41,Green,wvcnz,Cross,Lamp,match,0,2
42,Red,xkq,Cup,Leaf,match,0,2
43,Black,rjdnv,Plane,Lock,match,0,2
44,Red,xkq,Cup,Note,match,0,2
45,Pink,mtpv,Lamp,Plane,match,0,2
46,Green,wvcnz,Cross,Shoe,match,0,2
47,Brown,zbxlv,House,Square,match,0,2
48,Blue,qxsw,Boat,Star,match,0,2
49,Green,wvcnz,Cross,Tree,match,0,2
50,Blue,qxsw,Boat,Bag,mismatch,1,0
51,Green,wvcnz,Cross,Bell,mismatch,1,0
52,Black,rjdnv,Plane,Boat,mismatch,1,0
53,Black,rjdnv,Plane,Bone,mismatch,1,0
54,Green,wvcnz,Cross,Bow,mismatch,1,0
55,Brown,zbxlv,House,Cane,mismatch,1,0
56,Black,rjdnv,Plane,Car,mismatch,1,0
57,Red,xkq,Cup,Cross,mismatch,1,0
58,Green,wvcnz,Cross,Cup,mismatch,1,0
59,Brown,zbxlv,House,Disc,mismatch,1,0
60,Red,xkq,Cup,Flag,mismatch,1,0
61,Pink,mtpv,Lamp,Fork,mismatch,1,0
62,Pink,mtpv,Lamp,Hand,mismatch,1,0
63,Green,wvcnz,Cross,Heart,mismatch,1,0
64,Pink,mtpv,Lamp,House,mismatch,1,0
65,Black,rjdnv,Plane,Key,mismatch,1,0
66,Blue,qxsw,Boat,Lamp,mismatch,1,0
67,Black,rjdnv,Plane,Leaf,mismatch,1,0
68,Blue,qxsw,Boat,Lock,mismatch,1,0
69,Brown,zbxlv,House,Note,mismatch,1,0
70,Red,xkq,Cup,Plane,mismatch,1,0
71,Brown,zbxlv,House,Shoe,mismatch,1,0
72,Blue,qxsw,Boat,Square,mismatch,1,0
73,Red,xkq,Cup,Star,mismatch,1,0
74,Pink,mtpv,Lamp,Tree,mismatch,1,0
75,Black,rjdnv,Plane,Bag,mismatch,2,0
76,Black,rjdnv,Plane,Bell,mismatch,2,0
77,Black,rjdnv,Plane,Boat,mismatch,2,0
78,Brown,zbxlv,House,Bone,mismatch,2,0
79,Green,wvcnz,Cross,Bow,mismatch,2,0
80,Pink,mtpv,Lamp,Cane,mismatch,2,0
81,Black,rjdnv,Plane,Car,mismatch,2,0
82,Red,xkq,Cup,Cross,mismatch,2,0
83,Brown,zbxlv,House,Cup,mismatch,2,0
84,Red,xkq,Cup,Disc,mismatch,2,0
85,Brown,zbxlv,House,Flag,mismatch,2,0
86,Red,xkq,Cup,Fork,mismatch,2,0
87,Blue,qxsw,Boat,Hand,mismatch,2,0
88,Brown,zbxlv,House,Heart,mismatch,2,0
89,Blue,qxsw,Boat,House,mismatch,2,0
90,Pink,mtpv,Lamp,Key,mismatch,2,0
91,Black,rjdnv,Plane,Lamp,mismatch,2,0
92,Red,xkq,Cup,Leaf,mismatch,2,0
93,Blue,qxsw,Boat,Lock,mismatch,2,0
94,Pink,mtpv,Lamp,Note,mismatch,2,0
95,Green,wvcnz,Cross,Plane,mismatch,2,0
96,Green,wvcnz,Cross,Shoe,mismatch,2,0
97,Pink,mtpv,Lamp,Square,mismatch,2,0
98,Blue,qxsw,Boat,Star,mismatch,2,0
99,Green,wvcnz,Cross,Tree,mismatch,2,0
