,Modifier,Consonant,ListMod,Head,Match,MisMatchType,ListMatch
0,Black,rjdnv,Plane,Bag,match,0,1
1,Pink,mtpv,Lamp,Bell,match,0,1
2,Green,wvcnz,Cross,Boat,match,0,1
3,Black,rjdnv,Plane,Bone,match,0,1
4,Brown,zbxlv,House,Bow,match,0,1
5,Pink,mtpv,Lamp,Cane,match,0,1
6,Black,rjdnv,Plane,Car,match,0,1
7,Red,xkq,Cup,Cross,match,0,1
8,Black,rjdnv,Plane,Cup,match,0,1
9,Brown,zbxlv,House,Disc,match,0,1
10,Green,wvcnz,Cross,Flag,match,0,1
11,Blue,qxsw,Boat,Fork,match,0,1
12,Brown,zbxlv,House,Hand,match,0,1
13,Blue,qxsw,Boat,Heart,match,0,1
14,Pink,mtpv,Lamp,House,match,0,1
15,Red,xkq,Cup,Key,match,0,1
16,Blue,qxsw,Boat,Lamp,match,0,1
17,Pink,mtpv,Lamp,Leaf,match,0,1
18,Blue,qxsw,Boat,Lock,match,0,1
19,Green,wvcnz,Cross,Note,match,0,1
20,Green,wvcnz,Cross,Plane,match,0,1
21,Blue,qxsw,Boat,Shoe,match,0,1
22,Red,xkq,Cup,Square,match,0,1
23,Red,xkq,Cup,Star,match,0,1
24,Brown,zbxlv,House,Tree,match,0,1
25,Pink,mtpv,Lamp,Bag,match,0,2
26,Blue,qxsw,Boat,Bell,match,0,2
27,Green,wvcnz,Cross,Boat,match,0,2
28,Red,xkq,Cup,Bone,match,0,2
29,Blue,qxsw,Boat,Bow,match,0,2
30,Blue,qxsw,Boat,Cane,match,0,2
31,Brown,zbxlv,House,Car,match,0,2
32,Black,rjdnv,Plane,Cross,match,0,2
33,Green,wvcnz,Cross,Cup,match,0,2
34,Blue,qxsw,Boat,Disc,match,0,2
35,Pink,mtpv,Lamp,Flag,match,0,2
36,Red,xkq,Cup,Fork,match,0,2
37,Blue,qxsw,Boat,Hand,match,0,2
38,Red,xkq,Cup,Heart,match,0,2
39,Black,rjdnv,Plane,House,match,0,2
40,Pink,mtpv,Lamp,Key,match,0,2
41,Brown,zbxlv,House,Lamp,match,0,2
42,Black,rjdnv,Plane,Leaf,match,0,2
43,Black,rjdnv,Plane,Lock,match,0,2
44,Brown,zbxlv,House,Note,match,0,2
45,Green,wvcnz,Cross,Plane,match,0,2
46,Pink,mtpv,Lamp,Shoe,match,0,2
47,Red,xkq,Cup,Square,match,0,2
48,Green,wvcnz,Cross,Star,match,0,2
49,Brown,zbxlv,House,Tree,match,0,2
50,Pink,mtpv,Lamp,Bag,mismatch,1,0
51,Blue,qxsw,Boat,Bell,mismatch,1,0
52,Brown,zbxlv,House,Boat,mismatch,1,0
53,Green,wvcnz,Cross,Bone,mismatch,1,0
54,Brown,zbxlv,House,Bow,mismatch,1,0
55,Black,rjdnv,Plane,Cane,mismatch,1,0
56,Green,wvcnz,Cross,Car,mismatch,1,0
57,Black,rjdnv,Plane,Cross,mismatch,1,0
58,Brown,zbxlv,House,Cup,mismatch,1,0
59,Pink,mtpv,Lamp,Disc,mismatch,1,0
60,Black,rjdnv,Plane,Flag,mismatch,1,0
61,Blue,qxsw,Boat,Fork,mismatch,1,0
62,Red,xkq,Cup,Hand,mismatch,1,0
63,Blue,qxsw,Boat,Heart,mismatch,1,0
64,Green,wvcnz,Cross,House,mismatch,1,0
65,Black,rjdnv,Plane,Key,mismatch,1,0
66,Blue,qxsw,Boat,Lamp,mismatch,1,0
67,Blue,qxsw,Boat,Leaf,mismatch,1,0
68,Brown,zbxlv,House,Lock,mismatch,1,0
69,Pink,mtpv,Lamp,Note,mismatch,1,0
70,Red,xkq,Cup,Plane,mismatch,1,0
71,Red,xkq,Cup,Shoe,mismatch,1,0
72,Green,wvcnz,Cross,Square,mismatch,1,0
73,Pink,mtpv,Lamp,Star,mismatch,1,0
74,Red,xkq,Cup,Tree,mismatch,1,0
75,Green,wvcnz,Cross,Bag,mismatch,2,0
76,Red,xkq,Cup,Bell,mismatch,2,0
77,Pink,mtpv,Lamp,Boat,mismatch,2,0
78,Blue,qxsw,Boat,Bone,mismatch,2,0
79,Pink,mtpv,Lamp,Bow,mismatch,2,0
80,Blue,qxsw,Boat,Cane,mismatch,2,0
81,Red,xkq,Cup,Car,mismatch,2,0
82,Blue,qxsw,Boat,Cross,mismatch,2,0
83,Black,rjdnv,Plane,Cup,mismatch,2,0
84,Green,wvcnz,Cross,Disc,mismatch,2,0
85,Red,xkq,Cup,Flag,mismatch,2,0
86,Brown,zbxlv,House,Fork,mismatch,2,0
87,Brown,zbxlv,House,Hand,mismatch,2,0
88,Brown,zbxlv,House,Heart,mismatch,2,0
89,Green,wvcnz,Cross,House,mismatch,2,0
90,Black,rjdnv,Plane,Key,mismatch,2,0
91,Red,xkq,Cup,Lamp,mismatch,2,0
92,Green,wvcnz,Cross,Leaf,mismatch,2,0
93,Pink,mtpv,Lamp,Lock,mismatch,2,0
94,Blue,qxsw,Boat,Note,mismatch,2,0
95,Brown,zbxlv,House,Plane,mismatch,2,0
96,Black,rjdnv,Plane,Shoe,mismatch,2,0
97,Pink,mtpv,Lamp,Square,mismatch,2,0
98,Blue,qxsw,Boat,Star,mismatch,2,0
99,Black,rjdnv,Plane,Tree,mismatch,2,0
