,Modifier,Consonant,ListMod,Head,Match,MisMatchType,ListMatch
0,Pink,mtpv,Lamp,Bag,match,0,1
1,Pink,mtpv,Lamp,Bell,match,0,1
2,Green,wvcnz,Cross,Boat,match,0,1
3,Green,wvcnz,Cross,Bone,match,0,1
4,Blue,qxsw,Boat,Bow,match,0,1
5,Blue,qxsw,Boat,Cane,match,0,1
6,Brown,zbxlv,House,Car,match,0,1
7,Black,rjdnv,Plane,Cross,match,0,1
8,Blue,qxsw,Boat,Cup,match,0,1
9,Brown,zbxlv,House,Disc,match,0,1
10,Green,wvcnz,Cross,Flag,match,0,1
11,Pink,mtpv,Lamp,Fork,match,0,1
12,Pink,mtpv,Lamp,Hand,match,0,1
13,Blue,qxsw,Boat,Heart,match,0,1
14,Red,xkq,Cup,House,match,0,1
15,Black,rjdnv,Plane,Key,match,0,1
16,Black,rjdnv,Plane,Lamp,match,0,1
17,Red,xkq,Cup,Leaf,match,0,1
18,Red,xkq,Cup,Lock,match,0,1
19,Red,xkq,Cup,Note,match,0,1
20,Brown,zbxlv,House,Plane,match,0,1
21,Black,rjdnv,Plane,Shoe,match,0,1
22,Brown,zbxlv,House,Square,match,0,1
23,Green,wvcnz,Cross,Star,match,0,1
24,Pink,mtpv,Lamp,Tree,match,0,1
25,Black,rjdnv,Plane,Bag,match,0,2
26,Black,rjdnv,Plane,Bell,match,0,2
27,Brown,zbxlv,House,Boat,match,0,2
28,Black,rjdnv,Plane,Bone,match,0,2
29,Blue,qxsw,Boat,Bow,match,0,2
30,Pink,mtpv,Lamp,Cane,match,0,2
31,Green,wvcnz,Cross,Car,match,0,2
32,Pink,mtpv,Lamp,Cross,match,0,2
33,Brown,zbxlv,House,Cup,match,0,2
34,Green,wvcnz,Cross,Disc,match,0,2
35,Green,wvcnz,Cross,Flag,match,0,2
36,Red,xkq,Cup,Fork,match,0,2
37,Blue,qxsw,Boat,Hand,match,0,2
38,Pink,mtpv,Lamp,Heart,match,0,2
39,Blue,qxsw,Boat,House,match,0,2
40,Black,rjdnv,Plane,Key,match,0,2
41,Brown,zbxlv,House,Lamp,match,0,2
42,Green,wvcnz,Cross,Leaf,match,0,2
43,Blue,qxsw,Boat,Lock,match,0,2
44,Pink,mtpv,Lamp,Note,match,0,2
45,Pink,mtpv,Lamp,Plane,match,0,2
46,Brown,zbxlv,House,Shoe,match,0,2
47,Red,xkq,Cup,Square,match,0,2
48,Red,xkq,Cup,Star,match,0,2
49,Red,xkq,Cup,Tree,match,0,2
50,Pink,mtpv,Lamp,Bag,mismatch,1,0
51,Black,rjdnv,Plane,Bell,mismatch,1,0
52,Red,xkq,Cup,Boat,mismatch,1,0
53,Blue,qxsw,Boat,Bone,mismatch,1,0
54,Brown,zbxlv,House,Bow,mismatch,1,0
55,Pink,mtpv,Lamp,Cane,mismatch,1,0
56,Brown,zbxlv,House,Car,mismatch,1,0
57,Red,xkq,Cup,Cross,mismatch,1,0
58,Blue,qxsw,Boat,Cup,mismatch,1,0
59,Pink,mtpv,Lamp,Disc,mismatch,1,0
60,Brown,zbxlv,House,Flag,mismatch,1,0
61,Black,rjdnv,Plane,Fork,mismatch,1,0
62,Black,rjdnv,Plane,Hand,mismatch,1,0
63,Red,xkq,Cup,Heart,mismatch,1,0
64,Blue,qxsw,Boat,House,mismatch,1,0
65,Pink,mtpv,Lamp,Key,mismatch,1,0
66,Green,wvcnz,Cross,Lamp,mismatch,1,0
67,Green,wvcnz,Cross,Leaf,mismatch,1,0
68,Brown,zbxlv,House,Lock,mismatch,1,0
69,Red,xkq,Cup,Note,mismatch,1,0
70,Green,wvcnz,Cross,Plane,mismatch,1,0
71,Pink,mtpv,Lamp,Shoe,mismatch,1,0
72,Black,rjdnv,Plane,Square,mismatch,1,0
73,Green,wvcnz,Cross,Star,mismatch,1,0
74,Blue,qxsw,Boat,Tree,mismatch,1,0
75,Brown,zbxlv,House,Bag,mismatch,2,0
76,Green,wvcnz,Cross,Bell,mismatch,2,0
77,Red,xkq,Cup,Boat,mismatch,2,0
78,Blue,qxsw,Boat,Bone,mismatch,2,0
79,Green,wvcnz,Cross,Bow,mismatch,2,0
80,Brown,zbxlv,House,Cane,mismatch,2,0
81,Pink,mtpv,Lamp,Car,mismatch,2,0
82,Pink,mtpv,Lamp,Cross,mismatch,2,0
83,Black,rjdnv,Plane,Cup,mismatch,2,0
84,Pink,mtpv,Lamp,Disc,mismatch,2,0
85,Red,xkq,Cup,Flag,mismatch,2,0
86,Blue,qxsw,Boat,Fork,mismatch,2,0
87,Red,xkq,Cup,Hand,mismatch,2,0
88,Brown,zbxlv,House,Heart,mismatch,2,0
89,Black,rjdnv,Plane,House,mismatch,2,0
90,Green,wvcnz,Cross,Key,mismatch,2,0
91,Blue,qxsw,Boat,Lamp,mismatch,2,0
92,Blue,qxsw,Boat,Leaf,mismatch,2,0
93,Pink,mtpv,Lamp,Lock,mismatch,2,0
94,Brown,zbxlv,House,Note,mismatch,2,0
95,Green,wvcnz,Cross,Plane,mismatch,2,0
96,Black,rjdnv,Plane,Shoe,mismatch,2,0
97,Pink,mtpv,Lamp,Square,mismatch,2,0
98,Black,rjdnv,Plane,Star,mismatch,2,0
99,Red,xkq,Cup,Tree,mismatch,2,0
