,Modifier,Consonant,ListMod,Head,Match,MisMatchType,ListMatch
0,Pink,mtpv,Lamp,Bag,match,0,1
1,Blue,qxsw,Boat,Bell,match,0,1
2,Black,rjdnv,Plane,Boat,match,0,1
3,Brown,zbxlv,House,Bone,match,0,1
4,Green,wvcnz,Cross,Bow,match,0,1
5,Pink,mtpv,Lamp,Cane,match,0,1
6,Brown,zbxlv,House,Car,match,0,1
7,Blue,qxsw,Boat,Cross,match,0,1
8,Black,rjdnv,Plane,Cup,match,0,1
9,Green,wvcnz,Cross,Disc,match,0,1
10,Pink,mtpv,Lamp,Flag,match,0,1
11,Green,wvcnz,Cross,Fork,match,0,1
12,Brown,zbxlv,House,Hand,match,0,1
13,Blue,qxsw,Boat,Heart,match,0,1
14,Red,xkq,Cup,House,match,0,1
15,Red,xkq,Cup,Key,match,0,1
16,Red,xkq,Cup,Lamp,match,0,1
17,Green,wvcnz,Cross,Leaf,match,0,1
18,Blue,qxsw,Boat,Lock,match,0,1
19,Green,wvcnz,Cross,Note,match,0,1
20,Brown,zbxlv,House,Plane,match,0,1
21,Black,rjdnv,Plane,Shoe,match,0,1
22,Pink,mtpv,Lamp,Square,match,0,1
23,Red,xkq,Cup,Star,match,0,1
24,Black,rjdnv,Plane,Tree,match,0,1
25,Red,xkq,Cup,Bag,match,0,2
26,Brown,zbxlv,House,Bell,match,0,2
27,Black,rjdnv,Plane,Boat,match,0,2
28,Green,wvcnz,Cross,Bone,match,0,2
29,Black,rjdnv,Plane,Bow,match,0,2
30,Pink,mtpv,Lamp,Cane,match,0,2
31,Green,wvcnz,Cross,Car,match,0,2
32,Black,rjdnv,Plane,Cross,match,0,2
33,Green,wvcnz,Cross,Cup,match,0,2
34,Red,xkq,Cup,Disc,match,0,2
35,Pink,mtpv,Lamp,Flag,match,0,2
36,Brown,zbxlv,House,Fork,match,0,2
37,Red,xkq,Cup,Hand,match,0,2
38,Green,wvcnz,Cross,Heart,match,0,2
39,Blue,qxsw,Boat,House,match,0,2
40,Blue,qxsw,Boat,Key,match,0,2
41,Red,xkq,Cup,Lamp,match,0,2
42,Green,wvcnz,Cross,Leaf,match,0,2
43,Brown,zbxlv,House,Lock,match,0,2
44,Pink,mtpv,Lamp,Note,match,0,2
45,Blue,qxsw,Boat,Plane,match,0,2
46,Blue,qxsw,Boat,Shoe,match,0,2
47,Pink,mtpv,Lamp,Square,match,0,2
48,Brown,zbxlv,House,Star,match,0,2
49,Black,rjdnv,Plane,Tree,match,0,2
50,Brown,zbxlv,House,Bag,mismatch,1,0
51,Black,rjdnv,Plane,Bell,mismatch,1,0
52,Green,wvcnz,Cross,Boat,mismatch,1,0
53,Red,xkq,Cup,Bone,mismatch,1,0
54,Pink,mtpv,Lamp,Bow,mismatch,1,0
55,Green,wvcnz,Cross,Cane,mismatch,1,0
56,Green,wvcnz,Cross,Car,mismatch,1,0
57,Brown,zbxlv,House,Cross,mismatch,1,0
58,Pink,mtpv,Lamp,Cup,mismatch,1,0
59,Blue,qxsw,Boat,Disc,mismatch,1,0
60,Blue,qxsw,Boat,Flag,mismatch,1,0
61,Black,rjdnv,Plane,Fork,mismatch,1,0
62,Blue,qxsw,Boat,Hand,mismatch,1,0
63,Brown,zbxlv,House,Heart,mismatch,1,0
64,Green,wvcnz,Cross,House,mismatch,1,0
65,Black,rjdnv,Plane,Key,mismatch,1,0
66,Brown,zbxlv,House,Lamp,mismatch,1,0
67,Red,xkq,Cup,Leaf,mismatch,1,0
68,Red,xkq,Cup,Lock,mismatch,1,0
69,Red,xkq,Cup,Note,mismatch,1,0
70,Green,wvcnz,Cross,Plane,mismatch,1,0
71,Pink,mtpv,Lamp,Shoe,mismatch,1,0
72,Blue,qxsw,Boat,Square,mismatch,1,0
73,Black,rjdnv,Plane,Star,mismatch,1,0
74,Pink,mtpv,Lamp,Tree,mismatch,1,0
75,Black,rjdnv,Plane,Bag,mismatch,2,0
76,Brown,zbxlv,House,Bell,mismatch,2,0
77,Pink,mtpv,Lamp,Boat,mismatch,2,0
78,Pink,mtpv,Lamp,Bone,mismatch,2,0
79,Black,rjdnv,Plane,Bow,mismatch,2,0
80,Brown,zbxlv,House,Cane,mismatch,2,0
81,Pink,mtpv,Lamp,Car,mismatch,2,0
82,Pink,mtpv,Lamp,Cross,mismatch,2,0
83,Green,wvcnz,Cross,Cup,mismatch,2,0
84,Green,wvcnz,Cross,Disc,mismatch,2,0
85,Red,xkq,Cup,Flag,mismatch,2,0
86,Black,rjdnv,Plane,Fork,mismatch,2,0
87,Red,xkq,Cup,Hand,mismatch,2,0
88,Red,xkq,Cup,Heart,mismatch,2,0
89,Black,rjdnv,Plane,House,mismatch,2,0
90,Blue,qxsw,Boat,Key,mismatch,2,0
91,Blue,qxsw,Boat,Lamp,mismatch,2,0
92,Blue,qxsw,Boat,Leaf,mismatch,2,0
93,Green,wvcnz,Cross,Lock,mismatch,2,0
94,Brown,zbxlv,House,Note,mismatch,2,0
95,Green,wvcnz,Cross,Plane,mismatch,2,0
96,Blue,qxsw,Boat,Shoe,mismatch,2,0
97,Green,wvcnz,Cross,Square,mismatch,2,0
98,Red,xkq,Cup,Star,mismatch,2,0
99,Brown,zbxlv,House,Tree,mismatch,2,0
