,Modifier,Consonant,ListMod,Head,Match,MisMatchType,ListMatch
0,Brown,zbxlv,House,Bag,match,0,1
1,Brown,zbxlv,House,Bell,match,0,1
2,Black,rjdnv,Plane,Boat,match,0,1
3,Brown,zbxlv,House,Bone,match,0,1
4,Green,wvcnz,Cross,Bow,match,0,1
5,Green,wvcnz,Cross,Cane,match,0,1
6,Blue,qxsw,Boat,Car,match,0,1
7,Black,rjdnv,Plane,Cross,match,0,1
8,Pink,mtpv,Lamp,Cup,match,0,1
9,Blue,qxsw,Boat,Disc,match,0,1
10,Red,xkq,Cup,Flag,match,0,1
11,Green,wvcnz,Cross,Fork,match,0,1
12,Red,xkq,Cup,Hand,match,0,1
13,Red,xkq,Cup,Heart,match,0,1
14,Blue,qxsw,Boat,House,match,0,1
15,Blue,qxsw,Boat,Key,match,0,1
16,Red,xkq,Cup,Lamp,match,0,1
17,Green,wvcnz,Cross,Leaf,match,0,1
18,Black,rjdnv,Plane,Lock,match,0,1
19,Brown,zbxlv,House,Note,match,0,1
20,Green,wvcnz,Cross,Plane,match,0,1
21,Pink,mtpv,Lamp,Shoe,match,0,1
22,Black,rjdnv,Plane,Square,match,0,1
23,Pink,mtpv,Lamp,Star,match,0,1
24,Pink,mtpv,Lamp,Tree,match,0,1
25,Blue,qxsw,Boat,Bag,match,0,2
26,Green,wvcnz,Cross,Bell,match,0,2
27,Pink,mtpv,Lamp,Boat,match,0,2
28,Green,wvcnz,Cross,Bone,match,0,2
29,Red,xkq,Cup,Bow,match,0,2
30,Blue,qxsw,Boat,Cane,match,0,2
31,Blue,qxsw,Boat,Car,match,0,2
32,Brown,zbxlv,House,Cross,match,0,2
33,Brown,zbxlv,House,Cup,match,0,2
34,Pink,mtpv,Lamp,Disc,match,0,2
35,Green,wvcnz,Cross,Flag,match,0,2
36,Green,wvcnz,Cross,Fork,match,0,2
37,Black,rjdnv,Plane,Hand,match,0,2
38,Black,rjdnv,Plane,Heart,match,0,2
39,Pink,mtpv,Lamp,House,match,0,2
40,Green,wvcnz,Cross,Key,match,0,2
41,Red,xkq,Cup,Lamp,match,0,2
42,Black,rjdnv,Plane,Leaf,match,0,2
43,Blue,qxsw,Boat,Lock,match,0,2
44,Red,xkq,Cup,Note,match,0,2
45,Pink,mtpv,Lamp,Plane,match,0,2
46,Brown,zbxlv,House,Shoe,match,0,2
47,Black,rjdnv,Plane,Square,match,0,2
48,Brown,zbxlv,House,Star,match,0,2
49,Red,xkq,Cup,Tree,match,0,2
50,Black,rjdnv,Plane,Bag,mismatch,1,0
51,Blue,qxsw,Boat,Bell,mismatch,1,0
52,Pink,mtpv,Lamp,Boat,mismatch,1,0
53,Brown,zbxlv,House,Bone,mismatch,1,0
54,Red,xkq,Cup,Bow,mismatch,1,0
55,Pink,mtpv,Lamp,Cane,mismatch,1,0
56,Green,wvcnz,Cross,Car,mismatch,1,0
57,Brown,zbxlv,House,Cross,mismatch,1,0
58,Black,rjdnv,Plane,Cup,mismatch,1,0
59,Brown,zbxlv,House,Disc,mismatch,1,0
60,Blue,qxsw,Boat,Flag,mismatch,1,0
61,Blue,qxsw,Boat,Fork,mismatch,1,0
62,Pink,mtpv,Lamp,Hand,mismatch,1,0
63,Green,wvcnz,Cross,Heart,mismatch,1,0
64,Green,wvcnz,Cross,House,mismatch,1,0
65,Black,rjdnv,Plane,Key,mismatch,1,0
66,Black,rjdnv,Plane,Lamp,mismatch,1,0
67,Red,xkq,Cup,Leaf,mismatch,1,0
68,Green,wvcnz,Cross,Lock,mismatch,1,0
69,Blue,qxsw,Boat,Note,mismatch,1,0
70,Green,wvcnz,Cross,Plane,mismatch,1,0
71,Pink,mtpv,Lamp,Shoe,mismatch,1,0
72,Brown,zbxlv,House,Square,mismatch,1,0
73,Red,xkq,Cup,Star,mismatch,1,0
74,Red,xkq,Cup,Tree,mismatch,1,0
75,Blue,qxsw,Boat,Bag,mismatch,2,0
76,Blue,qxsw,Boat,Bell,mismatch,2,0
77,Green,wvcnz,Cross,Boat,mismatch,2,0
78,Black,rjdnv,Plane,Bone,mismatch,2,0
79,Blue,qxsw,Boat,Bow,mismatch,2,0
80,Black,rjdnv,Plane,Cane,mismatch,2,0
81,Red,xkq,Cup,Car,mismatch,2,0
82,Pink,mtpv,Lamp,Cross,mismatch,2,0
83,Green,wvcnz,Cross,Cup,mismatch,2,0
84,Pink,mtpv,Lamp,Disc,mismatch,2,0
85,Brown,zbxlv,House,Flag,mismatch,2,0
86,Red,xkq,Cup,Fork,mismatch,2,0
87,Blue,qxsw,Boat,Hand,mismatch,2,0
88,Brown,zbxlv,House,Heart,mismatch,2,0
89,Green,wvcnz,Cross,House,mismatch,2,0
90,Red,xkq,Cup,Key,mismatch,2,0
91,Brown,zbxlv,House,Lamp,mismatch,2,0
92,Red,xkq,Cup,Leaf,mismatch,2,0
93,Pink,mtpv,Lamp,Lock,mismatch,2,0
94,Black,rjdnv,Plane,Note,mismatch,2,0
95,Brown,zbxlv,House,Plane,mismatch,2,0
96,Green,wvcnz,Cross,Shoe,mismatch,2,0
97,Pink,mtpv,Lamp,Square,mismatch,2,0
98,Black,rjdnv,Plane,Star,mismatch,2,0
99,Green,wvcnz,Cross,Tree,mismatch,2,0
