,Unnamed: 0,Modifier,Consonant,ListMod,Head,Match,MisMatchType,ListMatch,Image_Comp2,Image_Comp1,Image_List1,Image_List2
0,0,Red,xkq,Cup,Bag,match,0,1,RedBag_1,RedBag_2,RedBag_3,PinkCup_2
1,1,Red,xkq,Cup,Bell,match,0,1,RedBell_3,RedBell_2,RedBell_3,GreenCup_2
2,2,Green,wvcnz,Cross,Boat,match,0,1,GreenBoat_3,GreenBoat_3,GreenBoat_2,BlueCross_3
3,3,Green,wvcnz,Cross,Bone,match,0,1,GreenBone_1,GreenBone_1,GreenBone_3,BlueCross_1
4,4,Green,wvcnz,Cross,Bow,match,0,1,GreenBow_3,GreenBow_1,GreenBow_2,BlueCross_3
5,5,Brown,zbxlv,House,Cane,match,0,1,BrownCane_2,BrownCane_1,BrownCane_3,BlueHouse_3
6,6,Pink,mtpv,Lamp,Car,match,0,1,PinkCar_3,PinkCar_2,PinkCar_2,BlueLamp_2
7,7,Black,rjdnv,Plane,Cross,match,0,1,BlackCross_3,BlackCross_1,BlackCross_3,RedPlane_2
8,8,Black,rjdnv,Plane,Cup,match,0,1,BlackCup_3,BlackCup_3,BlackCup_3,GreenPlane_3
9,9,Pink,mtpv,Lamp,Disc,match,0,1,PinkDisc_2,PinkDisc_3,PinkDisc_2,BlueLamp_2
10,10,Pink,mtpv,Lamp,Flag,match,0,1,PinkFlag_3,PinkFlag_3,PinkFlag_3,BrownLamp_2
11,11,Blue,qxsw,Boat,Fork,match,0,1,BlueFork_3,BlueFork_3,BlueFork_1,RedBoat_3
12,12,Black,rjdnv,Plane,Hand,match,0,1,BlackHand_2,BlackHand_1,BlackHand_2,PinkPlane_2
13,13,Red,xkq,Cup,Heart,match,0,1,RedHeart_2,RedHeart_1,RedHeart_3,BlackCup_1
14,14,Red,xkq,Cup,House,match,0,1,RedHouse_3,RedHouse_3,RedHouse_3,PinkCup_2
15,15,Brown,zbxlv,House,Key,match,0,1,BrownKey_1,BrownKey_3,BrownKey_1,RedHouse_1
16,16,Blue,qxsw,Boat,Lamp,match,0,1,BlueLamp_3,BlueLamp_2,BlueLamp_2,RedBoat_2
17,17,Green,wvcnz,Cross,Leaf,match,0,1,GreenLeaf_2,GreenLeaf_2,GreenLeaf_1,BlueCross_1
18,18,Brown,zbxlv,House,Lock,match,0,1,BrownLock_3,BrownLock_2,BrownLock_2,RedHouse_1
19,19,Blue,qxsw,Boat,Note,match,0,1,BlueNote_1,BlueNote_1,BlueNote_2,PinkBoat_2
20,20,Red,xkq,Cup,Plane,match,0,1,RedPlane_1,RedPlane_3,RedPlane_1,GreenCup_2
21,21,Black,rjdnv,Plane,Shoe,match,0,1,BlackShoe_1,BlackShoe_2,BlackShoe_3,GreenPlane_2
22,22,Pink,mtpv,Lamp,Square,match,0,1,PinkSquare_2,PinkSquare_2,PinkSquare_2,RedLamp_3
23,23,Blue,qxsw,Boat,Star,match,0,1,BlueStar_3,BlueStar_2,BlueStar_1,GreenBoat_1
24,24,Brown,zbxlv,House,Tree,match,0,1,BrownTree_3,BrownTree_3,BrownTree_3,GreenHouse_1
25,25,Black,rjdnv,Plane,Bag,match,0,2,BlackBag_1,BlackBag_3,BlackBag_3,RedBag_1
26,26,Blue,qxsw,Boat,Bell,match,0,2,BlueBell_3,BlueBell_3,BlueBell_1,BlackBell_3
27,27,Red,xkq,Cup,Boat,match,0,2,RedBoat_3,RedBoat_2,RedBoat_1,RedBoat_1
28,28,Red,xkq,Cup,Bone,match,0,2,RedBone_1,RedBone_2,RedBone_2,BlueBone_2
29,29,Brown,zbxlv,House,Bow,match,0,2,BrownBow_1,BrownBow_3,BrownBow_1,GreenBow_1
30,30,Pink,mtpv,Lamp,Cane,match,0,2,PinkCane_3,PinkCane_1,PinkCane_3,BrownCane_3
31,31,Brown,zbxlv,House,Car,match,0,2,BrownCar_2,BrownCar_1,BrownCar_1,RedCar_1
32,32,Blue,qxsw,Boat,Cross,match,0,2,BlueCross_1,BlueCross_3,BlueCross_1,RedCross_3
33,33,Pink,mtpv,Lamp,Cup,match,0,2,PinkCup_3,PinkCup_1,PinkCup_3,GreenCup_3
34,34,Red,xkq,Cup,Disc,match,0,2,RedDisc_3,RedDisc_3,RedDisc_2,BrownDisc_2
35,35,Red,xkq,Cup,Flag,match,0,2,RedFlag_1,RedFlag_2,RedFlag_3,GreenFlag_1
