,Modifier,Consonant,ListMod,Head,Match,MisMatchType,ListMatch
0,Pink,mtpv,Lamp,Bag,match,0,1
1,Pink,mtpv,Lamp,Bell,match,0,1
2,Green,wvcnz,Cross,Boat,match,0,1
3,Black,rjdnv,Plane,Bone,match,0,1
4,Black,rjdnv,Plane,Bow,match,0,1
5,Pink,mtpv,Lamp,Cane,match,0,1
6,Brown,zbxlv,House,Car,match,0,1
7,Pink,mtpv,Lamp,Cross,match,0,1
8,Green,wvcnz,Cross,Cup,match,0,1
9,Brown,zbxlv,House,Disc,match,0,1
10,Red,xkq,Cup,Flag,match,0,1
11,Brown,zbxlv,House,Fork,match,0,1
12,Brown,zbxlv,House,Hand,match,0,1
13,Black,rjdnv,Plane,Heart,match,0,1
14,Blue,qxsw,Boat,House,match,0,1
15,Red,xkq,Cup,Key,match,0,1
16,Black,rjdnv,Plane,Lamp,match,0,1
17,Green,wvcnz,Cross,Leaf,match,0,1
18,Red,xkq,Cup,Lock,match,0,1
19,Blue,qxsw,Boat,Note,match,0,1
20,Blue,qxsw,Boat,Plane,match,0,1
21,Pink,mtpv,Lamp,Shoe,match,0,1
22,Blue,qxsw,Boat,Square,match,0,1
23,Red,xkq,Cup,Star,match,0,1
24,Green,wvcnz,Cross,Tree,match,0,1
25,Green,wvcnz,Cross,Bag,match,0,2
26,Blue,qxsw,Boat,Bell,match,0,2
27,Black,rjdnv,Plane,Boat,match,0,2
28,Red,xkq,Cup,Bone,match,0,2
29,Green,wvcnz,Cross,Bow,match,0,2
30,Red,xkq,Cup,Cane,match,0,2
31,Pink,mtpv,Lamp,Car,match,0,2
32,Pink,mtpv,Lamp,Cross,match,0,2
33,Blue,qxsw,Boat,Cup,match,0,2
34,Red,xkq,Cup,Disc,match,0,2
35,Black,rjdnv,Plane,Flag,match,0,2
36,Pink,mtpv,Lamp,Fork,match,0,2
37,Green,wvcnz,Cross,Hand,match,0,2
38,Pink,mtpv,Lamp,Heart,match,0,2
39,Black,rjdnv,Plane,House,match,0,2
40,Black,rjdnv,Plane,Key,match,0,2
41,Brown,zbxlv,House,Lamp,match,0,2
42,Blue,qxsw,Boat,Leaf,match,0,2
43,Brown,zbxlv,House,Lock,match,0,2
44,Brown,zbxlv,House,Note,match,0,2
45,Brown,zbxlv,House,Plane,match,0,2
46,Blue,qxsw,Boat,Shoe,match,0,2
47,Red,xkq,Cup,Square,match,0,2
48,Pink,mtpv,Lamp,Star,match,0,2
49,Green,wvcnz,Cross,Tree,match,0,2
50,Red,xkq,Cup,Bag,mismatch,1,0
51,Black,rjdnv,Plane,Bell,mismatch,1,0
52,Brown,zbxlv,House,Boat,mismatch,1,0
53,Green,wvcnz,Cross,Bone,mismatch,1,0
54,Blue,qxsw,Boat,Bow,mismatch,1,0
55,Red,xkq,Cup,Cane,mismatch,1,0
56,Black,rjdnv,Plane,Car,mismatch,1,0
57,Blue,qxsw,Boat,Cross,mismatch,1,0
58,Pink,mtpv,Lamp,Cup,mismatch,1,0
59,Red,xkq,Cup,Disc,mismatch,1,0
60,Brown,zbxlv,House,Flag,mismatch,1,0
61,Pink,mtpv,Lamp,Fork,mismatch,1,0
62,Green,wvcnz,Cross,Hand,mismatch,1,0
63,Blue,qxsw,Boat,Heart,mismatch,1,0
64,Green,wvcnz,Cross,House,mismatch,1,0
65,Green,wvcnz,Cross,Key,mismatch,1,0
66,Red,xkq,Cup,Lamp,mismatch,1,0
67,Black,rjdnv,Plane,Leaf,mismatch,1,0
68,Black,rjdnv,Plane,Lock,mismatch,1,0
69,Brown,zbxlv,House,Note,mismatch,1,0
70,Pink,mtpv,Lamp,Plane,mismatch,1,0
71,Pink,mtpv,Lamp,Shoe,mismatch,1,0
72,Blue,qxsw,Boat,Square,mismatch,1,0
73,Brown,zbxlv,House,Star,mismatch,1,0
74,Pink,mtpv,Lamp,Tree,mismatch,1,0
75,Brown,zbxlv,House,Bag,mismatch,2,0
76,Brown,zbxlv,House,Bell,mismatch,2,0
77,Brown,zbxlv,House,Boat,mismatch,2,0
78,Black,rjdnv,Plane,Bone,mismatch,2,0
79,Pink,mtpv,Lamp,Bow,mismatch,2,0
80,Blue,qxsw,Boat,Cane,mismatch,2,0
81,Pink,mtpv,Lamp,Car,mismatch,2,0
82,Black,rjdnv,Plane,Cross,mismatch,2,0
83,Black,rjdnv,Plane,Cup,mismatch,2,0
84,Blue,qxsw,Boat,Disc,mismatch,2,0
85,Green,wvcnz,Cross,Flag,mismatch,2,0
86,Green,wvcnz,Cross,Fork,mismatch,2,0
87,Blue,qxsw,Boat,Hand,mismatch,2,0
88,Red,xkq,Cup,Heart,mismatch,2,0
89,Pink,mtpv,Lamp,House,mismatch,2,0
90,Green,wvcnz,Cross,Key,mismatch,2,0
91,Red,xkq,Cup,Lamp,mismatch,2,0
92,Red,xkq,Cup,Leaf,mismatch,2,0
93,Black,rjdnv,Plane,Lock,mismatch,2,0
94,Pink,mtpv,Lamp,Note,mismatch,2,0
95,Blue,qxsw,Boat,Plane,mismatch,2,0
96,Brown,zbxlv,House,Shoe,mismatch,2,0
97,Green,wvcnz,Cross,Square,mismatch,2,0
98,Pink,mtpv,Lamp,Star,mismatch,2,0
99,Red,xkq,Cup,Tree,mismatch,2,0
