,Modifier,Consonant,ListMod,Head,Match,MisMatchType,ListMatch
0,Black,rjdnv,Plane,Bag,match,0,1
1,Red,xkq,Cup,Bell,match,0,1
2,Pink,mtpv,Lamp,Boat,match,0,1
3,Blue,qxsw,Boat,Bone,match,0,1
4,Green,wvcnz,Cross,Bow,match,0,1
5,Red,xkq,Cup,Cane,match,0,1
6,Pink,mtpv,Lamp,Car,match,0,1
7,Red,xkq,Cup,Cross,match,0,1
8,Blue,qxsw,Boat,Cup,match,0,1
9,Brown,zbxlv,House,Disc,match,0,1
10,Brown,zbxlv,House,Flag,match,0,1
11,Black,rjdnv,Plane,Fork,match,0,1
12,Red,xkq,Cup,Hand,match,0,1
13,Red,xkq,Cup,Heart,match,0,1
14,Green,wvcnz,Cross,House,match,0,1
15,Blue,qxsw,Boat,Key,match,0,1
16,Brown,zbxlv,House,Lamp,match,0,1
17,Green,wvcnz,Cross,Leaf,match,0,1
18,Brown,zbxlv,House,Lock,match,0,1
19,Black,rjdnv,Plane,Note,match,0,1
20,Pink,mtpv,Lamp,Plane,match,0,1
21,Pink,mtpv,Lamp,Shoe,match,0,1
22,Green,wvcnz,Cross,Square,match,0,1
23,Blue,qxsw,Boat,Star,match,0,1
24,Black,rjdnv,Plane,Tree,match,0,1
25,Red,xkq,Cup,Bag,match,0,2
26,Pink,mtpv,Lamp,Bell,match,0,2
27,Black,rjdnv,Plane,Boat,match,0,2
28,Black,rjdnv,Plane,Bone,match,0,2
29,Red,xkq,Cup,Bow,match,0,2
30,Red,xkq,Cup,Cane,match,0,2
31,Pink,mtpv,Lamp,Car,match,0,2
32,Brown,zbxlv,House,Cross,match,0,2
33,Green,wvcnz,Cross,Cup,match,0,2
34,Green,wvcnz,Cross,Disc,match,0,2
35,Blue,qxsw,Boat,Flag,match,0,2
36,Blue,qxsw,Boat,Fork,match,0,2
37,Brown,zbxlv,House,Hand,match,0,2
38,Green,wvcnz,Cross,Heart,match,0,2
39,Black,rjdnv,Plane,House,match,0,2
40,Black,rjdnv,Plane,Key,match,0,2
41,Green,wvcnz,Cross,Lamp,match,0,2
42,Brown,zbxlv,House,Leaf,match,0,2
43,Red,xkq,Cup,Lock,match,0,2
44,Blue,qxsw,Boat,Note,match,0,2
45,Brown,zbxlv,House,Plane,match,0,2
46,Pink,mtpv,Lamp,Shoe,match,0,2
47,Blue,qxsw,Boat,Square,match,0,2
48,Red,xkq,Cup,Star,match,0,2
49,Pink,mtpv,Lamp,Tree,match,0,2
50,Pink,mtpv,Lamp,Bag,mismatch,1,0
51,Black,rjdnv,Plane,Bell,mismatch,1,0
52,Pink,mtpv,Lamp,Boat,mismatch,1,0
53,Red,xkq,Cup,Bone,mismatch,1,0
54,Green,wvcnz,Cross,Bow,mismatch,1,0
55,Pink,mtpv,Lamp,Cane,mismatch,1,0
56,Black,rjdnv,Plane,Car,mismatch,1,0
57,Pink,mtpv,Lamp,Cross,mismatch,1,0
58,Brown,zbxlv,House,Cup,mismatch,1,0
59,Black,rjdnv,Plane,Disc,mismatch,1,0
60,Black,rjdnv,Plane,Flag,mismatch,1,0
61,Brown,zbxlv,House,Fork,mismatch,1,0
62,Brown,zbxlv,House,Hand,mismatch,1,0
63,Blue,qxsw,Boat,Heart,mismatch,1,0
64,Red,xkq,Cup,House,mismatch,1,0
65,Red,xkq,Cup,Key,mismatch,1,0
66,Green,wvcnz,Cross,Lamp,mismatch,1,0
67,Red,xkq,Cup,Leaf,mismatch,1,0
68,Green,wvcnz,Cross,Lock,mismatch,1,0
69,Blue,qxsw,Boat,Note,mismatch,1,0
70,Blue,qxsw,Boat,Plane,mismatch,1,0
71,Blue,qxsw,Boat,Shoe,mismatch,1,0
72,Brown,zbxlv,House,Square,mismatch,1,0
73,Green,wvcnz,Cross,Star,mismatch,1,0
74,Red,xkq,Cup,Tree,mismatch,1,0
75,Red,xkq,Cup,Bag,mismatch,2,0
76,Red,xkq,Cup,Bell,mismatch,2,0
77,Red,xkq,Cup,Boat,mismatch,2,0
78,Blue,qxsw,Boat,Bone,mismatch,2,0
79,Brown,zbxlv,House,Bow,mismatch,2,0
80,Green,wvcnz,Cross,Cane,mismatch,2,0
81,Blue,qxsw,Boat,Car,mismatch,2,0
82,Red,xkq,Cup,Cross,mismatch,2,0
83,Brown,zbxlv,House,Cup,mismatch,2,0
84,Black,rjdnv,Plane,Disc,mismatch,2,0
85,Blue,qxsw,Boat,Flag,mismatch,2,0
86,Black,rjdnv,Plane,Fork,mismatch,2,0
87,Pink,mtpv,Lamp,Hand,mismatch,2,0
88,Green,wvcnz,Cross,Heart,mismatch,2,0
89,Blue,qxsw,Boat,House,mismatch,2,0
90,Brown,zbxlv,House,Key,mismatch,2,0
91,Black,rjdnv,Plane,Lamp,mismatch,2,0
92,Green,wvcnz,Cross,Leaf,mismatch,2,0
93,Pink,mtpv,Lamp,Lock,mismatch,2,0
94,Pink,mtpv,Lamp,Note,mismatch,2,0
95,Red,xkq,Cup,Plane,mismatch,2,0
96,Brown,zbxlv,House,Shoe,mismatch,2,0
97,Green,wvcnz,Cross,Square,mismatch,2,0
98,Black,rjdnv,Plane,Star,mismatch,2,0
99,Pink,mtpv,Lamp,Tree,mismatch,2,0
