,Unnamed: 0,Modifier,Consonant,ListMod,Head,Match,MisMatchType,ListMatch,Image_Comp2,Image_Comp1,Image_List1,Image_List2
0,0,Pink,mtpv,Lamp,Bag,match,0,1,PinkBag_2,PinkBag_2,PinkBag_2,GreenLamp_3
1,1,Red,xkq,Cup,Bell,match,0,1,RedBell_3,RedBell_1,RedBell_3,BlackCup_2
2,2,Black,rjdnv,Plane,Boat,match,0,1,BlackBoat_3,BlackBoat_2,BlackBoat_3,RedPlane_1
3,3,Brown,zbxlv,House,Bone,match,0,1,BrownBone_1,BrownBone_2,BrownBone_1,PinkHouse_1
4,4,Black,rjdnv,Plane,Bow,match,0,1,BlackBow_3,BlackBow_1,BlackBow_1,BluePlane_3
5,5,Pink,mtpv,Lamp,Cane,match,0,1,PinkCane_3,PinkCane_3,PinkCane_1,BlueLamp_3
6,6,Brown,zbxlv,House,Car,match,0,1,BrownCar_2,BrownCar_3,BrownCar_1,PinkHouse_3
7,7,Red,xkq,Cup,Cross,match,0,1,RedCross_3,RedCross_1,RedCross_2,BlackCup_3
8,8,Black,rjdnv,Plane,Cup,match,0,1,BlackCup_3,BlackCup_1,BlackCup_2,RedPlane_2
9,9,Green,wvcnz,Cross,Disc,match,0,1,GreenDisc_3,GreenDisc_2,GreenDisc_3,RedCross_2
10,10,Red,xkq,Cup,Flag,match,0,1,RedFlag_2,RedFlag_1,RedFlag_1,BlackCup_1
11,11,Pink,mtpv,Lamp,Fork,match,0,1,PinkFork_2,PinkFork_1,PinkFork_3,RedLamp_2
12,12,Brown,zbxlv,House,Hand,match,0,1,BrownHand_3,BrownHand_2,BrownHand_1,BlueHouse_3
13,13,Green,wvcnz,Cross,Heart,match,0,1,GreenHeart_1,GreenHeart_3,GreenHeart_1,BrownCross_2
14,14,Blue,qxsw,Boat,House,match,0,1,BlueHouse_3,BlueHouse_3,BlueHouse_1,BrownBoat_3
15,15,Brown,zbxlv,House,Key,match,0,1,BrownKey_3,BrownKey_1,BrownKey_1,BlueHouse_2
16,16,Black,rjdnv,Plane,Lamp,match,0,1,BlackLamp_1,BlackLamp_3,BlackLamp_1,GreenPlane_3
17,17,Black,rjdnv,Plane,Leaf,match,0,1,BlackLeaf_1,BlackLeaf_3,BlackLeaf_1,BluePlane_3
18,18,Green,wvcnz,Cross,Lock,match,0,1,GreenLock_3,GreenLock_1,GreenLock_1,BrownCross_1
19,19,Pink,mtpv,Lamp,Note,match,0,1,PinkNote_1,PinkNote_2,PinkNote_3,RedLamp_2
20,20,Blue,qxsw,Boat,Plane,match,0,1,BluePlane_1,BluePlane_1,BluePlane_2,BrownBoat_2
21,21,Blue,qxsw,Boat,Shoe,match,0,1,BlueShoe_3,BlueShoe_3,BlueShoe_2,BrownBoat_3
22,22,Red,xkq,Cup,Square,match,0,1,RedSquare_3,RedSquare_2,RedSquare_1,PinkCup_2
23,23,Green,wvcnz,Cross,Star,match,0,1,GreenStar_2,GreenStar_1,GreenStar_2,BrownCross_1
24,24,Blue,qxsw,Boat,Tree,match,0,1,BlueTree_3,BlueTree_2,BlueTree_2,RedBoat_3
25,25,Green,wvcnz,Cross,Bag,match,0,2,GreenBag_3,GreenBag_1,GreenBag_3,PinkBag_3
26,26,Red,xkq,Cup,Bell,match,0,2,RedBell_3,RedBell_3,RedBell_1,BlueBell_2
27,27,Brown,zbxlv,House,Boat,match,0,2,BrownBoat_2,BrownBoat_3,BrownBoat_3,BlackBoat_2
28,28,Green,wvcnz,Cross,Bone,match,0,2,GreenBone_2,GreenBone_3,GreenBone_1,BlueBone_2
29,29,Blue,qxsw,Boat,Bow,match,0,2,BlueBow_1,BlueBow_2,BlueBow_1,PinkBow_3
30,30,Brown,zbxlv,House,Cane,match,0,2,BrownCane_2,BrownCane_2,BrownCane_1,BlueCane_2
31,31,Red,xkq,Cup,Car,match,0,2,RedCar_2,RedCar_1,RedCar_1,BrownCar_3
32,32,Black,rjdnv,Plane,Cross,match,0,2,BlackCross_3,BlackCross_3,BlackCross_1,BlackCross_3
33,33,Pink,mtpv,Lamp,Cup,match,0,2,PinkCup_1,PinkCup_2,PinkCup_3,BlackCup_2
34,34,Pink,mtpv,Lamp,Disc,match,0,2,PinkDisc_2,PinkDisc_1,PinkDisc_3,BlueDisc_1
35,35,Brown,zbxlv,House,Flag,match,0,2,BrownFlag_3,BrownFlag_2,BrownFlag_1,RedFlag_2
36,36,Blue,qxsw,Boat,Fork,match,0,2,BlueFork_2,BlueFork_2,BlueFork_2,PinkFork_1
37,37,Black,rjdnv,Plane,Hand,match,0,2,BlackHand_2,BlackHand_3,BlackHand_2,GreenHand_3
38,38,Pink,mtpv,Lamp,Heart,match,0,2,PinkHeart_2,PinkHeart_3,PinkHeart_3,RedHeart_3
39,39,Black,rjdnv,Plane,House,match,0,2,BlackHouse_1,BlackHouse_3,BlackHouse_1,BlueHouse_3
40,40,Green,wvcnz,Cross,Key,match,0,2,GreenKey_2,GreenKey_1,GreenKey_3,RedKey_3
41,41,Blue,qxsw,Boat,Lamp,match,0,2,BlueLamp_3,BlueLamp_1,BlueLamp_1,BlackLamp_1
42,42,Brown,zbxlv,House,Leaf,match,0,2,BrownLeaf_3,BrownLeaf_3,BrownLeaf_2,BlackLeaf_1
43,43,Pink,mtpv,Lamp,Lock,match,0,2,PinkLock_1,PinkLock_2,PinkLock_3,PinkLock_3
44,44,Red,xkq,Cup,Note,match,0,2,RedNote_3,RedNote_3,RedNote_3,PinkNote_1
45,45,Red,xkq,Cup,Plane,match,0,2,RedPlane_1,RedPlane_3,RedPlane_3,RedPlane_3
46,46,Blue,qxsw,Boat,Shoe,match,0,2,BlueShoe_2,BlueShoe_1,BlueShoe_3,BrownShoe_2
47,47,Green,wvcnz,Cross,Square,match,0,2,GreenSquare_3,GreenSquare_3,GreenSquare_3,BrownSquare_1
48,48,Black,rjdnv,Plane,Star,match,0,2,BlackStar_2,BlackStar_1,BlackStar_3,BlackStar_3
49,49,Black,rjdnv,Plane,Tree,match,0,2,BlackTree_2,BlackTree_2,BlackTree_1,BlueTree_2
50,50,Black,rjdnv,Plane,Bag,mismatch,1,0,BlackLamp_3,BlackLock_3,BlackCar_1,RedBoat_1
51,51,Pink,mtpv,Lamp,Bell,mismatch,1,0,PinkBone_1,PinkCup_3,PinkHouse_1,BlackLeaf_1
52,52,Red,xkq,Cup,Boat,mismatch,1,0,RedCross_2,RedHeart_2,RedCar_1,BlueBell_1
53,53,Blue,qxsw,Boat,Bone,mismatch,1,0,BlueHouse_1,BlueBell_3,BlueLock_3,BrownFlag_1
54,54,Brown,zbxlv,House,Bow,mismatch,1,0,BrownKey_2,BrownHand_3,BrownCane_2,BrownTree_2
55,55,Brown,zbxlv,House,Cane,mismatch,1,0,BrownBoat_1,BrownLeaf_2,BrownShoe_1,RedSquare_1
56,56,Black,rjdnv,Plane,Car,mismatch,1,0,BlackCross_1,BlackLeaf_3,BlackShoe_3,BlueBone_1
57,57,Brown,zbxlv,House,Cross,mismatch,1,0,BrownLeaf_1,BrownBow_3,BrownFlag_3,PinkFlag_2
58,58,Green,wvcnz,Cross,Cup,mismatch,1,0,GreenBone_2,GreenLamp_2,GreenLamp_3,PinkBow_3
59,59,Black,rjdnv,Plane,Disc,mismatch,1,0,BlackCross_2,BlackBow_1,BlackLock_3,BlackLock_3
60,60,Pink,mtpv,Lamp,Flag,mismatch,1,0,PinkHouse_2,PinkNote_3,PinkBow_1,GreenLamp_1
61,61,Blue,qxsw,Boat,Fork,mismatch,1,0,BlueShoe_2,BluePlane_1,BlueFlag_3,GreenBag_1
62,62,Green,wvcnz,Cross,Hand,mismatch,1,0,GreenStar_2,GreenDisc_2,GreenStar_1,BlackDisc_1
63,63,Red,xkq,Cup,Heart,mismatch,1,0,RedCross_2,RedBell_1,RedPlane_1,BlueDisc_1
64,64,Pink,mtpv,Lamp,House,mismatch,1,0,PinkCane_1,PinkHeart_1,PinkBag_1,GreenBag_2
65,65,Pink,mtpv,Lamp,Key,mismatch,1,0,PinkBag_3,PinkLeaf_2,PinkFork_2,BlackHouse_1
66,66,Red,xkq,Cup,Lamp,mismatch,1,0,RedCross_3,RedCross_2,RedBell_1,BlackShoe_2
67,67,Black,rjdnv,Plane,Leaf,mismatch,1,0,BlackHouse_1,BlackHouse_1,BlackHeart_1,GreenLamp_1
68,68,Blue,qxsw,Boat,Lock,mismatch,1,0,BlueTree_1,BlueBell_1,BlueFlag_3,BlueHouse_2
69,69,Green,wvcnz,Cross,Note,mismatch,1,0,GreenLock_2,GreenBag_3,GreenHand_1,GreenHand_2
70,70,Blue,qxsw,Boat,Plane,mismatch,1,0,BlueFlag_3,BlueLamp_1,BlueLamp_1,GreenBone_3
