,Unnamed: 0,Modifier,Consonant,ListMod,Head,Match,MisMatchType,ListMatch,Image_Comp2,Image_Comp1,Image_List1,Image_List2
0,0,Pink,mtpv,Lamp,Bag,match,0,1,PinkBag_1,PinkBag_1,PinkBag_3,BlackLamp_1
1,1,Pink,mtpv,Lamp,Bell,match,0,1,PinkBell_1,PinkBell_1,PinkBell_3,BrownLamp_2
2,2,Green,wvcnz,Cross,Boat,match,0,1,GreenBoat_2,GreenBoat_1,GreenBoat_1,BlueCross_3
3,3,Black,rjdnv,Plane,Bone,match,0,1,BlackBone_2,BlackBone_1,BlackBone_2,BluePlane_2
4,4,Black,rjdnv,Plane,Bow,match,0,1,BlackBow_3,BlackBow_1,BlackBow_3,BrownPlane_2
5,5,Pink,mtpv,Lamp,Cane,match,0,1,PinkCane_3,PinkCane_3,PinkCane_1,BrownLamp_3
6,6,Brown,zbxlv,House,Car,match,0,1,BrownCar_3,BrownCar_1,BrownCar_3,BlackHouse_3
7,7,Pink,mtpv,Lamp,Cross,match,0,1,PinkCross_1,PinkCross_1,PinkCross_2,RedLamp_1
8,8,Green,wvcnz,Cross,Cup,match,0,1,GreenCup_3,GreenCup_1,GreenCup_2,BlackCross_1
9,9,Brown,zbxlv,House,Disc,match,0,1,BrownDisc_3,BrownDisc_2,BrownDisc_3,PinkHouse_1
10,10,Red,xkq,Cup,Flag,match,0,1,RedFlag_1,RedFlag_1,RedFlag_3,BlueCup_3
11,11,Brown,zbxlv,House,Fork,match,0,1,BrownFork_2,BrownFork_1,BrownFork_1,BlueHouse_2
12,12,Brown,zbxlv,House,Hand,match,0,1,BrownHand_2,BrownHand_3,BrownHand_1,BlueHouse_2
13,13,Black,rjdnv,Plane,Heart,match,0,1,BlackHeart_2,BlackHeart_1,BlackHeart_3,BrownPlane_1
14,14,Blue,qxsw,Boat,House,match,0,1,BlueHouse_1,BlueHouse_1,BlueHouse_2,BlackBoat_3
15,15,Red,xkq,Cup,Key,match,0,1,RedKey_2,RedKey_1,RedKey_1,BlackCup_3
