,Modifier,Consonant,ListMod,Head,Match,MisMatchType,ListMatch
0,Brown,zbxlv,House,Bag,match,0,1
1,Red,xkq,Cup,Bell,match,0,1
2,Brown,zbxlv,House,Boat,match,0,1
3,Pink,mtpv,Lamp,Bone,match,0,1
4,Black,rjdnv,Plane,Bow,match,0,1
5,Pink,mtpv,Lamp,Cane,match,0,1
6,Brown,zbxlv,House,Car,match,0,1
7,Black,rjdnv,Plane,Cross,match,0,1
8,Blue,qxsw,Boat,Cup,match,0,1
9,Red,xkq,Cup,Disc,match,0,1
10,Blue,qxsw,Boat,Flag,match,0,1
11,Black,rjdnv,Plane,Fork,match,0,1
12,Blue,qxsw,Boat,Hand,match,0,1
13,Blue,qxsw,Boat,Heart,match,0,1
14,Green,wvcnz,Cross,House,match,0,1
15,Green,wvcnz,Cross,Key,match,0,1
16,Green,wvcnz,Cross,Lamp,match,0,1
17,Green,wvcnz,Cross,Leaf,match,0,1
18,Red,xkq,Cup,Lock,match,0,1
19,Pink,mtpv,Lamp,Note,match,0,1
20,Red,xkq,Cup,Plane,match,0,1
21,Brown,zbxlv,House,Shoe,match,0,1
22,Brown,zbxlv,House,Square,match,0,1
23,Black,rjdnv,Plane,Star,match,0,1
24,Pink,mtpv,Lamp,Tree,match,0,1
25,Blue,qxsw,Boat,Bag,match,0,2
26,Green,wvcnz,Cross,Bell,match,0,2
27,Brown,zbxlv,House,Boat,match,0,2
28,Brown,zbxlv,House,Bone,match,0,2
29,Green,wvcnz,Cross,Bow,match,0,2
30,Red,xkq,Cup,Cane,match,0,2
31,Red,xkq,Cup,Car,match,0,2
32,Black,rjdnv,Plane,Cross,match,0,2
33,Black,rjdnv,Plane,Cup,match,0,2
34,Blue,qxsw,Boat,Disc,match,0,2
35,Black,rjdnv,Plane,Flag,match,0,2
36,Pink,mtpv,Lamp,Fork,match,0,2
37,Black,rjdnv,Plane,Hand,match,0,2
38,Pink,mtpv,Lamp,Heart,match,0,2
39,Blue,qxsw,Boat,House,match,0,2
40,Pink,mtpv,Lamp,Key,match,0,2
41,Brown,zbxlv,House,Lamp,match,0,2
42,Blue,qxsw,Boat,Leaf,match,0,2
43,Red,xkq,Cup,Lock,match,0,2
44,Brown,zbxlv,House,Note,match,0,2
45,Red,xkq,Cup,Plane,match,0,2
46,Green,wvcnz,Cross,Shoe,match,0,2
47,Pink,mtpv,Lamp,Square,match,0,2
48,Green,wvcnz,Cross,Star,match,0,2
49,Brown,zbxlv,House,Tree,match,0,2
50,Brown,zbxlv,House,Bag,mismatch,1,0
51,Brown,zbxlv,House,Bell,mismatch,1,0
52,Pink,mtpv,Lamp,Boat,mismatch,1,0
53,Black,rjdnv,Plane,Bone,mismatch,1,0
54,Red,xkq,Cup,Bow,mismatch,1,0
55,Green,wvcnz,Cross,Cane,mismatch,1,0
56,Green,wvcnz,Cross,Car,mismatch,1,0
57,Blue,qxsw,Boat,Cross,mismatch,1,0
58,Blue,qxsw,Boat,Cup,mismatch,1,0
59,Green,wvcnz,Cross,Disc,mismatch,1,0
60,Brown,zbxlv,House,Flag,mismatch,1,0
61,Red,xkq,Cup,Fork,mismatch,1,0
62,Green,wvcnz,Cross,Hand,mismatch,1,0
63,Black,rjdnv,Plane,Heart,mismatch,1,0
64,Pink,mtpv,Lamp,House,mismatch,1,0
65,Black,rjdnv,Plane,Key,mismatch,1,0
66,Brown,zbxlv,House,Lamp,mismatch,1,0
67,Pink,mtpv,Lamp,Leaf,mismatch,1,0
68,Blue,qxsw,Boat,Lock,mismatch,1,0
69,Red,xkq,Cup,Note,mismatch,1,0
70,Blue,qxsw,Boat,Plane,mismatch,1,0
71,Pink,mtpv,Lamp,Shoe,mismatch,1,0
72,Brown,zbxlv,House,Square,mismatch,1,0
73,Red,xkq,Cup,Star,mismatch,1,0
74,Black,rjdnv,Plane,Tree,mismatch,1,0
75,Black,rjdnv,Plane,Bag,mismatch,2,0
76,Pink,mtpv,Lamp,Bell,mismatch,2,0
77,Red,xkq,Cup,Boat,mismatch,2,0
78,Black,rjdnv,Plane,Bone,mismatch,2,0
79,Green,wvcnz,Cross,Bow,mismatch,2,0
80,Brown,zbxlv,House,Cane,mismatch,2,0
81,Blue,qxsw,Boat,Car,mismatch,2,0
82,Pink,mtpv,Lamp,Cross,mismatch,2,0
83,Green,wvcnz,Cross,Cup,mismatch,2,0
84,Red,xkq,Cup,Disc,mismatch,2,0
85,Brown,zbxlv,House,Flag,mismatch,2,0
86,Green,wvcnz,Cross,Fork,mismatch,2,0
87,Brown,zbxlv,House,Hand,mismatch,2,0
88,Red,xkq,Cup,Heart,mismatch,2,0
89,Green,wvcnz,Cross,House,mismatch,2,0
90,Brown,zbxlv,House,Key,mismatch,2,0
91,Blue,qxsw,Boat,Lamp,mismatch,2,0
92,Pink,mtpv,Lamp,Leaf,mismatch,2,0
93,Pink,mtpv,Lamp,Lock,mismatch,2,0
94,Blue,qxsw,Boat,Note,mismatch,2,0
95,Brown,zbxlv,House,Plane,mismatch,2,0
96,Black,rjdnv,Plane,Shoe,mismatch,2,0
97,Blue,qxsw,Boat,Square,mismatch,2,0
98,Red,xkq,Cup,Star,mismatch,2,0
99,Black,rjdnv,Plane,Tree,mismatch,2,0
