,Modifier,Consonant,ListMod,Head,Match,MisMatchType,ListMatch
0,Red,xkq,Cup,Bag,match,0,1
1,Pink,mtpv,Lamp,Bell,match,0,1
2,Green,wvcnz,Cross,Boat,match,0,1
3,Pink,mtpv,Lamp,Bone,match,0,1
4,Brown,zbxlv,House,Bow,match,0,1
5,Pink,mtpv,Lamp,Cane,match,0,1
6,Green,wvcnz,Cross,Car,match,0,1
7,Pink,mtpv,Lamp,Cross,match,0,1
8,Green,wvcnz,Cross,Cup,match,0,1
9,Black,rjdnv,Plane,Disc,match,0,1
10,Brown,zbxlv,House,Flag,match,0,1
11,Brown,zbxlv,House,Fork,match,0,1
12,Blue,qxsw,Boat,Hand,match,0,1
13,Red,xkq,Cup,Heart,match,0,1
14,Pink,mtpv,Lamp,House,match,0,1
15,Blue,qxsw,Boat,Key,match,0,1
16,Black,rjdnv,Plane,Lamp,match,0,1
17,Black,rjdnv,Plane,Leaf,match,0,1
18,Brown,zbxlv,House,Lock,match,0,1
19,Black,rjdnv,Plane,Note,match,0,1
20,Blue,qxsw,Boat,Plane,match,0,1
21,Blue,qxsw,Boat,Shoe,match,0,1
22,Green,wvcnz,Cross,Square,match,0,1
23,Red,xkq,Cup,Star,match,0,1
24,Red,xkq,Cup,Tree,match,0,1
25,Brown,zbxlv,House,Bag,match,0,2
26,Brown,zbxlv,House,Bell,match,0,2
27,Brown,zbxlv,House,Boat,match,0,2
28,Pink,mtpv,Lamp,Bone,match,0,2
29,Black,rjdnv,Plane,Bow,match,0,2
30,Green,wvcnz,Cross,Cane,match,0,2
31,Green,wvcnz,Cross,Car,match,0,2
32,Red,xkq,Cup,Cross,match,0,2
33,Blue,qxsw,Boat,Cup,match,0,2
34,Red,xkq,Cup,Disc,match,0,2
35,Black,rjdnv,Plane,Flag,match,0,2
36,Green,wvcnz,Cross,Fork,match,0,2
37,Pink,mtpv,Lamp,Hand,match,0,2
38,Brown,zbxlv,House,Heart,match,0,2
39,Blue,qxsw,Boat,House,match,0,2
40,Black,rjdnv,Plane,Key,match,0,2
41,Red,xkq,Cup,Lamp,match,0,2
42,Pink,mtpv,Lamp,Leaf,match,0,2
43,Blue,qxsw,Boat,Lock,match,0,2
44,Black,rjdnv,Plane,Note,match,0,2
45,Green,wvcnz,Cross,Plane,match,0,2
46,Pink,mtpv,Lamp,Shoe,match,0,2
47,Red,xkq,Cup,Square,match,0,2
48,Pink,mtpv,Lamp,Star,match,0,2
49,Blue,qxsw,Boat,Tree,match,0,2
50,Pink,mtpv,Lamp,Bag,mismatch,1,0
51,Blue,qxsw,Boat,Bell,mismatch,1,0
52,Red,xkq,Cup,Boat,mismatch,1,0
53,Red,xkq,Cup,Bone,mismatch,1,0
54,Black,rjdnv,Plane,Bow,mismatch,1,0
55,Brown,zbxlv,House,Cane,mismatch,1,0
56,Brown,zbxlv,House,Car,mismatch,1,0
57,Brown,zbxlv,House,Cross,mismatch,1,0
58,Green,wvcnz,Cross,Cup,mismatch,1,0
59,Black,rjdnv,Plane,Disc,mismatch,1,0
60,Blue,qxsw,Boat,Flag,mismatch,1,0
61,Blue,qxsw,Boat,Fork,mismatch,1,0
62,Green,wvcnz,Cross,Hand,mismatch,1,0
63,Brown,zbxlv,House,Heart,mismatch,1,0
64,Red,xkq,Cup,House,mismatch,1,0
65,Blue,qxsw,Boat,Key,mismatch,1,0
66,Black,rjdnv,Plane,Lamp,mismatch,1,0
67,Pink,mtpv,Lamp,Leaf,mismatch,1,0
68,Pink,mtpv,Lamp,Lock,mismatch,1,0
69,Red,xkq,Cup,Note,mismatch,1,0
70,Pink,mtpv,Lamp,Plane,mismatch,1,0
71,Black,rjdnv,Plane,Shoe,mismatch,1,0
72,Green,wvcnz,Cross,Square,mismatch,1,0
73,Pink,mtpv,Lamp,Star,mismatch,1,0
74,Green,wvcnz,Cross,Tree,mismatch,1,0
75,Red,xkq,Cup,Bag,mismatch,2,0
76,Black,rjdnv,Plane,Bell,mismatch,2,0
77,Pink,mtpv,Lamp,Boat,mismatch,2,0
78,Green,wvcnz,Cross,Bone,mismatch,2,0
79,Blue,qxsw,Boat,Bow,mismatch,2,0
80,Blue,qxsw,Boat,Cane,mismatch,2,0
81,Pink,mtpv,Lamp,Car,mismatch,2,0
82,Black,rjdnv,Plane,Cross,mismatch,2,0
83,Brown,zbxlv,House,Cup,mismatch,2,0
84,Green,wvcnz,Cross,Disc,mismatch,2,0
85,Blue,qxsw,Boat,Flag,mismatch,2,0
86,Pink,mtpv,Lamp,Fork,mismatch,2,0
87,Black,rjdnv,Plane,Hand,mismatch,2,0
88,Black,rjdnv,Plane,Heart,mismatch,2,0
89,Red,xkq,Cup,House,mismatch,2,0
90,Brown,zbxlv,House,Key,mismatch,2,0
91,Green,wvcnz,Cross,Lamp,mismatch,2,0
92,Green,wvcnz,Cross,Leaf,mismatch,2,0
93,Red,xkq,Cup,Lock,mismatch,2,0
94,Pink,mtpv,Lamp,Note,mismatch,2,0
95,Pink,mtpv,Lamp,Plane,mismatch,2,0
96,Red,xkq,Cup,Shoe,mismatch,2,0
97,Blue,qxsw,Boat,Square,mismatch,2,0
98,Brown,zbxlv,House,Star,mismatch,2,0
99,Brown,zbxlv,House,Tree,mismatch,2,0
