,Unnamed: 0,Modifier,Consonant,ListMod,Head,Match,MisMatchType,ListMatch,Image_Comp2,Image_Comp1,Image_List1,Image_List2
0,0,Red,xkq,Cup,Bag,match,0,1,RedBag_2,RedBag_2,RedBag_1,BlueCup_3
1,1,Pink,mtpv,Lamp,Bell,match,0,1,PinkBell_3,PinkBell_2,PinkBell_1,BlackLamp_1
2,2,Green,wvcnz,Cross,Boat,match,0,1,GreenBoat_3,GreenBoat_2,GreenBoat_3,BrownCross_3
3,3,Brown,zbxlv,House,Bone,match,0,1,BrownBone_1,BrownBone_2,BrownBone_1,RedHouse_2
4,4,Blue,qxsw,Boat,Bow,match,0,1,BlueBow_2,BlueBow_1,BlueBow_3,BlackBoat_1
5,5,Brown,zbxlv,House,Cane,match,0,1,BrownCane_3,BrownCane_2,BrownCane_2,BlueHouse_2
6,6,Pink,mtpv,Lamp,Car,match,0,1,PinkCar_1,PinkCar_3,PinkCar_3,BlueLamp_3
7,7,Black,rjdnv,Plane,Cross,match,0,1,BlackCross_3,BlackCross_3,BlackCross_3,PinkPlane_1
8,8,Green,wvcnz,Cross,Cup,match,0,1,GreenCup_1,GreenCup_1,GreenCup_3,PinkCross_1
9,9,Black,rjdnv,Plane,Disc,match,0,1,BlackDisc_1,BlackDisc_3,BlackDisc_2,GreenPlane_1
10,10,Red,xkq,Cup,Flag,match,0,1,RedFlag_2,RedFlag_3,RedFlag_1,PinkCup_2
11,11,Brown,zbxlv,House,Fork,match,0,1,BrownFork_3,BrownFork_3,BrownFork_3,BlueHouse_1
12,12,Green,wvcnz,Cross,Hand,match,0,1,GreenHand_3,GreenHand_3,GreenHand_2,BlackCross_2
13,13,Black,rjdnv,Plane,Heart,match,0,1,BlackHeart_1,BlackHeart_3,BlackHeart_3,PinkPlane_3
14,14,Blue,qxsw,Boat,House,match,0,1,BlueHouse_3,BlueHouse_1,BlueHouse_1,BlackBoat_2
15,15,Black,rjdnv,Plane,Key,match,0,1,BlackKey_1,BlackKey_1,BlackKey_1,GreenPlane_1
16,16,Blue,qxsw,Boat,Lamp,match,0,1,BlueLamp_1,BlueLamp_1,BlueLamp_3,GreenBoat_2
17,17,Brown,zbxlv,House,Leaf,match,0,1,BrownLeaf_3,BrownLeaf_1,BrownLeaf_1,GreenHouse_3
18,18,Red,xkq,Cup,Lock,match,0,1,RedLock_3,RedLock_3,RedLock_3,PinkCup_3
19,19,Blue,qxsw,Boat,Note,match,0,1,BlueNote_2,BlueNote_1,BlueNote_1,GreenBoat_3
20,20,Red,xkq,Cup,Plane,match,0,1,RedPlane_1,RedPlane_2,RedPlane_1,BlackCup_2
