,Unnamed: 0,Modifier,Consonant,ListMod,Head,Match,MisMatchType,ListMatch,Image_Comp2,Image_Comp1,Image_List1,Image_List2
0,0,Green,wvcnz,Cross,Bag,match,0,1,GreenBag_2,GreenBag_2,GreenBag_1,BrownCross_1
1,1,Green,wvcnz,Cross,Bell,match,0,1,GreenBell_1,GreenBell_1,GreenBell_2,BlueCross_1
2,2,Green,wvcnz,Cross,Boat,match,0,1,GreenBoat_2,GreenBoat_3,GreenBoat_2,BlackCross_2
3,3,Black,rjdnv,Plane,Bone,match,0,1,BlackBone_1,BlackBone_1,BlackBone_1,BluePlane_1
4,4,Pink,mtpv,Lamp,Bow,match,0,1,PinkBow_1,PinkBow_3,PinkBow_2,GreenLamp_2
5,5,Blue,qxsw,Boat,Cane,match,0,1,BlueCane_3,BlueCane_1,BlueCane_3,BlackBoat_3
6,6,Brown,zbxlv,House,Car,match,0,1,BrownCar_1,BrownCar_2,BrownCar_3,RedHouse_1
7,7,Red,xkq,Cup,Cross,match,0,1,RedCross_2,RedCross_2,RedCross_3,BrownCup_2
8,8,Blue,qxsw,Boat,Cup,match,0,1,BlueCup_2,BlueCup_1,BlueCup_2,BrownBoat_2
9,9,Black,rjdnv,Plane,Disc,match,0,1,BlackDisc_3,BlackDisc_3,BlackDisc_3,BluePlane_3
10,10,Brown,zbxlv,House,Flag,match,0,1,BrownFlag_2,BrownFlag_3,BrownFlag_1,PinkHouse_2
11,11,Red,xkq,Cup,Fork,match,0,1,RedFork_3,RedFork_1,RedFork_2,BlackCup_1
12,12,Pink,mtpv,Lamp,Hand,match,0,1,PinkHand_2,PinkHand_2,PinkHand_1,BrownLamp_2
13,13,Black,rjdnv,Plane,Heart,match,0,1,BlackHeart_2,BlackHeart_3,BlackHeart_3,RedPlane_2
14,14,Red,xkq,Cup,House,match,0,1,RedHouse_3,RedHouse_3,RedHouse_1,BlueCup_3
15,15,Brown,zbxlv,House,Key,match,0,1,BrownKey_1,BrownKey_2,BrownKey_1,RedHouse_2
16,16,Green,wvcnz,Cross,Lamp,match,0,1,GreenLamp_3,GreenLamp_1,GreenLamp_2,BlueCross_2
17,17,Red,xkq,Cup,Leaf,match,0,1,RedLeaf_1,RedLeaf_2,RedLeaf_3,BlackCup_2
