,Unnamed: 0,Modifier,Consonant,ListMod,Head,Match,MisMatchType,ListMatch,Image_Comp2,Image_Comp1,Image_List1,Image_List2
0,0,Blue,qxsw,Boat,Bag,match,0,1,BlueBag_1,BlueBag_1,BlueBag_2,GreenBoat_3
1,1,Black,rjdnv,Plane,Bell,match,0,1,BlackBell_2,BlackBell_1,BlackBell_1,PinkPlane_2
2,2,Green,wvcnz,Cross,Boat,match,0,1,GreenBoat_2,GreenBoat_1,GreenBoat_2,BlueCross_3
3,3,Green,wvcnz,Cross,Bone,match,0,1,GreenBone_3,GreenBone_3,GreenBone_2,BlueCross_3
4,4,Green,wvcnz,Cross,Bow,match,0,1,GreenBow_1,GreenBow_2,GreenBow_2,RedCross_2
5,5,Red,xkq,Cup,Cane,match,0,1,RedCane_1,RedCane_2,RedCane_1,BrownCup_3
6,6,Brown,zbxlv,House,Car,match,0,1,BrownCar_1,BrownCar_3,BrownCar_3,BlueHouse_2
7,7,Red,xkq,Cup,Cross,match,0,1,RedCross_2,RedCross_3,RedCross_1,BrownCup_1
8,8,Black,rjdnv,Plane,Cup,match,0,1,BlackCup_1,BlackCup_2,BlackCup_1,PinkPlane_2
9,9,Red,xkq,Cup,Disc,match,0,1,RedDisc_2,RedDisc_1,RedDisc_1,PinkCup_1
10,10,Pink,mtpv,Lamp,Flag,match,0,1,PinkFlag_3,PinkFlag_1,PinkFlag_2,BlackLamp_1
11,11,Pink,mtpv,Lamp,Fork,match,0,1,PinkFork_1,PinkFork_2,PinkFork_1,BlackLamp_1
12,12,Blue,qxsw,Boat,Hand,match,0,1,BlueHand_3,BlueHand_1,BlueHand_1,PinkBoat_3
13,13,Green,wvcnz,Cross,Heart,match,0,1,GreenHeart_2,GreenHeart_1,GreenHeart_3,BrownCross_2
14,14,Pink,mtpv,Lamp,House,match,0,1,PinkHouse_1,PinkHouse_2,PinkHouse_2,RedLamp_3
15,15,Brown,zbxlv,House,Key,match,0,1,BrownKey_2,BrownKey_3,BrownKey_2,BlueHouse_3
16,16,Red,xkq,Cup,Lamp,match,0,1,RedLamp_1,RedLamp_3,RedLamp_1,PinkCup_3
