,Unnamed: 0,Modifier,Consonant,ListMod,Head,Match,MisMatchType,ListMatch,Image_Comp2,Image_Comp1,Image_List1,Image_List2
0,0,Red,xkq,Cup,Bag,match,0,1,RedBag_2,RedBag_2,RedBag_2,PinkCup_2
1,1,Green,wvcnz,Cross,Bell,match,0,1,GreenBell_2,GreenBell_2,GreenBell_1,BlackCross_2
2,2,Brown,zbxlv,House,Boat,match,0,1,BrownBoat_3,BrownBoat_3,BrownBoat_3,BlackHouse_3
3,3,Brown,zbxlv,House,Bone,match,0,1,BrownBone_1,BrownBone_1,BrownBone_2,BlueHouse_2
4,4,Green,wvcnz,Cross,Bow,match,0,1,GreenBow_1,GreenBow_3,GreenBow_2,BlackCross_2
5,5,Black,rjdnv,Plane,Cane,match,0,1,BlackCane_2,BlackCane_3,BlackCane_1,BrownPlane_2
6,6,Pink,mtpv,Lamp,Car,match,0,1,PinkCar_2,PinkCar_1,PinkCar_3,GreenLamp_2
7,7,Red,xkq,Cup,Cross,match,0,1,RedCross_1,RedCross_3,RedCross_3,BlackCup_2
8,8,Black,rjdnv,Plane,Cup,match,0,1,BlackCup_3,BlackCup_2,BlackCup_2,BluePlane_3
9,9,Blue,qxsw,Boat,Disc,match,0,1,BlueDisc_3,BlueDisc_1,BlueDisc_3,GreenBoat_1
10,10,Black,rjdnv,Plane,Flag,match,0,1,BlackFlag_3,BlackFlag_1,BlackFlag_2,BluePlane_3
11,11,Red,xkq,Cup,Fork,match,0,1,RedFork_2,RedFork_3,RedFork_1,BrownCup_2
12,12,Blue,qxsw,Boat,Hand,match,0,1,BlueHand_3,BlueHand_3,BlueHand_2,GreenBoat_2
13,13,Pink,mtpv,Lamp,Heart,match,0,1,PinkHeart_1,PinkHeart_1,PinkHeart_2,RedLamp_3
14,14,Black,rjdnv,Plane,House,match,0,1,BlackHouse_2,BlackHouse_1,BlackHouse_2,BluePlane_2
15,15,Pink,mtpv,Lamp,Key,match,0,1,PinkKey_3,PinkKey_2,PinkKey_3,RedLamp_3
16,16,Red,xkq,Cup,Lamp,match,0,1,RedLamp_1,RedLamp_2,RedLamp_1,PinkCup_1
17,17,Green,wvcnz,Cross,Leaf,match,0,1,GreenLeaf_2,GreenLeaf_1,GreenLeaf_1,BlackCross_3
18,18,Blue,qxsw,Boat,Lock,match,0,1,BlueLock_2,BlueLock_2,BlueLock_1,BrownBoat_1
