,Unnamed: 0,Modifier,Consonant,ListMod,Head,Match,MisMatchType,ListMatch,Image_Comp2,Image_Comp1,Image_List1,Image_List2
0,0,Red,xkq,Cup,Bag,match,0,1,RedBag_1,RedBag_1,RedBag_3,BrownCup_1
1,1,Pink,mtpv,Lamp,Bell,match,0,1,PinkBell_1,PinkBell_1,PinkBell_3,GreenLamp_3
2,2,Green,wvcnz,Cross,Boat,match,0,1,GreenBoat_3,GreenBoat_2,GreenBoat_1,PinkCross_2
3,3,Pink,mtpv,Lamp,Bone,match,0,1,PinkBone_3,PinkBone_1,PinkBone_1,GreenLamp_2
4,4,Brown,zbxlv,House,Bow,match,0,1,BrownBow_2,BrownBow_3,BrownBow_2,PinkHouse_3
5,5,Pink,mtpv,Lamp,Cane,match,0,1,PinkCane_1,PinkCane_1,PinkCane_2,BlackLamp_1
6,6,Green,wvcnz,Cross,Car,match,0,1,GreenCar_3,GreenCar_2,GreenCar_3,RedCross_2
7,7,Pink,mtpv,Lamp,Cross,match,0,1,PinkCross_3,PinkCross_3,PinkCross_2,RedLamp_2
8,8,Green,wvcnz,Cross,Cup,match,0,1,GreenCup_2,GreenCup_1,GreenCup_1,BlackCross_3
9,9,Black,rjdnv,Plane,Disc,match,0,1,BlackDisc_2,BlackDisc_1,BlackDisc_1,PinkPlane_2
10,10,Brown,zbxlv,House,Flag,match,0,1,BrownFlag_3,BrownFlag_2,BrownFlag_2,PinkHouse_1
11,11,Brown,zbxlv,House,Fork,match,0,1,BrownFork_2,BrownFork_2,BrownFork_3,RedHouse_3
12,12,Blue,qxsw,Boat,Hand,match,0,1,BlueHand_1,BlueHand_3,BlueHand_1,BrownBoat_3
13,13,Red,xkq,Cup,Heart,match,0,1,RedHeart_3,RedHeart_1,RedHeart_1,BlueCup_1
14,14,Pink,mtpv,Lamp,House,match,0,1,PinkHouse_2,PinkHouse_2,PinkHouse_1,GreenLamp_1
15,15,Blue,qxsw,Boat,Key,match,0,1,BlueKey_2,BlueKey_3,BlueKey_2,GreenBoat_1
16,16,Black,rjdnv,Plane,Lamp,match,0,1,BlackLamp_2,BlackLamp_1,BlackLamp_2,GreenPlane_3
17,17,Black,rjdnv,Plane,Leaf,match,0,1,BlackLeaf_2,BlackLeaf_1,BlackLeaf_2,PinkPlane_1
18,18,Brown,zbxlv,House,Lock,match,0,1,BrownLock_2,BrownLock_1,BrownLock_3,BlueHouse_1
19,19,Black,rjdnv,Plane,Note,match,0,1,BlackNote_2,BlackNote_1,BlackNote_1,BluePlane_1
20,20,Blue,qxsw,Boat,Plane,match,0,1,BluePlane_3,BluePlane_3,BluePlane_1,RedBoat_1
21,21,Blue,qxsw,Boat,Shoe,match,0,1,BlueShoe_3,BlueShoe_3,BlueShoe_3,GreenBoat_3
22,22,Green,wvcnz,Cross,Square,match,0,1,GreenSquare_1,GreenSquare_1,GreenSquare_2,BrownCross_3
23,23,Red,xkq,Cup,Star,match,0,1,RedStar_1,RedStar_1,RedStar_3,BlueCup_3
24,24,Red,xkq,Cup,Tree,match,0,1,RedTree_3,RedTree_3,RedTree_1,GreenCup_1
25,25,Brown,zbxlv,House,Bag,match,0,2,BrownBag_1,BrownBag_2,BrownBag_3,BrownBag_3
26,26,Brown,zbxlv,House,Bell,match,0,2,BrownBell_3,BrownBell_3,BrownBell_1,BrownBell_2
27,27,Brown,zbxlv,House,Boat,match,0,2,BrownBoat_2,BrownBoat_1,BrownBoat_2,PinkBoat_3
28,28,Pink,mtpv,Lamp,Bone,match,0,2,PinkBone_3,PinkBone_1,PinkBone_2,PinkBone_2
29,29,Black,rjdnv,Plane,Bow,match,0,2,BlackBow_2,BlackBow_3,BlackBow_2,BlackBow_1
30,30,Green,wvcnz,Cross,Cane,match,0,2,GreenCane_1,GreenCane_3,GreenCane_3,BlueCane_2
31,31,Green,wvcnz,Cross,Car,match,0,2,GreenCar_2,GreenCar_1,GreenCar_2,BrownCar_1
32,32,Red,xkq,Cup,Cross,match,0,2,RedCross_1,RedCross_3,RedCross_3,PinkCross_2
33,33,Blue,qxsw,Boat,Cup,match,0,2,BlueCup_3,BlueCup_2,BlueCup_2,BrownCup_1
34,34,Red,xkq,Cup,Disc,match,0,2,RedDisc_2,RedDisc_3,RedDisc_3,BlackDisc_1
35,35,Black,rjdnv,Plane,Flag,match,0,2,BlackFlag_3,BlackFlag_2,BlackFlag_3,BlackFlag_3
36,36,Green,wvcnz,Cross,Fork,match,0,2,GreenFork_3,GreenFork_1,GreenFork_3,BlueFork_3
37,37,Pink,mtpv,Lamp,Hand,match,0,2,PinkHand_1,PinkHand_1,PinkHand_3,BlackHand_2
38,38,Brown,zbxlv,House,Heart,match,0,2,BrownHeart_3,BrownHeart_3,BrownHeart_2,BlackHeart_3
