,Modifier,Consonant,ListMod,Head,Match,MisMatchType,ListMatch
0,Pink,mtpv,Lamp,Bag,match,0,1
1,Black,rjdnv,Plane,Bell,match,0,1
2,Black,rjdnv,Plane,Boat,match,0,1
3,Red,xkq,Cup,Bone,match,0,1
4,Brown,zbxlv,House,Bow,match,0,1
5,Brown,zbxlv,House,Cane,match,0,1
6,Blue,qxsw,Boat,Car,match,0,1
7,Blue,qxsw,Boat,Cross,match,0,1
8,Green,wvcnz,Cross,Cup,match,0,1
9,Black,rjdnv,Plane,Disc,match,0,1
10,Red,xkq,Cup,Flag,match,0,1
11,Red,xkq,Cup,Fork,match,0,1
12,Red,xkq,Cup,Hand,match,0,1
13,Black,rjdnv,Plane,Heart,match,0,1
14,Pink,mtpv,Lamp,House,match,0,1
15,Brown,zbxlv,House,Key,match,0,1
16,Blue,qxsw,Boat,Lamp,match,0,1
17,Green,wvcnz,Cross,Leaf,match,0,1
18,Green,wvcnz,Cross,Lock,match,0,1
19,Green,wvcnz,Cross,Note,match,0,1
20,Blue,qxsw,Boat,Plane,match,0,1
21,Pink,mtpv,Lamp,Shoe,match,0,1
22,Brown,zbxlv,House,Square,match,0,1
23,Red,xkq,Cup,Star,match,0,1
24,Pink,mtpv,Lamp,Tree,match,0,1
25,Brown,zbxlv,House,Bag,match,0,2
26,Green,wvcnz,Cross,Bell,match,0,2
27,Black,rjdnv,Plane,Boat,match,0,2
28,Black,rjdnv,Plane,Bone,match,0,2
29,Brown,zbxlv,House,Bow,match,0,2
30,Pink,mtpv,Lamp,Cane,match,0,2
31,Blue,qxsw,Boat,Car,match,0,2
32,Pink,mtpv,Lamp,Cross,match,0,2
33,Green,wvcnz,Cross,Cup,match,0,2
34,Blue,qxsw,Boat,Disc,match,0,2
35,Red,xkq,Cup,Flag,match,0,2
36,Brown,zbxlv,House,Fork,match,0,2
37,Black,rjdnv,Plane,Hand,match,0,2
38,Brown,zbxlv,House,Heart,match,0,2
39,Green,wvcnz,Cross,House,match,0,2
40,Pink,mtpv,Lamp,Key,match,0,2
41,Red,xkq,Cup,Lamp,match,0,2
42,Blue,qxsw,Boat,Leaf,match,0,2
43,Black,rjdnv,Plane,Lock,match,0,2
44,Red,xkq,Cup,Note,match,0,2
45,Red,xkq,Cup,Plane,match,0,2
46,Pink,mtpv,Lamp,Shoe,match,0,2
47,Green,wvcnz,Cross,Square,match,0,2
48,Blue,qxsw,Boat,Star,match,0,2
49,Red,xkq,Cup,Tree,match,0,2
50,Red,xkq,Cup,Bag,mismatch,1,0
51,Blue,qxsw,Boat,Bell,mismatch,1,0
52,Brown,zbxlv,House,Boat,mismatch,1,0
53,Black,rjdnv,Plane,Bone,mismatch,1,0
54,Green,wvcnz,Cross,Bow,mismatch,1,0
55,Red,xkq,Cup,Cane,mismatch,1,0
56,Pink,mtpv,Lamp,Car,mismatch,1,0
57,Red,xkq,Cup,Cross,mismatch,1,0
58,Blue,qxsw,Boat,Cup,mismatch,1,0
59,Pink,mtpv,Lamp,Disc,mismatch,1,0
60,Pink,mtpv,Lamp,Flag,mismatch,1,0
61,Pink,mtpv,Lamp,Fork,mismatch,1,0
62,Blue,qxsw,Boat,Hand,mismatch,1,0
63,Green,wvcnz,Cross,Heart,mismatch,1,0
64,Green,wvcnz,Cross,House,mismatch,1,0
65,Black,rjdnv,Plane,Key,mismatch,1,0
66,Green,wvcnz,Cross,Lamp,mismatch,1,0
67,Brown,zbxlv,House,Leaf,mismatch,1,0
68,Red,xkq,Cup,Lock,mismatch,1,0
69,Brown,zbxlv,House,Note,mismatch,1,0
70,Red,xkq,Cup,Plane,mismatch,1,0
71,Black,rjdnv,Plane,Shoe,mismatch,1,0
72,Black,rjdnv,Plane,Square,mismatch,1,0
73,Blue,qxsw,Boat,Star,mismatch,1,0
74,Brown,zbxlv,House,Tree,mismatch,1,0
75,Red,xkq,Cup,Bag,mismatch,2,0
76,Green,wvcnz,Cross,Bell,mismatch,2,0
77,Green,wvcnz,Cross,Boat,mismatch,2,0
78,Blue,qxsw,Boat,Bone,mismatch,2,0
79,Blue,qxsw,Boat,Bow,mismatch,2,0
80,Black,rjdnv,Plane,Cane,mismatch,2,0
81,Brown,zbxlv,House,Car,mismatch,2,0
82,Pink,mtpv,Lamp,Cross,mismatch,2,0
83,Black,rjdnv,Plane,Cup,mismatch,2,0
84,Green,wvcnz,Cross,Disc,mismatch,2,0
85,Green,wvcnz,Cross,Flag,mismatch,2,0
86,Pink,mtpv,Lamp,Fork,mismatch,2,0
87,Red,xkq,Cup,Hand,mismatch,2,0
88,Blue,qxsw,Boat,Heart,mismatch,2,0
89,Red,xkq,Cup,House,mismatch,2,0
90,Brown,zbxlv,House,Key,mismatch,2,0
91,Brown,zbxlv,House,Lamp,mismatch,2,0
92,Pink,mtpv,Lamp,Leaf,mismatch,2,0
93,Red,xkq,Cup,Lock,mismatch,2,0
94,Black,rjdnv,Plane,Note,mismatch,2,0
95,Brown,zbxlv,House,Plane,mismatch,2,0
96,Blue,qxsw,Boat,Shoe,mismatch,2,0
97,Red,xkq,Cup,Square,mismatch,2,0
98,Pink,mtpv,Lamp,Star,mismatch,2,0
99,Black,rjdnv,Plane,Tree,mismatch,2,0
