,Unnamed: 0,Modifier,Consonant,ListMod,Head,Match,MisMatchType,ListMatch,Image_Comp2,Image_Comp1,Image_List1,Image_List2
0,0,Brown,zbxlv,House,Bag,match,0,1,BrownBag_1,BrownBag_1,BrownBag_2,BlackHouse_3
1,1,Green,wvcnz,Cross,Bell,match,0,1,GreenBell_2,GreenBell_3,GreenBell_2,RedCross_1
2,2,Red,xkq,Cup,Boat,match,0,1,RedBoat_1,RedBoat_1,RedBoat_2,PinkCup_1
3,3,Green,wvcnz,Cross,Bone,match,0,1,GreenBone_2,GreenBone_3,GreenBone_2,RedCross_2
4,4,Black,rjdnv,Plane,Bow,match,0,1,BlackBow_1,BlackBow_3,BlackBow_3,PinkPlane_3
5,5,Red,xkq,Cup,Cane,match,0,1,RedCane_1,RedCane_1,RedCane_2,PinkCup_2
6,6,Blue,qxsw,Boat,Car,match,0,1,BlueCar_2,BlueCar_1,BlueCar_1,RedBoat_1
7,7,Brown,zbxlv,House,Cross,match,0,1,BrownCross_3,BrownCross_2,BrownCross_2,PinkHouse_3
8,8,Black,rjdnv,Plane,Cup,match,0,1,BlackCup_1,BlackCup_3,BlackCup_3,GreenPlane_3
9,9,Brown,zbxlv,House,Disc,match,0,1,BrownDisc_3,BrownDisc_2,BrownDisc_2,BlueHouse_1
10,10,Blue,qxsw,Boat,Flag,match,0,1,BlueFlag_2,BlueFlag_3,BlueFlag_3,RedBoat_2
11,11,Red,xkq,Cup,Fork,match,0,1,RedFork_2,RedFork_2,RedFork_3,BlackCup_3
12,12,Red,xkq,Cup,Hand,match,0,1,RedHand_2,RedHand_2,RedHand_3,BlackCup_2
13,13,Pink,mtpv,Lamp,Heart,match,0,1,PinkHeart_3,PinkHeart_3,PinkHeart_1,GreenLamp_3
14,14,Pink,mtpv,Lamp,House,match,0,1,PinkHouse_3,PinkHouse_1,PinkHouse_3,BrownLamp_2
15,15,Brown,zbxlv,House,Key,match,0,1,BrownKey_1,BrownKey_1,BrownKey_1,BlueHouse_2
16,16,Black,rjdnv,Plane,Lamp,match,0,1,BlackLamp_2,BlackLamp_2,BlackLamp_1,PinkPlane_2
17,17,Black,rjdnv,Plane,Leaf,match,0,1,BlackLeaf_2,BlackLeaf_2,BlackLeaf_3,GreenPlane_3
18,18,Pink,mtpv,Lamp,Lock,match,0,1,PinkLock_1,PinkLock_2,PinkLock_3,BrownLamp_2
19,19,Blue,qxsw,Boat,Note,match,0,1,BlueNote_3,BlueNote_2,BlueNote_3,RedBoat_3
20,20,Green,wvcnz,Cross,Plane,match,0,1,GreenPlane_1,GreenPlane_3,GreenPlane_2,BrownCross_2
21,21,Blue,qxsw,Boat,Shoe,match,0,1,BlueShoe_3,BlueShoe_1,BlueShoe_3,BrownBoat_3
22,22,Black,rjdnv,Plane,Square,match,0,1,BlackSquare_3,BlackSquare_1,BlackSquare_3,PinkPlane_2
23,23,Pink,mtpv,Lamp,Star,match,0,1,PinkStar_3,PinkStar_2,PinkStar_2,BlackLamp_3
24,24,Green,wvcnz,Cross,Tree,match,0,1,GreenTree_3,GreenTree_3,GreenTree_1,BrownCross_1
25,25,Pink,mtpv,Lamp,Bag,match,0,2,PinkBag_2,PinkBag_3,PinkBag_3,RedBag_2
26,26,Blue,qxsw,Boat,Bell,match,0,2,BlueBell_3,BlueBell_1,BlueBell_2,BlueBell_3
27,27,Brown,zbxlv,House,Boat,match,0,2,BrownBoat_1,BrownBoat_2,BrownBoat_3,RedBoat_3
28,28,Green,wvcnz,Cross,Bone,match,0,2,GreenBone_1,GreenBone_1,GreenBone_1,RedBone_2
29,29,Black,rjdnv,Plane,Bow,match,0,2,BlackBow_1,BlackBow_2,BlackBow_1,BlackBow_1
30,30,Blue,qxsw,Boat,Cane,match,0,2,BlueCane_3,BlueCane_2,BlueCane_2,BlueCane_3
